name,bus,gen,cap,cf,units
Cheyenne Ridge,9wve62,WT,2.0,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.0,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.0,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.0,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.0,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.0,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.0,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.0,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.0,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.0,0.0,1
Cheyenne Ridge,9wve62,WT,2.0,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.0,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.0,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.0,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.0,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
Cheyenne Ridge,9wve62,WT,2.2,0.0,1
"Chiloquin Solar, LLC",9r3wzq,PV,9.9,0.0,1
Chino Solar Valley,9w01f3,PV,19.0,0.0,1
Chopin,c26crp,WT,1.65,0.0,1
Chopin,c26crp,WT,1.65,0.0,1
Chopin,c26crp,WT,1.65,0.0,1
Chopin,c26crp,WT,1.65,0.0,1
Chopin,c26crp,WT,1.65,0.0,1
Chopin,c26crp,WT,1.65,0.0,1
Chopin (Phase II),c26crp,WT,1.715,0.0,1
Chopin (Phase II),c26crp,WT,1.715,0.0,1
Chopin (Phase II),c26crp,WT,1.715,0.0,1
Chopin (Phase II),c26crp,WT,1.715,0.0,1
Chopin (Phase II),c26crp,WT,1.79,0.0,1
Chuckawalla Solar,9qj152,PV,4.0,0.0,1
Chuckawalla Valley State Prison,9qj152,PV,0.9,0.0,1
Cibola,9wdb95,PV,7.6,0.0,1
Cimarron Solar Facility,9wve62,PV,30.64,0.0,1
Citizen B,9qd9xh,PV,5.0,0.0,1
Citizens Imperial Solar,9mvgw4,PV,30.0,0.0,1
City & County of Denver at Denver Int'l,9wve62,PV,3.4,0.0,1
City of Boulder WWTP,9xkgmv,PV,0.9,0.0,1
City of Gallup Solar,9wdb95,PV,8.0,0.0,1
City of Hayward WWTP,9q9m24,PV,1.6,0.0,1
City of Madera WWTP,9qd9xh,PV,1.0,0.0,1
City of Rio Rancho WWTP,9we1bp,PV,1.2,0.0,1
City of Rosamond (CA),9q713t,PV,1.0,0.0,1
City of Soledad Water Reclamation Facility,9q92vz,WT,1.85,0.0,1
City of Truth or Consequences PV,9w1zzg,PV,1.9,0.0,1
City of Tulare Water Facility,9qdbm8,PV,1.1,0.0,1
Clear Spring Ranch PV Project,9wve62,PV,10.0,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.52,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.52,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.52,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.52,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.52,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.52,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.52,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.52,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.52,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.52,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.52,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.52,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.52,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Energy Project 1A,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.52,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.52,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.52,0.0,1
Clearwater Wind East,c8h5zm,WT,2.52,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.52,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.52,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.52,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.52,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.52,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.52,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.82,0.0,1
Clearwater Wind East,c8h5zm,WT,2.52,0.0,1
Clearwater Wind II,c8h5zm,WT,2.52,0.0,1
Clearwater Wind II,c8h5zm,WT,2.82,0.0,1
Clearwater Wind II,c8h5zm,WT,2.82,0.0,1
Clearwater Wind II,c8h5zm,WT,2.82,0.0,1
Clearwater Wind II,c8h5zm,WT,2.82,0.0,1
Clearwater Wind II,c8h5zm,WT,2.82,0.0,1
Clearwater Wind II,c8h5zm,WT,2.82,0.0,1
Clearwater Wind II,c8h5zm,WT,2.82,0.0,1
Clearwater Wind II,c8h5zm,WT,2.52,0.0,1
Clearwater Wind II,c8h5zm,WT,2.82,0.0,1
Clearwater Wind II,c8h5zm,WT,2.82,0.0,1
Clearwater Wind II,c8h5zm,WT,2.82,0.0,1
Clearwater Wind II,c8h5zm,WT,2.82,0.0,1
Clearwater Wind II,c8h5zm,WT,2.82,0.0,1
Clearwater Wind II,c8h5zm,WT,2.82,0.0,1
Clearwater Wind II,c8h5zm,WT,2.82,0.0,1
Clearwater Wind II,c8h5zm,WT,2.82,0.0,1
Clearwater Wind II,c8h5zm,WT,2.82,0.0,1
Clearwater Wind II,c8h5zm,WT,2.82,0.0,1
Clearwater Wind II,c8h5zm,WT,2.82,0.0,1
Clearwater Wind II,c8h5zm,WT,2.82,0.0,1
Clearwater Wind II,c8h5zm,WT,2.52,0.0,1
Clearwater Wind II,c8h5zm,WT,2.82,0.0,1
Clearwater Wind II,c8h5zm,WT,2.82,0.0,1
Clearwater Wind II,c8h5zm,WT,2.82,0.0,1
Clearwater Wind II,c8h5zm,WT,2.82,0.0,1
Clearwater Wind II,c8h5zm,WT,2.82,0.0,1
Clearwater Wind II,c8h5zm,WT,2.82,0.0,1
Clearwater Wind II,c8h5zm,WT,2.82,0.0,1
Clearwater Wind II,c8h5zm,WT,2.52,0.0,1
Clearwater Wind II,c8h5zm,WT,2.52,0.0,1
Clearwater Wind II,c8h5zm,WT,2.82,0.0,1
Clearwater Wind II,c8h5zm,WT,2.82,0.0,1
Clearwater Wind II,c8h5zm,WT,2.82,0.0,1
Clearwater Wind II,c8h5zm,WT,2.82,0.0,1
Clearwater Wind II,c8h5zm,WT,2.82,0.0,1
Clearwater Wind III,c8h5zm,WT,2.8,0.0,1
Clearwater Wind III,c8h5zm,WT,2.8,0.0,1
Clearwater Wind III,c8h5zm,WT,2.8,0.0,1
Clearwater Wind III,c8h5zm,WT,2.8,0.0,1
Clearwater Wind III,c8h5zm,WT,2.8,0.0,1
Clearwater Wind III,c8h5zm,WT,2.5,0.0,1
Clearwater Wind III,c8h5zm,WT,2.8,0.0,1
Clearwater Wind III,c8h5zm,WT,2.8,0.0,1
Clearwater Wind III,c8h5zm,WT,2.5,0.0,1
Clearwater Wind III,c8h5zm,WT,2.8,0.0,1
Clearwater Wind III,c8h5zm,WT,2.8,0.0,1
Clearwater Wind III,c8h5zm,WT,2.8,0.0,1
Clearwater Wind III,c8h5zm,WT,2.8,0.0,1
Clearwater Wind III,c8h5zm,WT,2.8,0.0,1
Clearwater Wind III,c8h5zm,WT,2.8,0.0,1
Clearwater Wind III,c8h5zm,WT,2.8,0.0,1
Clearwater Wind III,c8h5zm,WT,2.8,0.0,1
Clearwater Wind III,c8h5zm,WT,2.8,0.0,1
Clearwater Wind III,c8h5zm,WT,2.5,0.0,1
Clearwater Wind III,c8h5zm,WT,2.8,0.0,1
Clearwater Wind III,c8h5zm,WT,2.5,0.0,1
Clearwater Wind III,c8h5zm,WT,2.8,0.0,1
Clearwater Wind III,c8h5zm,WT,2.8,0.0,1
Clearwater Wind III,c8h5zm,WT,2.8,0.0,1
Clearwater Wind III,c8h5zm,WT,2.8,0.0,1
Clearwater Wind III,c8h5zm,WT,2.8,0.0,1
Clearwater Wind III,c8h5zm,WT,2.8,0.0,1
Clearwater Wind III,c8h5zm,WT,2.8,0.0,1
Clearwater Wind III,c8h5zm,WT,2.8,0.0,1
Clearwater Wind III,c8h5zm,WT,2.8,0.0,1
Clearwater Wind III,c8h5zm,WT,2.8,0.0,1
Clearwater Wind III,c8h5zm,WT,2.8,0.0,1
Clearwater Wind III,c8h5zm,WT,2.8,0.0,1
Clearwater Wind III,c8h5zm,WT,2.8,0.0,1
Clearwater Wind III,c8h5zm,WT,2.5,0.0,1
Clearwater Wind III,c8h5zm,WT,2.8,0.0,1
Clif Bar Bakery of Twin Falls,9rwgcr,PV,2.0,0.0,1
Cloverdale Solar Center,9qben2,PV,1.0,0.0,1
Cloverdale Solar I,9qben2,PV,1.5,0.0,1
Coachella Hills,9qj152,WT,3.6,0.0,1
Coachella Hills,9qj152,WT,3.45,0.0,1
Coachella Hills,9qj152,WT,3.6,0.0,1
Coachella Hills,9qj152,WT,3.6,0.0,1
Coachella Hills,9qj152,WT,3.6,0.0,1
Coachella Hills,9qj152,WT,3.6,0.0,1
Coachella Hills,9qj152,WT,3.6,0.0,1
Coachella Hills,9qj152,WT,3.6,0.0,1
Coachella Hills,9qj152,WT,3.45,0.0,1
Coachella Hills,9qj152,WT,3.6,0.0,1
Coachella Hills,9qj152,WT,3.6,0.0,1
Coachella Hills,9qj152,WT,3.45,0.0,1
Coachella Hills,9qj152,WT,3.6,0.0,1
Coachella Hills,9qj152,WT,3.6,0.0,1
Coachella Hills,9qj152,WT,3.6,0.0,1
Coachella Hills,9qj152,WT,3.6,0.0,1
Coastal Energy,c237sz,WT,1.5,0.0,1
Coastal Energy,c237sz,WT,1.5,0.0,1
Coastal Energy,c237sz,WT,1.5,0.0,1
Coastal Energy,c237sz,WT,1.5,0.0,1
Cogenra-TEP,9w01f3,PV,1.0,0.0,1
Cogentrix of Alamosa,9wve62,PV,30.0,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
Cold Springs,9rwgcr,WT,2.3,0.0,1
