name,bus,gen,cap,cf,units
Alta XI,9q713t,WT,1.7,0.0,1
Alta XI,9q713t,WT,1.7,0.0,1
Alta XI,9q713t,WT,2.85,0.0,1
Alta XI,9q713t,WT,1.7,0.0,1
Alta XI,9q713t,WT,1.7,0.0,1
Alta XI,9q713t,WT,1.7,0.0,1
Alta XI,9q713t,WT,1.7,0.0,1
Alta XI,9q713t,WT,1.7,0.0,1
Alta XI,9q713t,WT,1.7,0.0,1
Alta XI,9q713t,WT,1.7,0.0,1
Alta XI,9q713t,WT,1.7,0.0,1
Alta XI,9q713t,WT,1.7,0.0,1
Alta XI,9q713t,WT,1.7,0.0,1
Alta XI,9q713t,WT,1.7,0.0,1
Alta XI,9q713t,WT,1.7,0.0,1
Alta XI,9q713t,WT,1.7,0.0,1
"Ameresco HCE Solar, LLC",9x5w98,PV,4.5,0.0,1
American Canyon Solar,9qben2,PV,3.0,0.0,1
American Falls Solar,9rx7st,PV,20.0,0.0,1
American Falls Solar II,9rx7st,PV,20.0,0.0,1
"American Kings Solar, LLC",9qdbm8,PV,128.0,0.0,1
Anderson Wind Project,9wve62,WT,2.0,0.0,1
Anderson Wind Project,9wve62,WT,2.0,0.0,1
Anderson Wind Project,9wve62,WT,1.65,0.0,1
Anderson Wind Project,9wve62,WT,2.0,0.0,1
Anderson Wind Project,9wve62,WT,1.65,0.0,1
Anderson Wind Project,9wve62,WT,1.65,0.0,1
Anderson Wind Project,9wve62,WT,2.0,0.0,1
Anderson Wind Project,9wve62,WT,2.0,0.0,1
Angel Fire Energy Facility,9wve62,PV,9.8,0.0,1
Anheuser-Busch Fairfield,9qc63x,WT,1.85,0.0,1
Anheuser-Busch Fairfield,9qc63x,WT,1.5,0.0,1
Antelope Big Sky Ranch,9q5fm0,PV,20.0,0.0,1
Antelope DSR 1,9q5fm0,PV,50.0,0.0,1
Antelope DSR 2,9q5fm0,PV,5.0,0.0,1
Antelope DSR 3,9q5fm0,PV,20.0,0.0,1
Antelope Expansion 1B,9q5fm0,PV,17.0,0.0,1
Antelope Expansion 2,9q5fm0,PV,105.0,0.0,1
Antelope Expansion 3A,9q5fm0,PV,15.0,0.0,1
Antelope Expansion 3B,9q5fm0,PV,5.0,0.0,1
Apache Solar 1,9w1wf0,PV,20.0,0.0,1
Apex Solar,c2r8x7,PV,80.0,0.0,1
Apex Solar PV Power Project,9qqk6u,PV,20.0,0.0,1
Aquamarine,9qdbm8,PV,250.0,0.0,1
Aragonne Mesa 2,9wve62,WT,2.5,0.0,1
Aragonne Mesa 2,9wve62,WT,2.5,0.0,1
Aragonne Mesa 2,9wve62,WT,2.5,0.0,1
Aragonne Mesa 2,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2,9wve62,WT,2.5,0.0,1
Aragonne Mesa 2,9wve62,WT,2.5,0.0,1
Aragonne Mesa 2,9wve62,WT,2.5,0.0,1
Aragonne Mesa 2,9wve62,WT,2.5,0.0,1
Aragonne Mesa 2,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2,9wve62,WT,2.5,0.0,1
Aragonne Mesa 2,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2,9wve62,WT,2.5,0.0,1
Aragonne Mesa 2,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2,9wve62,WT,2.5,0.0,1
Aragonne Mesa 2,9wve62,WT,2.5,0.0,1
Aragonne Mesa 2,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2,9wve62,WT,2.5,0.0,1
Aragonne Mesa 2,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2,9wve62,WT,2.5,0.0,1
Aragonne Mesa 2,9wve62,WT,2.5,0.0,1
Aragonne Mesa 2,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2,9wve62,WT,2.5,0.0,1
Aragonne Mesa 2,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2,9wve62,WT,2.5,0.0,1
Aragonne Mesa 2,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2,9wve62,WT,2.5,0.0,1
Aragonne Mesa 2,9wve62,WT,2.5,0.0,1
Aragonne Mesa 2,9wve62,WT,2.5,0.0,1
Aragonne Mesa 2,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2,9wve62,WT,2.5,0.0,1
Aragonne Mesa 2,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2 Expansion,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2 Expansion,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2 Expansion,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2 Expansion,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2 Expansion,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2 Expansion,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2 Expansion,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2 Expansion,9wve62,WT,2.3,0.0,1
Aragonne Mesa 2 Expansion,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2 Expansion,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2 Expansion,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2 Expansion,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2 Expansion,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2 Expansion,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2 Expansion,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2 Expansion,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2 Expansion,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2 Expansion,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2 Expansion,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2 Expansion,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2 Expansion,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2 Expansion,9wve62,WT,2.3,0.0,1
Aragonne Mesa 2 Expansion,9wve62,WT,2.3,0.0,1
Aragonne Mesa 2 Expansion,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2 Expansion,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2 Expansion,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2 Expansion,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2 Expansion,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2 Expansion,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2 Expansion,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2 Expansion,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2 Expansion,9wve62,WT,2.82,0.0,1
Aragonne Mesa 2 Expansion,9wve62,WT,2.82,0.0,1
Arapahoe 3 Community Solar Array,9wve62,PV,1.8,0.0,1
Arizona Western College PV,9mvgw4,PV,5.7,0.0,1
Arlington Energy Center II,9qj152,PV,233.0,0.0,1
Arlington Valley Solar Energy II,9w01f3,PV,129.0,0.0,1
Arrache 4006,9q5fm0,PV,2.0,0.0,1
Arrache 4013,9q5fm0,PV,1.5,0.0,1
Arrache 8083,9q5fm0,PV,4.0,0.0,1
Aspiration G,9qd9xh,PV,9.0,0.0,1
Atascadero State Hospital,9q613c,PV,1.1,0.0,1
Athos Solar Project,9qj152,PV,250.0,0.0,1
Atwell Island,9qdbm8,PV,20.2,0.0,1
Atwell Island West Solar,9qdbm8,PV,20.02,0.0,1
Aurora Wal-Mart,9wve62,WT,0.05,0.0,1
Avalon Solar,9w01f3,PV,29.0,0.0,1
Avalon Solar II,9w01f3,PV,16.0,0.0,1
Avenal Park,9qdbm8,PV,6.0,0.0,1
Avra Valley Solar,9w01f3,PV,26.46,0.0,1
Axium Modesto Solar,9qcbq0,PV,25.8,0.0,1
BADGER_CREEK_LIMITED,9q713t,CT,46.0,0.004,1
BALCH_1,9qe6tq,HT,31.0,0.017,1
BALCH_2,9qe6tq,HT,97.2,0.053,1
BARBER_CREEK,c8h5zm,CT,22.5,0.004,1
BARRE_PEAKER,9mupsy,CT,49.8,0.038,1
BASIN_CREEK_PLANT,c2r8x7,IC,54.9,0.056,1
BC Solar,9r3wzq,PV,8.0,0.0,1
BCE Los Alamitos 1,9mupsy,PV,10.0,0.0,1
BCE Los Alamitos 2,9mupsy,PV,10.0,0.0,1
BEARDSLEY,9qcbq0,HT,10.0,0.006,1
BEAR_MOUNTAIN_COGEN,9q713t,CT,46.0,0.004,1
BEAVER,c237sz,CT,305.4,0.045,1
BEAVER,c237sz,CC,305.4,0.045,1
BELDEN,9r13pb,HT,117.9,0.126,1
BENNETT_MOUNTAIN,9rwgcr,CT,172.8,0.097,1
BERRY_COGEN,9q713t,CT,38.7,0.003,1
BERRY_COGEN_TANNE_HILLS_18,9q713t,CT,17.6,0.002,1
BERRY_PLACERITA_COGEN,9q5epx,CT,42.8,0.557,1
BIG_CLIFF,9rb6wg,HT,18.0,0.022,1
BIG_CREEK_1,9qe6tq,HT,88.4,0.048,1
BIG_CREEK_3,9qe6tq,HT,174.5,0.094,1
BIG_CREEK_4,9qd9xh,HT,100.0,0.049,1
BIOMASS_ONE_LP,9r88yx,ST,40.0,0.077,1
BLACK_CANYON,9rg8bx,HT,10.2,0.005,1
BLACK_EAGLE,c82vu4,HT,24.0,0.021,1
BLACK_MOUNTAIN_GENERATING_STATION,9qndpr,CT,121.0,0.045,1
BLISS,9rwgcr,HT,75.0,0.042,1
BLM-JCI,9x5w98,WT,0.1,0.0,1
BLOOMINGTON_POWER_PLANT,9qw0kp,ST,10.2,0.046,1
BLUE_MESA,9we1bp,HT,86.4,0.031,1
BLUE_SPRUCE_ENERGY_CENTER,9wve62,CT,397.8,0.026,1
BLUFFVIEW,9we1bp,CC,67.0,0.024,1
BLUNDELL,9wbmjr,ST,44.8,0.015,1
BLYTHE_ENERGY_INC,9qndpr,CC,591.0,0.22,1
BONANZA,9x47er,ST,499.5,0.717,1
BONNEVILLE,c21g7y,HT,1162.0,0.256,1
BOULDER_PARK,c2kx95,IC,24.6,0.004,1
BOUNDARY,c2u6xt,HT,1118.6,0.897,1
BOUNTIFUL_CITY,9x0ryy,CT,10.1,0.012,1
BOUNTIFUL_CITY,9x0ryy,ST,10.1,0.012,1
BOUNTIFUL_CITY,9x0ryy,IC,10.1,0.012,1
BOWERMAN_POWER_LFG_LLC,9qh0rw,CT,23.8,0.092,1
BOX_CANYON,c2u6xt,HT,90.0,0.072,1
BOYSEN,9x6z6m,HT,15.0,0.006,1
BREA_EXPANSION_PLANT,9qh0rw,CT,35.7,0.138,1
BROWNLEE,9rg8bx,HT,675.0,0.354,1
BRUSH_GENERATION_FACILITY,9wve62,CT,148.6,0.01,1
BRUSH_GENERATION_FACILITY,9wve62,CC,148.6,0.01,1
BUCKS_CREEK,9r13pb,HT,66.0,0.071,1
BUFFALO_BILL,9x6z6m,HT,18.0,0.007,1
BURNEY_FOREST_PRODUCTS,9r321k,ST,31.0,0.036,1
BUTT_VALLEY,9r13pb,HT,40.0,0.043,1
BYU_CENTRAL_HEATING_PLANT,9x0gc5,CT,16.5,0.012,1
Babbitt Ranch Wind,9w3h8n,WT,3.4,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,3.4,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,2.52,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,2.52,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,3.4,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,3.4,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,2.52,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,3.4,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,3.4,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,2.52,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,3.4,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,3.4,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,3.4,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,3.4,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,3.4,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,3.4,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,3.4,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,3.4,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,3.4,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,3.4,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,3.4,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,3.4,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,3.4,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,3.4,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,3.4,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,3.4,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,3.4,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,2.52,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,3.4,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,3.4,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,3.4,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,3.4,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,3.4,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,2.52,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,3.4,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,3.4,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,3.4,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,3.4,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,3.4,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,2.52,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,3.4,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,3.4,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,3.4,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,3.4,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,3.4,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,3.4,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,3.4,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,3.4,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,2.52,0.0,1
Babbitt Ranch Wind,9w3h8n,WT,3.4,0.0,1
Badger 1,9w01f3,PV,14.8,0.0,1
Baker City Solar,9rg8bx,PV,15.0,0.0,1
Bakersfield 111,9q713t,PV,1.4,0.0,1
Bakersfield Industrial PV 1,9q713t,PV,1.0,0.0,1
Bakersfield PV 1,9q713t,PV,5.25,0.0,1
Baldock Solar Highway,9rb6wg,PV,1.7,0.0,1
"Ballston Solar, LLC",9rb6wg,PV,2.2,0.0,1
Barstow Marine Logistics Base,9mupsy,WT,1.5,0.0,1
Battle Mountain Solar Project,9rkf69,PV,101.0,0.0,1
"Bayshore Solar A, LLC",9q5fm0,PV,20.0,0.0,1
"Bayshore Solar B, LLC",9q5fm0,PV,20.0,0.0,1
"Bayshore Solar C, LLC",9q5fm0,PV,20.0,0.0,1
Beacon Solar Plant Site 2,9q713t,PV,45.0,0.0,1
Beacon Solar Plant Site 5,9q713t,PV,36.0,0.0,1
Bear Creek Solar,9q9wtp,PV,1.5,0.0,1
Bear Creek Solar Center,9rcvn1,PV,10.0,0.0,1
Bellevue Solar Project,9rb6wg,PV,1.6,0.0,1
Benson Creek,9rg8bx,WT,2.0,0.0,1
Benson Creek,9rg8bx,WT,2.0,0.0,1
Benson Creek,9rg8bx,WT,2.0,0.0,1
Benson Creek,9rg8bx,WT,2.0,0.0,1
Benson Creek,9rg8bx,WT,2.0,0.0,1
Berrenda Mesa Water District,9q713t,PV,6.4,0.0,1
Beryl Solar Plant,9wbmjr,PV,3.0,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn,c21g7y,WT,1.5,0.0,1
Big Horn 2,c21g7y,WT,2.0,0.0,1
Big Horn 2,c21g7y,WT,2.0,0.0,1
Big Horn 2,c21g7y,WT,2.0,0.0,1
Big Horn 2,c21g7y,WT,2.0,0.0,1
Big Horn 2,c21g7y,WT,2.0,0.0,1
Big Horn 2,c21g7y,WT,2.0,0.0,1
Big Horn 2,c21g7y,WT,2.0,0.0,1
Big Horn 2,c21g7y,WT,2.0,0.0,1
Big Horn 2,c21g7y,WT,2.0,0.0,1
Big Horn 2,c21g7y,WT,2.0,0.0,1
Big Horn 2,c21g7y,WT,2.0,0.0,1
Big Horn 2,c21g7y,WT,2.0,0.0,1
Big Horn 2,c21g7y,WT,2.0,0.0,1
Big Horn 2,c21g7y,WT,2.0,0.0,1
Big Horn 2,c21g7y,WT,2.0,0.0,1
Big Horn 2,c21g7y,WT,2.0,0.0,1
Big Horn 2,c21g7y,WT,2.0,0.0,1
Big Horn 2,c21g7y,WT,2.0,0.0,1
Big Horn 2,c21g7y,WT,2.0,0.0,1
Big Horn 2,c21g7y,WT,2.0,0.0,1
Big Horn 2,c21g7y,WT,2.0,0.0,1
Big Horn 2,c21g7y,WT,2.0,0.0,1
Big Horn 2,c21g7y,WT,2.0,0.0,1
Big Horn 2,c21g7y,WT,2.0,0.0,1
Big Horn 2,c21g7y,WT,2.0,0.0,1
Big Timber,c82vu4,WT,1.79,0.0,1
Big Timber,c82vu4,WT,1.79,0.0,1
Big Timber,c82vu4,WT,1.79,0.0,1
Big Timber,c82vu4,WT,1.79,0.0,1
Big Timber,c82vu4,WT,1.79,0.0,1
Big Timber,c82vu4,WT,1.79,0.0,1
Big Timber,c82vu4,WT,1.79,0.0,1
Big Timber,c82vu4,WT,1.79,0.0,1
Big Timber,c82vu4,WT,1.79,0.0,1
Big Timber,c82vu4,WT,1.79,0.0,1
Big Timber,c82vu4,WT,1.79,0.0,1
Big Timber,c82vu4,WT,1.79,0.0,1
Big Timber,c82vu4,WT,1.79,0.0,1
Big Timber,c82vu4,WT,1.79,0.0,1
"BigBeau Solar, LLC",9q713t,PV,128.0,0.0,1
Bighorn Solar,9rb6wg,PV,2.2,0.0,1
Bighorn Solar 1,9wve62,PV,240.0,0.0,1
Biglow Canyon I,c245ue,WT,1.65,0.0,1
Biglow Canyon I,c245ue,WT,1.65,0.0,1
Biglow Canyon I,c245ue,WT,1.65,0.0,1
Biglow Canyon I,c245ue,WT,1.65,0.0,1
Biglow Canyon I,c245ue,WT,1.65,0.0,1
Biglow Canyon I,c245ue,WT,1.65,0.0,1
Biglow Canyon I,c245ue,WT,1.65,0.0,1
Biglow Canyon I,c245ue,WT,1.65,0.0,1
Biglow Canyon I,c245ue,WT,1.65,0.0,1
Biglow Canyon I,c245ue,WT,1.65,0.0,1
Biglow Canyon I,c245ue,WT,1.65,0.0,1
Biglow Canyon I,c245ue,WT,1.65,0.0,1
Biglow Canyon I,c245ue,WT,1.65,0.0,1
Biglow Canyon I,c245ue,WT,1.65,0.0,1
Biglow Canyon I,c245ue,WT,1.65,0.0,1
Biglow Canyon I,c245ue,WT,1.65,0.0,1
Biglow Canyon I,c245ue,WT,1.65,0.0,1
Biglow Canyon I,c245ue,WT,1.65,0.0,1
Biglow Canyon I,c245ue,WT,1.65,0.0,1
Biglow Canyon I,c245ue,WT,1.65,0.0,1
Biglow Canyon I,c245ue,WT,1.65,0.0,1
Biglow Canyon I,c245ue,WT,1.65,0.0,1
Biglow Canyon I,c245ue,WT,1.65,0.0,1
Biglow Canyon I,c245ue,WT,1.65,0.0,1
Biglow Canyon I,c245ue,WT,1.65,0.0,1
Biglow Canyon I,c245ue,WT,1.65,0.0,1
Biglow Canyon I,c245ue,WT,1.65,0.0,1
Biglow Canyon I,c245ue,WT,1.65,0.0,1
Biglow Canyon I,c245ue,WT,1.65,0.0,1
Biglow Canyon I,c245ue,WT,1.65,0.0,1
Biglow Canyon I,c245ue,WT,1.65,0.0,1
Biglow Canyon I,c245ue,WT,1.65,0.0,1
Biglow Canyon I,c245ue,WT,1.65,0.0,1
Biglow Canyon I,c245ue,WT,1.65,0.0,1
Biglow Canyon I,c245ue,WT,1.65,0.0,1
Biglow Canyon I,c245ue,WT,1.65,0.0,1
Biglow Canyon I,c245ue,WT,1.65,0.0,1
Biglow Canyon I,c245ue,WT,1.65,0.0,1
