state,county,building_type,floorarea[sf]
CA,Tulare,quick_service_restaurant,361600
CA,Tulare,retail,18239500
CA,Tulare,school,389500
CA,Tulare,strip_mall,1638700
CA,Tulare,supermarket,815600
CA,Tulare,warehouse,34470200
CA,Tuolumne,apartment,1175100
CA,Tuolumne,full_service_restaurant,73100
CA,Tuolumne,hospital,138200
CA,Tuolumne,hotel,343100
CA,Tuolumne,no_match,616100
CA,Tuolumne,office,557900
CA,Tuolumne,outpatient,79400
CA,Tuolumne,quick_service_restaurant,15200
CA,Tuolumne,retail,2044800
CA,Tuolumne,strip_mall,34400
CA,Tuolumne,supermarket,50000
CA,Tuolumne,warehouse,901900
CA,Ventura,apartment,54029300
CA,Ventura,full_service_restaurant,2034400
CA,Ventura,hospital,2300700
CA,Ventura,hotel,5193200
CA,Ventura,no_match,38152900
CA,Ventura,office,22981200
CA,Ventura,outpatient,4576200
CA,Ventura,quick_service_restaurant,486400
CA,Ventura,retail,32003200
CA,Ventura,school,593600
CA,Ventura,strip_mall,4033000
CA,Ventura,supermarket,960500
CA,Ventura,warehouse,44810500
CA,Yolo,apartment,23987300
CA,Yolo,full_service_restaurant,240200
CA,Yolo,hospital,109200
CA,Yolo,hotel,1627900
CA,Yolo,no_match,8428300
CA,Yolo,office,7263000
CA,Yolo,outpatient,393600
CA,Yolo,quick_service_restaurant,124100
CA,Yolo,retail,7552100
CA,Yolo,school,157000
CA,Yolo,strip_mall,710300
CA,Yolo,supermarket,319900
CA,Yolo,warehouse,34926400
CA,Yuba,apartment,4132100
CA,Yuba,full_service_restaurant,52800
CA,Yuba,hotel,211800
CA,Yuba,no_match,1387100
CA,Yuba,office,1009400
CA,Yuba,outpatient,60400
CA,Yuba,quick_service_restaurant,28300
CA,Yuba,retail,2908900
CA,Yuba,school,27300
CA,Yuba,strip_mall,263700
CA,Yuba,supermarket,31100
CA,Yuba,warehouse,2195300
CO,Adams,apartment,40442100
CO,Adams,full_service_restaurant,868200
CO,Adams,hospital,2986600
CO,Adams,hotel,6537900
CO,Adams,no_match,21603200
CO,Adams,office,11777600
CO,Adams,outpatient,3329700
CO,Adams,quick_service_restaurant,398700
CO,Adams,retail,17847300
CO,Adams,school,1147300
CO,Adams,strip_mall,3031100
CO,Adams,supermarket,914200
CO,Adams,warehouse,77270000
CO,Alamosa,apartment,311800
CO,Alamosa,full_service_restaurant,36700
CO,Alamosa,hotel,84100
CO,Alamosa,no_match,133400
CO,Alamosa,office,162000
CO,Alamosa,outpatient,25000
CO,Alamosa,quick_service_restaurant,17400
CO,Alamosa,retail,824100
CO,Alamosa,school,22100
CO,Alamosa,strip_mall,158600
CO,Alamosa,supermarket,48900
CO,Alamosa,warehouse,282500
CO,Arapahoe,apartment,69085800
CO,Arapahoe,full_service_restaurant,1465900
CO,Arapahoe,hospital,1558600
CO,Arapahoe,hotel,6808500
CO,Arapahoe,no_match,15784800
CO,Arapahoe,office,50042200
CO,Arapahoe,outpatient,4700100
CO,Arapahoe,quick_service_restaurant,344100
CO,Arapahoe,retail,28005400
CO,Arapahoe,school,789100
CO,Arapahoe,strip_mall,4762700
CO,Arapahoe,supermarket,1549200
CO,Arapahoe,warehouse,23391500
CO,Archuleta,apartment,124300
CO,Archuleta,full_service_restaurant,30900
CO,Archuleta,hotel,213800
CO,Archuleta,no_match,76100
CO,Archuleta,office,147200
CO,Archuleta,outpatient,8000
CO,Archuleta,quick_service_restaurant,4500
CO,Archuleta,retail,289200
CO,Archuleta,strip_mall,89800
CO,Archuleta,warehouse,103900
CO,Baca,full_service_restaurant,9000
CO,Baca,hotel,15500
CO,Baca,no_match,8900
CO,Baca,office,10600
CO,Baca,retail,83400
CO,Baca,strip_mall,2800
CO,Bent,apartment,37700
CO,Bent,full_service_restaurant,2400
CO,Bent,hotel,20000
CO,Bent,no_match,1047600
CO,Bent,office,17600
CO,Bent,retail,63700
CO,Bent,warehouse,19800
CO,Boulder,apartment,33474900
CO,Boulder,full_service_restaurant,799900
CO,Boulder,hospital,1748200
CO,Boulder,hotel,3316000
CO,Boulder,no_match,13555400
CO,Boulder,office,25312200
CO,Boulder,outpatient,3068500
CO,Boulder,quick_service_restaurant,169400
CO,Boulder,retail,12347200
CO,Boulder,school,721200
CO,Boulder,strip_mall,2348100
CO,Boulder,supermarket,448700
CO,Boulder,warehouse,13623900
CO,Broomfield,apartment,10553500
CO,Broomfield,full_service_restaurant,112900
CO,Broomfield,hospital,303000
CO,Broomfield,hotel,1141900
CO,Broomfield,no_match,2198300
CO,Broomfield,office,9107300
CO,Broomfield,outpatient,358300
CO,Broomfield,quick_service_restaurant,76300
CO,Broomfield,retail,4628300
CO,Broomfield,school,184900
CO,Broomfield,strip_mall,440700
CO,Broomfield,supermarket,231700
CO,Broomfield,warehouse,3855700
CO,Chaffee,apartment,206600
CO,Chaffee,full_service_restaurant,74500
CO,Chaffee,hotel,492100
CO,Chaffee,no_match,184200
CO,Chaffee,office,264600
CO,Chaffee,outpatient,26100
CO,Chaffee,quick_service_restaurant,8000
CO,Chaffee,retail,627800
CO,Chaffee,strip_mall,116800
CO,Chaffee,supermarket,55300
CO,Chaffee,warehouse,317000
CO,Cheyenne,full_service_restaurant,4300
CO,Cheyenne,hotel,11900
CO,Cheyenne,no_match,2700
CO,Cheyenne,retail,21600
CO,Cheyenne,warehouse,3000
CO,Clear Creek,apartment,161000
CO,Clear Creek,full_service_restaurant,67000
CO,Clear Creek,hotel,171400
CO,Clear Creek,no_match,131300
CO,Clear Creek,office,129200
CO,Clear Creek,outpatient,2900
CO,Clear Creek,quick_service_restaurant,9300
CO,Clear Creek,retail,242900
CO,Clear Creek,school,91000
CO,Clear Creek,strip_mall,29000
CO,Clear Creek,supermarket,32200
CO,Clear Creek,warehouse,100400
CO,Conejos,apartment,50100
CO,Conejos,hotel,50100
CO,Conejos,no_match,31700
CO,Conejos,office,58000
CO,Conejos,retail,60700
CO,Conejos,strip_mall,10700
CO,Costilla,full_service_restaurant,2100
CO,Costilla,hotel,38000
CO,Costilla,no_match,4000
CO,Costilla,office,900
CO,Costilla,retail,18400
CO,Costilla,warehouse,40000
CO,Crowley,apartment,5300
CO,Crowley,no_match,278400
CO,Crowley,retail,30800
CO,Crowley,strip_mall,1500
CO,Custer,apartment,51500
CO,Custer,full_service_restaurant,21600
CO,Custer,hotel,78100
CO,Custer,no_match,34500
CO,Custer,office,42800
CO,Custer,quick_service_restaurant,600
CO,Custer,retail,69200
CO,Custer,strip_mall,17800
CO,Custer,warehouse,11500
CO,Delta,apartment,287200
CO,Delta,full_service_restaurant,64300
CO,Delta,hotel,121200
CO,Delta,no_match,467800
CO,Delta,office,233200
CO,Delta,outpatient,73200
CO,Delta,quick_service_restaurant,12800
CO,Delta,retail,856300
CO,Delta,school,3800
CO,Delta,strip_mall,19200
CO,Delta,supermarket,92600
CO,Delta,warehouse,694300
CO,Denver,apartment,169402900
CO,Denver,full_service_restaurant,2254900
CO,Denver,hospital,6044600
CO,Denver,hotel,23504300
CO,Denver,no_match,48716400
CO,Denver,office,82229800
CO,Denver,outpatient,5572300
CO,Denver,quick_service_restaurant,416100
CO,Denver,retail,21526300
CO,Denver,school,4052500
CO,Denver,strip_mall,5475600
CO,Denver,supermarket,1211600
CO,Denver,warehouse,73237300
CO,Dolores,apartment,9200
CO,Dolores,full_service_restaurant,12600
CO,Dolores,hotel,4100
CO,Dolores,no_match,7300
CO,Dolores,office,3600
CO,Dolores,outpatient,1800
CO,Dolores,retail,18900
CO,Douglas,apartment,24746100
CO,Douglas,full_service_restaurant,692000
CO,Douglas,hospital,1354200
CO,Douglas,hotel,2219700
CO,Douglas,no_match,5157300
CO,Douglas,office,15517900
CO,Douglas,outpatient,2658000
CO,Douglas,quick_service_restaurant,197500
CO,Douglas,retail,13392500
CO,Douglas,school,1346500
CO,Douglas,strip_mall,1633600
CO,Douglas,supermarket,837700
CO,Douglas,warehouse,7361400
CO,Eagle,apartment,3395200
CO,Eagle,full_service_restaurant,92800
CO,Eagle,hotel,3258700
CO,Eagle,no_match,893500
CO,Eagle,office,1569600
CO,Eagle,outpatient,137300
CO,Eagle,quick_service_restaurant,19200
CO,Eagle,retail,1628200
CO,Eagle,strip_mall,471100
CO,Eagle,supermarket,184400
CO,Eagle,warehouse,922200
CO,El Paso,apartment,72262000
CO,El Paso,full_service_restaurant,1479300
CO,El Paso,hospital,2657500
CO,El Paso,hotel,11160200
CO,El Paso,no_match,24815900
CO,El Paso,office,28036800
CO,El Paso,outpatient,5907300
CO,El Paso,quick_service_restaurant,567000
CO,El Paso,retail,32869500
CO,El Paso,school,2562400
CO,El Paso,strip_mall,3639800
CO,El Paso,supermarket,1687200
CO,El Paso,warehouse,27047600
CO,Elbert,apartment,17200
CO,Elbert,full_service_restaurant,25000
CO,Elbert,hotel,4000
CO,Elbert,no_match,131700
CO,Elbert,office,93100
CO,Elbert,quick_service_restaurant,4500
CO,Elbert,retail,432100
CO,Elbert,school,27600
CO,Elbert,strip_mall,52200
CO,Elbert,warehouse,185100
CO,Fremont,apartment,830500
CO,Fremont,full_service_restaurant,87200
CO,Fremont,hotel,234900
CO,Fremont,no_match,2379200
CO,Fremont,office,532800
CO,Fremont,outpatient,120500
CO,Fremont,quick_service_restaurant,18500
CO,Fremont,retail,1161100
CO,Fremont,school,122400
CO,Fremont,strip_mall,445000
CO,Fremont,supermarket,42700
CO,Fremont,warehouse,657300
CO,Garfield,apartment,1566000
CO,Garfield,full_service_restaurant,57200
CO,Garfield,hotel,576200
CO,Garfield,no_match,898400
CO,Garfield,office,1135700
CO,Garfield,outpatient,32400
CO,Garfield,quick_service_restaurant,37500
CO,Garfield,retail,1747500
CO,Garfield,strip_mall,493900
CO,Garfield,supermarket,122300
CO,Garfield,warehouse,825800
CO,Gilpin,apartment,147100
CO,Gilpin,full_service_restaurant,7600
CO,Gilpin,hotel,1612700
CO,Gilpin,no_match,1093400
CO,Gilpin,office,39700
CO,Gilpin,retail,83600
CO,Gilpin,strip_mall,15700
CO,Gilpin,warehouse,17300
CO,Grand,apartment,328400
CO,Grand,full_service_restaurant,87600
CO,Grand,hospital,9100
CO,Grand,hotel,640900
CO,Grand,no_match,255700
CO,Grand,office,280900
CO,Grand,outpatient,6100
CO,Grand,quick_service_restaurant,1600
CO,Grand,retail,565800
CO,Grand,school,20900
CO,Grand,strip_mall,49300
CO,Grand,supermarket,110900
CO,Grand,warehouse,141300
CO,Gunnison,apartment,694900
CO,Gunnison,full_service_restaurant,294600
CO,Gunnison,hospital,300
CO,Gunnison,hotel,716300
CO,Gunnison,no_match,144500
CO,Gunnison,office,115000
CO,Gunnison,outpatient,6800
CO,Gunnison,quick_service_restaurant,15900
CO,Gunnison,retail,240500
CO,Gunnison,school,151000
CO,Gunnison,strip_mall,136400
CO,Gunnison,supermarket,22400
CO,Gunnison,warehouse,94300
CO,Hinsdale,apartment,9200
CO,Hinsdale,full_service_restaurant,4200
CO,Hinsdale,hotel,52100
CO,Hinsdale,no_match,5200
CO,Hinsdale,office,5400
CO,Hinsdale,retail,22500
CO,Huerfano,apartment,56000
CO,Huerfano,full_service_restaurant,42700
CO,Huerfano,hotel,45200
CO,Huerfano,no_match,203500
CO,Huerfano,office,77100
CO,Huerfano,outpatient,8400
CO,Huerfano,quick_service_restaurant,8200
CO,Huerfano,retail,185800
CO,Huerfano,school,50000
CO,Huerfano,strip_mall,12300
CO,Huerfano,supermarket,22800
CO,Huerfano,warehouse,152300
CO,Jackson,full_service_restaurant,2100
CO,Jackson,hotel,24500
CO,Jackson,no_match,7300
CO,Jackson,office,6400
CO,Jackson,retail,44600
CO,Jefferson,apartment,51461600
CO,Jefferson,full_service_restaurant,1175600
CO,Jefferson,hospital,1398800
CO,Jefferson,hotel,4744300
CO,Jefferson,no_match,17493900
CO,Jefferson,office,34448200
CO,Jefferson,outpatient,2991600
CO,Jefferson,quick_service_restaurant,388100
CO,Jefferson,retail,26493100
CO,Jefferson,school,1116300
CO,Jefferson,strip_mall,3731600
CO,Jefferson,supermarket,737500
CO,Jefferson,warehouse,16644700
CO,Kiowa,hotel,12600
CO,Kiowa,no_match,17200
CO,Kiowa,office,3300
CO,Kiowa,retail,10500
CO,Kit Carson,apartment,173100
CO,Kit Carson,full_service_restaurant,19900
CO,Kit Carson,hotel,128000
CO,Kit Carson,no_match,255500
CO,Kit Carson,office,25500
CO,Kit Carson,quick_service_restaurant,12500
CO,Kit Carson,retail,226000
CO,Kit Carson,strip_mall,47200
CO,Kit Carson,warehouse,19500
CO,La Plata,apartment,1710100
CO,La Plata,full_service_restaurant,149100
CO,La Plata,hospital,30500
CO,La Plata,hotel,850700
CO,La Plata,no_match,706800
CO,La Plata,office,1860600
CO,La Plata,outpatient,229400
CO,La Plata,quick_service_restaurant,25400
CO,La Plata,retail,1375900
CO,La Plata,school,31400
CO,La Plata,strip_mall,186300
CO,La Plata,supermarket,99900
CO,La Plata,warehouse,361400
CO,Lake,apartment,260900
CO,Lake,full_service_restaurant,18800
CO,Lake,hotel,100200
CO,Lake,no_match,364200
CO,Lake,office,67600
CO,Lake,outpatient,10100
CO,Lake,quick_service_restaurant,1400
CO,Lake,retail,150500
CO,Lake,strip_mall,12000
CO,Lake,warehouse,65300
CO,Larimer,apartment,32756800
CO,Larimer,full_service_restaurant,964400
CO,Larimer,hospital,2501300
CO,Larimer,hotel,4304000
CO,Larimer,no_match,9458100
CO,Larimer,office,15659600
CO,Larimer,outpatient,2157800
CO,Larimer,quick_service_restaurant,201900
CO,Larimer,retail,15191500
CO,Larimer,school,864500
CO,Larimer,strip_mall,2319000
CO,Larimer,supermarket,845500
CO,Larimer,warehouse,16818700
CO,Las Animas,apartment,289600
CO,Las Animas,full_service_restaurant,29800
CO,Las Animas,hotel,268600
CO,Las Animas,no_match,245100
CO,Las Animas,office,168500
CO,Las Animas,outpatient,25900
CO,Las Animas,quick_service_restaurant,15500
CO,Las Animas,retail,731400
CO,Las Animas,school,25000
CO,Las Animas,strip_mall,26600
CO,Las Animas,warehouse,126500
CO,Lincoln,apartment,83100
CO,Lincoln,full_service_restaurant,20400
CO,Lincoln,hotel,270700
CO,Lincoln,no_match,14300
CO,Lincoln,office,14300
CO,Lincoln,quick_service_restaurant,18200
CO,Lincoln,retail,194000
CO,Lincoln,strip_mall,19500
CO,Lincoln,warehouse,32400
CO,Logan,apartment,569800
CO,Logan,full_service_restaurant,47800
CO,Logan,hotel,173700
CO,Logan,no_match,226200
CO,Logan,office,179400
CO,Logan,outpatient,56700
CO,Logan,quick_service_restaurant,21000
CO,Logan,retail,707200
CO,Logan,strip_mall,267900
CO,Logan,warehouse,344600
CO,Mesa,apartment,3800900
CO,Mesa,full_service_restaurant,305900
CO,Mesa,hotel,1526700
CO,Mesa,no_match,2255100
CO,Mesa,office,3759700
CO,Mesa,outpatient,846400
CO,Mesa,quick_service_restaurant,108600
CO,Mesa,retail,5900400
CO,Mesa,school,246900
CO,Mesa,strip_mall,681200
CO,Mesa,supermarket,424700
CO,Mesa,warehouse,5600500
CO,Mineral,apartment,6200
CO,Mineral,full_service_restaurant,6000
CO,Mineral,hotel,17600
CO,Mineral,no_match,1700
CO,Mineral,retail,21100
CO,Mineral,strip_mall,4000
CO,Moffat,apartment,398700
CO,Moffat,full_service_restaurant,31700
CO,Moffat,hotel,245100
CO,Moffat,no_match,70500
CO,Moffat,office,82300
CO,Moffat,quick_service_restaurant,5900
CO,Moffat,retail,544600
CO,Moffat,strip_mall,60300
CO,Moffat,supermarket,49500
CO,Moffat,warehouse,63400
CO,Montezuma,apartment,317400
CO,Montezuma,full_service_restaurant,29600
CO,Montezuma,hotel,314400
CO,Montezuma,no_match,774200
CO,Montezuma,office,227600
CO,Montezuma,outpatient,27200
CO,Montezuma,quick_service_restaurant,9000
CO,Montezuma,retail,685500
CO,Montezuma,school,4200
CO,Montezuma,strip_mall,259800
CO,Montezuma,supermarket,55100
CO,Montezuma,warehouse,463800
CO,Montrose,apartment,631100
CO,Montrose,full_service_restaurant,99200
CO,Montrose,hotel,593900
CO,Montrose,no_match,1236100
CO,Montrose,office,758600
CO,Montrose,outpatient,129400
CO,Montrose,quick_service_restaurant,26000
CO,Montrose,retail,1711400
CO,Montrose,strip_mall,145000
CO,Montrose,supermarket,169900
CO,Montrose,warehouse,664600
CO,Morgan,apartment,378900
CO,Morgan,full_service_restaurant,43000
CO,Morgan,hospital,150200
CO,Morgan,hotel,269400
CO,Morgan,no_match,229900
CO,Morgan,office,245200
CO,Morgan,outpatient,17500
CO,Morgan,quick_service_restaurant,21100
CO,Morgan,retail,838700
CO,Morgan,school,185000
CO,Morgan,strip_mall,124200
CO,Morgan,supermarket,26700
CO,Morgan,warehouse,431500
CO,Otero,apartment,399600
CO,Otero,full_service_restaurant,20500
CO,Otero,hotel,145300
CO,Otero,no_match,566900
CO,Otero,office,230000
CO,Otero,outpatient,10000
CO,Otero,quick_service_restaurant,11800
CO,Otero,retail,650800
CO,Otero,school,31000
CO,Otero,strip_mall,62500
CO,Otero,supermarket,32800
CO,Otero,warehouse,340800
CO,Ouray,apartment,31900
CO,Ouray,full_service_restaurant,33800
CO,Ouray,hotel,159100
CO,Ouray,no_match,80500
CO,Ouray,office,57600
CO,Ouray,retail,97700
CO,Ouray,strip_mall,16600
CO,Ouray,warehouse,7700
CO,Park,apartment,29500
CO,Park,full_service_restaurant,67600
CO,Park,hotel,103400
CO,Park,no_match,52900
CO,Park,office,72300
CO,Park,retail,177800
CO,Park,school,122300
CO,Park,strip_mall,20000
CO,Park,warehouse,92200
CO,Phillips,hotel,16500
CO,Phillips,no_match,5400
CO,Phillips,office,2400
CO,Phillips,outpatient,8500
CO,Phillips,retail,45800
CO,Phillips,strip_mall,16900
CO,Phillips,warehouse,8000
CO,Pitkin,apartment,749300
CO,Pitkin,full_service_restaurant,80900
CO,Pitkin,hotel,1236100
CO,Pitkin,no_match,330500
CO,Pitkin,office,767700
CO,Pitkin,outpatient,6600
CO,Pitkin,quick_service_restaurant,18300
CO,Pitkin,retail,628600
CO,Pitkin,school,111500
CO,Pitkin,strip_mall,254900
CO,Pitkin,supermarket,26800
CO,Pitkin,warehouse,84100
CO,Prowers,apartment,314600
CO,Prowers,full_service_restaurant,10600
CO,Prowers,hotel,174200
CO,Prowers,no_match,23000
CO,Prowers,office,70300
CO,Prowers,quick_service_restaurant,9500
CO,Prowers,retail,447800
CO,Prowers,school,9700
CO,Prowers,strip_mall,28500
CO,Prowers,supermarket,42600
CO,Prowers,warehouse,58800
CO,Pueblo,apartment,7654400
CO,Pueblo,full_service_restaurant,698800
CO,Pueblo,hospital,1006500
CO,Pueblo,hotel,1172000
CO,Pueblo,no_match,9455400
CO,Pueblo,office,4010200
CO,Pueblo,outpatient,1033700
CO,Pueblo,quick_service_restaurant,157000
CO,Pueblo,retail,7823000
CO,Pueblo,school,87300
CO,Pueblo,strip_mall,1172600
CO,Pueblo,supermarket,439200
CO,Pueblo,warehouse,7572700
CO,Rio Blanco,apartment,110800
CO,Rio Blanco,full_service_restaurant,20600
CO,Rio Blanco,hotel,100800
CO,Rio Blanco,no_match,10500
CO,Rio Blanco,office,85500
CO,Rio Blanco,quick_service_restaurant,3500
CO,Rio Blanco,retail,119600
CO,Rio Blanco,warehouse,107300
CO,Rio Grande,apartment,236700
CO,Rio Grande,full_service_restaurant,41800
CO,Rio Grande,hotel,289200
CO,Rio Grande,no_match,165400
CO,Rio Grande,office,78800
CO,Rio Grande,outpatient,20200
CO,Rio Grande,quick_service_restaurant,6700
CO,Rio Grande,retail,253100
CO,Rio Grande,school,62300
CO,Rio Grande,strip_mall,50200
CO,Rio Grande,warehouse,169500
CO,Routt,apartment,502100
CO,Routt,full_service_restaurant,73900
CO,Routt,hotel,1129600
CO,Routt,no_match,294700
CO,Routt,office,538000
CO,Routt,outpatient,58800
CO,Routt,quick_service_restaurant,3100
CO,Routt,retail,711200
CO,Routt,strip_mall,78200
CO,Routt,supermarket,48500
CO,Routt,warehouse,495400
CO,Saguache,apartment,68600
CO,Saguache,full_service_restaurant,5400
CO,Saguache,hotel,97000
CO,Saguache,no_match,18400
CO,Saguache,office,6800
CO,Saguache,retail,34400
CO,Saguache,strip_mall,2300
CO,Saguache,supermarket,4500
CO,Saguache,warehouse,9200
CO,San Juan,apartment,34100
CO,San Juan,full_service_restaurant,5700
CO,San Juan,hotel,71500
CO,San Juan,no_match,6000
CO,San Juan,retail,50900
CO,San Juan,strip_mall,2200
CO,San Miguel,apartment,64700
CO,San Miguel,full_service_restaurant,16900
CO,San Miguel,hotel,656900
CO,San Miguel,no_match,16800
CO,San Miguel,office,85000
CO,San Miguel,retail,80700
CO,San Miguel,warehouse,22800
CO,Sedgwick,apartment,66200
CO,Sedgwick,full_service_restaurant,3400
CO,Sedgwick,hotel,43000
CO,Sedgwick,no_match,12100
CO,Sedgwick,office,3600
CO,Sedgwick,quick_service_restaurant,1500
CO,Sedgwick,retail,49900
CO,Summit,apartment,1105000
CO,Summit,full_service_restaurant,191900
CO,Summit,hotel,1219600
CO,Summit,no_match,867600
CO,Summit,office,851900
CO,Summit,outpatient,86100
CO,Summit,quick_service_restaurant,9900
CO,Summit,retail,2447900
CO,Summit,strip_mall,201100
CO,Summit,warehouse,338100
CO,Teller,apartment,401100
CO,Teller,full_service_restaurant,65400
CO,Teller,hotel,449900
CO,Teller,no_match,386500
CO,Teller,office,327300
CO,Teller,outpatient,192100
CO,Teller,quick_service_restaurant,15500
CO,Teller,retail,797500
CO,Teller,school,27600
CO,Teller,strip_mall,225800
CO,Teller,supermarket,89000
CO,Teller,warehouse,290500
CO,Washington,apartment,52100
CO,Washington,full_service_restaurant,4100
CO,Washington,no_match,21300
CO,Washington,office,2100
CO,Washington,quick_service_restaurant,3300
CO,Washington,retail,23600
CO,Washington,strip_mall,7500
CO,Weld,apartment,13483900
CO,Weld,full_service_restaurant,562000
CO,Weld,hospital,1551000
CO,Weld,hotel,1454200
CO,Weld,no_match,16142300
CO,Weld,office,7211100
CO,Weld,outpatient,1036400
CO,Weld,quick_service_restaurant,189900
CO,Weld,retail,9409300
CO,Weld,school,479000
CO,Weld,strip_mall,1117900
CO,Weld,supermarket,689700
CO,Weld,warehouse,16280000
CO,Yuma,apartment,23100
CO,Yuma,full_service_restaurant,2200
CO,Yuma,hotel,19700
CO,Yuma,no_match,64700
CO,Yuma,office,22000
CO,Yuma,quick_service_restaurant,3800
CO,Yuma,retail,203100
CO,Yuma,strip_mall,107900
CO,Yuma,warehouse,64800
ID,Ada,apartment,38307800
ID,Ada,full_service_restaurant,1215400
ID,Ada,hospital,2469900
ID,Ada,hotel,4687400
ID,Ada,no_match,13760900
ID,Ada,office,28182200
ID,Ada,outpatient,4598000
ID,Ada,quick_service_restaurant,380600
ID,Ada,retail,22045700
ID,Ada,school,1562200
ID,Ada,strip_mall,2585200
ID,Ada,supermarket,1221300
ID,Ada,warehouse,26988700
ID,Adams,apartment,41400
ID,Adams,full_service_restaurant,14800
ID,Adams,hotel,52500
ID,Adams,no_match,69600
ID,Adams,office,17800
ID,Adams,outpatient,2200
ID,Adams,quick_service_restaurant,2000
ID,Adams,retail,50600
ID,Adams,strip_mall,7400
ID,Adams,warehouse,74000
ID,Bannock,apartment,2688600
ID,Bannock,full_service_restaurant,769600
ID,Bannock,hospital,216500
ID,Bannock,hotel,527800
ID,Bannock,no_match,2705100
ID,Bannock,office,2152600
ID,Bannock,outpatient,589000
ID,Bannock,quick_service_restaurant,66200
ID,Bannock,retail,3313600
ID,Bannock,strip_mall,261000
ID,Bannock,supermarket,222500
ID,Bannock,warehouse,1392300
ID,Bear Lake,apartment,48300
ID,Bear Lake,full_service_restaurant,4200
ID,Bear Lake,hotel,13300
ID,Bear Lake,no_match,88700
ID,Bear Lake,office,27300
ID,Bear Lake,retail,109000
ID,Bear Lake,strip_mall,47300
ID,Bear Lake,warehouse,52000
ID,Benewah,apartment,52100
ID,Benewah,full_service_restaurant,18800
ID,Benewah,hotel,18500
ID,Benewah,no_match,294300
ID,Benewah,office,66900
ID,Benewah,retail,93400
ID,Benewah,strip_mall,78700
ID,Benewah,warehouse,59200
ID,Bingham,apartment,582200
ID,Bingham,full_service_restaurant,47800
ID,Bingham,hotel,47000
ID,Bingham,no_match,210300
ID,Bingham,office,280900
ID,Bingham,outpatient,89400
ID,Bingham,quick_service_restaurant,21800
ID,Bingham,retail,573200
ID,Bingham,strip_mall,178000
ID,Bingham,supermarket,41000
ID,Bingham,warehouse,319600
ID,Blaine,apartment,725200
ID,Blaine,full_service_restaurant,56300
ID,Blaine,hotel,420900
ID,Blaine,no_match,186000
ID,Blaine,office,723000
ID,Blaine,outpatient,15400
ID,Blaine,quick_service_restaurant,4300
ID,Blaine,retail,416500
ID,Blaine,school,4200
ID,Blaine,strip_mall,105300
ID,Blaine,supermarket,51700
ID,Blaine,warehouse,231500
ID,Boise,apartment,25500
ID,Boise,full_service_restaurant,46300
ID,Boise,hotel,43200
ID,Boise,no_match,200500
ID,Boise,office,30800
ID,Boise,outpatient,7400
ID,Boise,quick_service_restaurant,2400
ID,Boise,retail,134100
ID,Boise,strip_mall,20000
ID,Boise,supermarket,6900
ID,Boise,warehouse,151300
ID,Bonner,apartment,781700
ID,Bonner,full_service_restaurant,203100
ID,Bonner,hospital,123100
ID,Bonner,hotel,357000
ID,Bonner,no_match,641000
ID,Bonner,office,1446900
ID,Bonner,outpatient,324800
ID,Bonner,quick_service_restaurant,27300
ID,Bonner,retail,2107000
ID,Bonner,school,36800
ID,Bonner,strip_mall,177800
ID,Bonner,supermarket,65900
ID,Bonner,warehouse,1381700
ID,Bonneville,apartment,4306700
ID,Bonneville,full_service_restaurant,277000
ID,Bonneville,hospital,527400
ID,Bonneville,hotel,1044700
ID,Bonneville,no_match,1511900
ID,Bonneville,office,3700700
ID,Bonneville,outpatient,537100
ID,Bonneville,quick_service_restaurant,296300
ID,Bonneville,retail,6276400
ID,Bonneville,school,167500
ID,Bonneville,strip_mall,438600
ID,Bonneville,supermarket,124600
ID,Bonneville,warehouse,4006100
ID,Boundary,apartment,126200
ID,Boundary,full_service_restaurant,34500
ID,Boundary,hotel,213900
ID,Boundary,no_match,162300
ID,Boundary,office,93500
ID,Boundary,outpatient,2400
ID,Boundary,retail,297900
ID,Boundary,school,11300
ID,Boundary,strip_mall,23300
ID,Boundary,supermarket,34800
ID,Boundary,warehouse,54100
ID,Butte,apartment,15400
ID,Butte,full_service_restaurant,5800
ID,Butte,hotel,10000
ID,Butte,no_match,8000
ID,Butte,office,15900
ID,Butte,outpatient,1200
ID,Butte,retail,24200
ID,Butte,warehouse,3200
ID,Camas,full_service_restaurant,5700
ID,Camas,hotel,4500
ID,Camas,no_match,3200
ID,Camas,office,2100
ID,Camas,retail,7400
ID,Camas,strip_mall,3200
ID,Camas,warehouse,15700
ID,Canyon,apartment,8239800
ID,Canyon,full_service_restaurant,449500
ID,Canyon,hospital,1011800
ID,Canyon,hotel,676500
ID,Canyon,no_match,10124600
ID,Canyon,office,3643800
ID,Canyon,outpatient,1232900
ID,Canyon,quick_service_restaurant,167200
ID,Canyon,retail,8334000
ID,Canyon,school,301800
ID,Canyon,strip_mall,861300
ID,Canyon,supermarket,284400
ID,Canyon,warehouse,12490600
ID,Caribou,apartment,46800
ID,Caribou,full_service_restaurant,2400
ID,Caribou,hotel,3800
ID,Caribou,no_match,247600
ID,Caribou,office,14600
ID,Caribou,quick_service_restaurant,1600
ID,Caribou,retail,71600
ID,Caribou,strip_mall,42800
ID,Caribou,warehouse,185900
ID,Cassia,apartment,612900
ID,Cassia,full_service_restaurant,77800
ID,Cassia,hospital,52400
ID,Cassia,hotel,115200
ID,Cassia,no_match,786000
ID,Cassia,office,281200
ID,Cassia,outpatient,141500
