system_id,geocode,Bus  Number,Bus  Name,bus_latitude,bus_longitude,county,state,tzoffset,facility,plant_latitude,plant_longitude,plant_fractional_capacity_MW,generator,plant_capacity_MW,aggregated_bus_fractional_capacity_MW,min_measured_date,max_measured_date,turbine_rating_MW,rotor_diameter_m,hub_height_m,max_rotor_tip_speed,tip_speed_ratio,max_cp,drivetrain_design,cut_in_wind_speed_m/s,cut_out_wind_speed_m/s,shear_exponent,altitude_m,num_turbines,calculated_capacity_MW,capacity_diff_MW
44,9qbcde,3915,LAKEVILE,38.249937,-122.583996,9qb8qz,CA,-8,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
45,9qben2,3501,FULTON,38.497952,-122.761324,9qbe4t,CA,-8,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
46,9qc0p1,3201,C.COSTA,37.978056,-122.031111,9q9r8z,CA,-8,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
47,9qc26h,3204,PITSBURG,38.037129,-121.897096,9q9r8z,CA,-8,SOLANO_WIND,38.1164,-121.769,228.2,WT,228.2,1025.7,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,366,1024.8,0.900000000000091
47,9qc26h,3204,PITSBURG,38.037129,-121.897096,9q9r8z,CA,-8,HIGH_WINDS_LLC,38.1381,-121.8053,162.0,WT,162.0,1025.7,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,366,1024.8,0.900000000000091
47,9qc26h,3204,PITSBURG,38.037129,-121.897096,9q9r8z,CA,-8,SHILOH_I_WIND_PROJECT,38.12,-121.85,150.0,WT,150.0,1025.7,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,366,1024.8,0.900000000000091
47,9qc26h,3204,PITSBURG,38.037129,-121.897096,9q9r8z,CA,-8,SHILOH_WIND_PROJECT_2_LLC,38.1711,-121.8461,150.0,WT,150.0,1025.7,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,366,1024.8,0.900000000000091
47,9qc26h,3204,PITSBURG,38.037129,-121.897096,9q9r8z,CA,-8,SHILOH_III_WIND_PROJECT_LLC,38.1694,-121.8469,102.5,WT,102.5,1025.7,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,366,1024.8,0.900000000000091
47,9qc26h,3204,PITSBURG,38.037129,-121.897096,9q9r8z,CA,-8,SHILOH_IV_WIND_PROJECT_LLC,38.1375,-121.8553,102.5,WT,102.5,1025.7,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,366,1024.8,0.900000000000091
47,9qc26h,3204,PITSBURG,38.037129,-121.897096,9q9r8z,CA,-8,MONTEZUMA_WIND_II,38.1167,-121.8219,78.2,WT,78.2,1025.7,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,366,1024.8,0.900000000000091
47,9qc26h,3204,PITSBURG,38.037129,-121.897096,9q9r8z,CA,-8,FPL_ENERGY_MONTEZUMA_WINDS_LLC,38.1636,-121.7966,36.8,WT,36.8,1025.7,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,366,1024.8,0.900000000000091
47,9qc26h,3204,PITSBURG,38.037129,-121.897096,9q9r8z,CA,-8,EDF_RENEWABLE_WINDFARM_V_INC,38.1167,-121.8333,15.5,WT,15.5,1025.7,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,366,1024.8,0.900000000000091
48,9qc63x,3904,VACA-DIX,38.40437,-121.918134,9qc39n,CA,-8,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
49,9qcbq0,3907,BELLOTA,38.01622,-121.015147,9q9zb3,CA,-8,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
50,9qcem3,3908,BRIGHTON,38.547942,-121.407942,9qcdwz,CA,-8,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
51,9qcf5u,8004,RNCHSECO,38.344823,-121.123005,9qcdwz,CA,-8,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
52,9qcggm,3913,GOLDHILL,38.657961,-121.137023,9qcdwz,CA,-8,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
53,9qcjcp,3910,CORTINA,39.018333,-122.290278,9qcnfk,CA,-8,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
54,9qct8r,3405,WILSON,38.978333,-121.625833,9qcqnd,CA,-8,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
55,9qcts0,3920,RIO OSO,38.93608,-121.463992,9qcqnd,CA,-8,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
56,9qcxqg,3909,COLGATE,39.2617,-121.337,9qcxqs,CA,-8,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
57,9qd2ds,3404,PANOCHE,36.675814,-120.46628,9qd5sg,CA,-8,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
58,9qd9xh,3401,GREGG,36.850535,-119.92442,9qdcjh,CA,-8,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
59,9qdbm8,3403,MC CALL,36.609214,-119.639632,9qdcjh,CA,-8,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
60,9qe6tq,3402,HELMS PP,37.039937,-118.946978,9q7w15,CA,-8,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
61,9qh0rw,2501,SERRANO,33.828436,-117.79013,9mupxf,CA,-8,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
62,9qh18k,2408,MESA CAL,34.037233,-118.11012,9q5fsc,CA,-8,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
63,9qh3ky,2402,MIRALOMA,34.008174,-117.564527,9mupxf,CA,-8,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
64,9qh8k2,2403,VALLEY,33.796667,-117.224444,9mupxf,CA,-8,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
65,9qhe90,2401,LUGO,34.369347,-117.368876,9mupxf,CA,-8,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
66,9qhh0n,2404,VINCENT,34.488498,-118.12147,9q5fsc,CA,-8,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
67,9qhkxd,2600,ADELANTO,34.552197,-117.437004,9mupxf,CA,-8,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
68,9qhsdk,2603,VICTORVL,34.565195,-117.32157,9mupxf,CA,-8,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
69,9qj152,2400,DEVERS,33.927377,-116.57522,9mvxbk,CA,-8,MOUNTAIN_VIEW_I2,33.9211,-116.5642,66.6,WT,66.6,543.3,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,194,543.1999999999999,0.10000000000002274
69,9qj152,2400,DEVERS,33.927377,-116.57522,9mvxbk,CA,-8,WHITEWATER_HILL_WIND_PARTNERS,33.925,-116.6178,61.5,WT,61.5,543.3,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,194,543.1999999999999,0.10000000000002274
69,9qj152,2400,DEVERS,33.927377,-116.57522,9mvxbk,CA,-8,SAN_GORGONIO_WINDPLANT_WPP1993,33.9228,-116.5422,49.5,WT,49.5,543.3,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,194,543.1999999999999,0.10000000000002274
69,9qj152,2400,DEVERS,33.927377,-116.57522,9mvxbk,CA,-8,MOUNTAIN_VIEW_IV,33.8816,-116.5527,49.0,WT,49.0,543.3,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,194,543.1999999999999,0.10000000000002274
69,9qj152,2400,DEVERS,33.927377,-116.57522,9mvxbk,CA,-8,DILLON_WIND_LLC,33.9393,-116.5527,45.0,WT,45.0,543.3,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,194,543.1999999999999,0.10000000000002274
69,9qj152,2400,DEVERS,33.927377,-116.57522,9mvxbk,CA,-8,SAN_GORGONIO_WESTWINDS_II_LLC,33.934,-116.5781,43.4,WT,43.4,543.3,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,194,543.1999999999999,0.10000000000002274
69,9qj152,2400,DEVERS,33.927377,-116.57522,9mvxbk,CA,-8,CABAZON_WIND_PARTNERS,33.9172,-116.735,41.0,WT,41.0,543.3,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,194,543.1999999999999,0.10000000000002274
69,9qj152,2400,DEVERS,33.927377,-116.57522,9mvxbk,CA,-8,CABAZON_WIND_FARM,33.915,-116.7103,39.7,WT,39.7,543.3,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,194,543.1999999999999,0.10000000000002274
69,9qj152,2400,DEVERS,33.927377,-116.57522,9mvxbk,CA,-8,SAN_GORGONIO_FARMS_WIND_FARM,33.9261,-116.615,31.0,WT,31.0,543.3,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,194,543.1999999999999,0.10000000000002274
69,9qj152,2400,DEVERS,33.927377,-116.57522,9mvxbk,CA,-8,MESA_WIND_POWER_CORP,33.9461,-116.6769,29.9,WT,29.9,543.3,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,194,543.1999999999999,0.10000000000002274
69,9qj152,2400,DEVERS,33.927377,-116.57522,9mvxbk,CA,-8,MOUNTAIN_VIEW_III,33.9141,-116.5914,22.4,WT,22.4,543.3,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,194,543.1999999999999,0.10000000000002274
69,9qj152,2400,DEVERS,33.927377,-116.57522,9mvxbk,CA,-8,EDOM_HILLS_PROJECT_1_LLC,33.8817,-116.4603,20.0,WT,20.0,543.3,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,194,543.1999999999999,0.10000000000002274
69,9qj152,2400,DEVERS,33.927377,-116.57522,9mvxbk,CA,-8,GREEN_POWER_I,33.9014,-116.7167,16.5,WT,16.5,543.3,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,194,543.1999999999999,0.10000000000002274
69,9qj152,2400,DEVERS,33.927377,-116.57522,9mvxbk,CA,-8,WINDPARK_UNLIMITED_2,33.931,-116.6302,16.1,WT,16.1,543.3,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,194,543.1999999999999,0.10000000000002274
69,9qj152,2400,DEVERS,33.927377,-116.57522,9mvxbk,CA,-8,KAREN_AVENUE_WINDFARM,33.922,-116.5556,11.7,WT,11.7,543.3,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,194,543.1999999999999,0.10000000000002274
70,9qndpr,1403,PARKER,34.144722,-114.289722,9myzug,AZ,-7,KINGMAN_1,35.1458,-114.0675,5.25,PV|WT,10.5,5.25,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,2,5.6,-0.34999999999999964
71,9qq5wv,2901,ELDORADO,35.799967,-115.012448,9qqnnb,NV,-7,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
72,9qqk6u,1301,MEAD,35.929472,-114.835922,9qqnnb,NV,-7,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
73,9qw0kp,1302,H ALLEN,36.649771,-115.134207,9qqnnb,NV,-7,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
74,9r0vxp,8001,OLINDA,40.382027,-122.384572,9r1h68,CA,-8,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
75,9r106e,3916,LOGAN CR,39.435504,-122.23327,9r0cq9,CA,-8,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
76,9r10zd,3912,GLENN,39.521944,-122.013889,9qcnfk,CA,-8,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
77,9r13pb,3905,TABLE MT,39.55548,-121.645379,9r198u,CA,-8,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
78,9r1867,3919,PALERMO,39.435556,-121.538056,9r198u,CA,-8,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
79,9r1jcf,3911,COTWDPGE,40.397712,-122.265115,9r1h68,CA,-8,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
80,9r321k,3906,ROUND MT,40.808138,-121.936762,9r1pyu,CA,-8,HATCHET_RIDGE_WIND_PROJECT,40.8981,-121.8036,101.2,WT,101.2,101.2,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,36,100.8,0.4000000000000057
81,9r3wzq,4001,MALIN,42.004704,-121.318052,9r6hsg,CA,-8,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
82,9r4bc7,3701,SUMMIT,39.527222,-119.821944,9r5025,NV,-7,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
83,9r50xy,6401,TRACYSPP,39.499336,-119.188176,9r5025,NV,-7,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
84,9r88yx,4204,MERIDIAN,42.358895,-122.760172,9r8c22,OR,-8,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
85,9r9uxw,4002,SUMMER L,43.016085,-120.953695,9rd7km,OR,-8,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
86,9rb6wg,4203,WILLAMET,44.051652,-123.091142,9rb9gk,OR,-8,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
87,9rcvn1,4004,GRIZZLY,44.481129,-121.01542,9rcvfx,OR,-8,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
88,9rg8bx,4003,BURNS,43.767338,-118.797842,9rekur,OR,-8,ELKHORN_VALLEY_WIND_FARM,45.0719,-117.808,100.7,WT,100.7,140.7,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,50,140.0,0.6999999999999886
88,9rg8bx,4003,BURNS,43.767338,-118.797842,9rekur,OR,-8,PROSPECTOR_WINDFARM_BURNT_RIVER,44.4181,-117.255,10.0,WT,10.0,140.7,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,50,140.0,0.6999999999999886
88,9rg8bx,4003,BURNS,43.767338,-118.797842,9rekur,OR,-8,DURBIN_CREEK_WINDFARM_BURNT_CREEK,44.3531,-117.3231,10.0,WT,10.0,140.7,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,50,140.0,0.6999999999999886
88,9rg8bx,4003,BURNS,43.767338,-118.797842,9rekur,OR,-8,BENSON_CREEK_WINDFARM_BURNT_RIVER,44.3669,-117.3439,10.0,WT,10.0,140.7,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,50,140.0,0.6999999999999886
88,9rg8bx,4003,BURNS,43.767338,-118.797842,9rekur,OR,-8,JEFF_CREEK_WINDFARM_BURN_RIVER,44.425,-117.2739,10.0,WT,10.0,140.7,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,50,140.0,0.6999999999999886
89,9rkf69,6403,VALMY,41.182805,-116.954457,9r7gxf,NV,-7,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
90,9rn2tf,6404,GONDER,39.476861,-114.70735,9rn21r,NV,-7,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
91,9rpbwn,2604,INTERMT,39.500381,-112.580826,9rpccm,UT,-7,MILFORD_WIND_CORRIDOR_I_LLC,38.5807,-112.9239,203.5,WT,203.5,305.5,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,109,305.2,0.30000000000001137
91,9rpbwn,2604,INTERMT,39.500381,-112.580826,9rpccm,UT,-7,MILFORD_WIND_CORRIDOR_STAGE_II_LLC,38.5488,-112.9422,102.0,WT,102.0,305.5,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,109,305.2,0.30000000000001137
92,9rwgcr,6101,MIDPOINT,42.888986,-114.199277,9rwud3,ID,-7,HIGH_MESA_ENERGY_LLC,42.8839,-115.0394,40.0,WT,40.0,483.9,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,173,484.4,-0.5
92,9rwgcr,6101,MIDPOINT,42.888986,-114.199277,9rwud3,ID,-7,MAINLINE_WINDFARM,43.0481,-115.412,23.0,WT,23.0,483.9,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,173,484.4,-0.5
92,9rwgcr,6101,MIDPOINT,42.888986,-114.199277,9rwud3,ID,-7,TWO_PONDS_WINDFARM,43.0309,-115.4857,23.0,WT,23.0,483.9,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,173,484.4,-0.5
92,9rwgcr,6101,MIDPOINT,42.888986,-114.199277,9rwud3,ID,-7,COLD_SPRINGS_WINDFARM,43.0246,-115.4072,23.0,WT,23.0,483.9,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,173,484.4,-0.5
92,9rwgcr,6101,MIDPOINT,42.888986,-114.199277,9rwud3,ID,-7,HAMMETT_HILL_WINDFARM,43.0155,-115.4549,23.0,WT,23.0,483.9,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,173,484.4,-0.5
92,9rwgcr,6101,MIDPOINT,42.888986,-114.199277,9rwud3,ID,-7,RYEGRASS_WINDFARM,43.0338,-115.4414,23.0,WT,23.0,483.9,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,173,484.4,-0.5
92,9rwgcr,6101,MIDPOINT,42.888986,-114.199277,9rwud3,ID,-7,DESERT_MEADOW_WINDFARM,43.0559,-115.4567,23.0,WT,23.0,483.9,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,173,484.4,-0.5
92,9rwgcr,6101,MIDPOINT,42.888986,-114.199277,9rwud3,ID,-7,CAMP_REED,42.8159,-115.0571,22.5,WT,22.5,483.9,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,173,484.4,-0.5
92,9rwgcr,6101,MIDPOINT,42.888986,-114.199277,9rwud3,ID,-7,SAWTOOTH_WIND_PROJECT,42.9888,-115.3977,22.4,WT,22.4,483.9,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,173,484.4,-0.5
92,9rwgcr,6101,MIDPOINT,42.888986,-114.199277,9rwud3,ID,-7,BURLEY_BUTTE_WINDPARK,42.49,-113.9265,21.3,WT,21.3,483.9,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,173,484.4,-0.5
92,9rwgcr,6101,MIDPOINT,42.888986,-114.199277,9rwud3,ID,-7,PAYNES_FERRY,42.8237,-115.0108,21.0,WT,21.0,483.9,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,173,484.4,-0.5
92,9rwgcr,6101,MIDPOINT,42.888986,-114.199277,9rwud3,ID,-7,HOT_SPRINGS_WINDFARM_LLC,43.0272,-115.4656,21.0,WT,21.0,483.9,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,173,484.4,-0.5
92,9rwgcr,6101,MIDPOINT,42.888986,-114.199277,9rwud3,ID,-7,SALMON_FALLS_WIND_PARK,42.6863,-115.0047,21.0,WT,21.0,483.9,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,173,484.4,-0.5
92,9rwgcr,6101,MIDPOINT,42.888986,-114.199277,9rwud3,ID,-7,YAHOO_CREEK,42.7624,-115.0063,21.0,WT,21.0,483.9,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,173,484.4,-0.5
92,9rwgcr,6101,MIDPOINT,42.888986,-114.199277,9rwud3,ID,-7,BENNETT_CREEK_WINDFARM_LLC,43.0536,-115.4803,21.0,WT,21.0,483.9,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,173,484.4,-0.5
92,9rwgcr,6101,MIDPOINT,42.888986,-114.199277,9rwud3,ID,-7,MILNER_DAM_WIND_PARK_LLC,42.4604,-114.0171,19.5,WT,19.5,483.9,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,173,484.4,-0.5
92,9rwgcr,6101,MIDPOINT,42.888986,-114.199277,9rwud3,ID,-7,CASSIA_GULCH_WIND_PARK_LLC,42.8767,-115.017,18.9,WT,18.9,483.9,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,173,484.4,-0.5
92,9rwgcr,6101,MIDPOINT,42.888986,-114.199277,9rwud3,ID,-7,TUANA_SPRINGS,42.8819,-114.9671,16.8,WT,16.8,483.9,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,173,484.4,-0.5
92,9rwgcr,6101,MIDPOINT,42.888986,-114.199277,9rwud3,ID,-7,OREGON_TRAIL_WIND_PARK,42.8385,-114.9897,13.5,WT,13.5,483.9,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,173,484.4,-0.5
92,9rwgcr,6101,MIDPOINT,42.888986,-114.199277,9rwud3,ID,-7,THOUSAND_SPRINGS_WIND_PARK,42.8899,-115.016,12.0,WT,12.0,483.9,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,173,484.4,-0.5
92,9rwgcr,6101,MIDPOINT,42.888986,-114.199277,9rwud3,ID,-7,GOLDEN_VALLEY_WIND_PARK_LLC,42.4387,-113.9067,12.0,WT,12.0,483.9,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,173,484.4,-0.5
92,9rwgcr,6101,MIDPOINT,42.888986,-114.199277,9rwud3,ID,-7,FOSSIL_GULCH,42.8585,-114.9491,10.5,WT,10.5,483.9,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,173,484.4,-0.5
92,9rwgcr,6101,MIDPOINT,42.888986,-114.199277,9rwud3,ID,-7,PILGRIM_STAGE_WIND_PARK,42.787,-115.001,10.5,WT,10.5,483.9,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,173,484.4,-0.5
92,9rwgcr,6101,MIDPOINT,42.888986,-114.199277,9rwud3,ID,-7,CASSIA_WIND_FARM_LLC,42.8444,-115.0369,10.5,WT,10.5,483.9,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,173,484.4,-0.5
92,9rwgcr,6101,MIDPOINT,42.888986,-114.199277,9rwud3,ID,-7,TUANA_GULCH_WIND_PARK,42.8385,-114.9685,10.5,WT,10.5,483.9,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,173,484.4,-0.5
93,9rx7st,6103,BORAH,42.835449,-113.348619,9rx5y1,ID,-7,GOSHEN_PHASE_II,43.4671,-111.8365,124.5,WT,124.5,490.5,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,175,489.99999999999994,0.5000000000000568
93,9rx7st,6103,BORAH,42.835449,-113.348619,9rx5y1,ID,-7,MEADOW_CREEK_PROJECT_COMPANY,43.5743,-111.8204,119.7,WT,119.7,490.5,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,175,489.99999999999994,0.5000000000000568
93,9rx7st,6103,BORAH,42.835449,-113.348619,9rx5y1,ID,-7,ROCKLAND_WIND_FARM,42.7007,-112.896,79.2,WT,79.2,490.5,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,175,489.99999999999994,0.5000000000000568
93,9rx7st,6103,BORAH,42.835449,-113.348619,9rx5y1,ID,-7,WOLVERINE_CREEK,43.4199,-111.8587,64.5,WT,64.5,490.5,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,175,489.99999999999994,0.5000000000000568
93,9rx7st,6103,BORAH,42.835449,-113.348619,9rx5y1,ID,-7,HORSE_BUTTE_WIND_I_LLC,43.4011,-111.7327,57.6,WT,57.6,490.5,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,175,489.99999999999994,0.5000000000000568
93,9rx7st,6103,BORAH,42.835449,-113.348619,9rx5y1,ID,-7,POWER_COUNTY_WIND_PARK_NORTH,42.7388,-112.7498,22.5,WT,22.5,490.5,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,175,489.99999999999994,0.5000000000000568
