,state,county,name,year,model,capacity[MW],hub_height[m],rotor_diameter[m],longitude_gen,latitude_gen,latitude_county,longitude_county
3536,OR,Umatilla,Combine Hills I,2003.0,MWT62/1.0,1.0,55.0,61.4,-118.585754,45.929951,45.801243,-118.967455
3537,OR,Umatilla,Combine Hills I,2003.0,MWT62/1.0,1.0,55.0,61.4,-118.621078,45.949409,45.801243,-118.967455
3538,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.576782,45.937893,45.801243,-118.967455
3539,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.558685,45.949394,45.801243,-118.967455
3540,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.644386,45.949795,45.801243,-118.967455
3541,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.551384,45.941296,45.801243,-118.967455
3542,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.653687,45.958195,45.801243,-118.967455
3543,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.594086,45.944996,45.801243,-118.967455
3544,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.592484,45.944595,45.801243,-118.967455
3545,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.653084,45.956196,45.801243,-118.967455
3546,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.575485,45.937096,45.801243,-118.967455
3547,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.582184,45.947594,45.801243,-118.967455
3548,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.553284,45.943195,45.801243,-118.967455
3549,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.525383,45.920395,45.801243,-118.967455
3550,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.647682,45.946594,45.801243,-118.967455
3551,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.557686,45.948193,45.801243,-118.967455
3552,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.572586,45.935894,45.801243,-118.967455
3553,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.654488,45.959694,45.801243,-118.967455
3554,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.574089,45.936493,45.801243,-118.967455
3555,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.59549,45.949493,45.801243,-118.967455
3556,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.597282,45.952293,45.801243,-118.967455
3557,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.554184,45.944195,45.801243,-118.967455
3558,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.592987,45.947796,45.801243,-118.967455
3559,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.660286,45.963894,45.801243,-118.967455
3560,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.651787,45.954895,45.801243,-118.967455
3561,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.597687,45.954395,45.801243,-118.967455
3562,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.559608,45.950508,45.801243,-118.967455
3563,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.649384,45.952595,45.801243,-118.967455
3564,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.655083,45.961693,45.801243,-118.967455
3565,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.646988,45.950394,45.801243,-118.967455
3566,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.637283,45.969093,45.801243,-118.967455
3567,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.541283,45.931892,45.801243,-118.967455
3568,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.560883,45.953194,45.801243,-118.967455
3569,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.52755,45.922977,45.801243,-118.967455
3570,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.552483,45.942196,45.801243,-118.967455
3571,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.656288,45.962593,45.801243,-118.967455
3572,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.635384,45.966595,45.801243,-118.967455
3573,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.583084,45.949493,45.801243,-118.967455
3574,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.648087,45.951393,45.801243,-118.967455
3575,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.548889,45.936493,45.801243,-118.967455
3576,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.593987,45.948994,45.801243,-118.967455
3577,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.636482,45.967995,45.801243,-118.967455
3578,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.638283,45.970493,45.801243,-118.967455
3579,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.547783,45.935696,45.801243,-118.967455
3580,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.65049,45.953793,45.801243,-118.967455
3581,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.580788,45.946495,45.801243,-118.967455
3582,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.528488,45.924294,45.801243,-118.967455
3583,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.526489,45.921795,45.801243,-118.967455
3584,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.544083,45.933292,45.801243,-118.967455
3585,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.550285,45.940094,45.801243,-118.967455
3586,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.546585,45.934895,45.801243,-118.967455
3587,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.66169,45.964294,45.801243,-118.967455
3588,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.597183,45.950195,45.801243,-118.967455
3589,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.560219,45.951897,45.801243,-118.967455
3590,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.542587,45.932594,45.801243,-118.967455
3591,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.524185,45.919094,45.801243,-118.967455
3592,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.658989,45.963593,45.801243,-118.967455
3593,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.555389,45.945095,45.801243,-118.967455
3594,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.563286,45.955193,45.801243,-118.967455
3595,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.556183,45.945995,45.801243,-118.967455
3596,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.549683,45.938194,45.801243,-118.967455
3597,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.570984,45.935593,45.801243,-118.967455
3598,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.657486,45.963093,45.801243,-118.967455
3599,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.56189,45.954395,45.801243,-118.967455
3600,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.545387,45.934093,45.801243,-118.967455
3601,OR,Gilliam,"Condon Wind Project, phase I",2001.0,MWT600,0.6,60.0,47.0,-120.273384,45.249992,45.449592,-120.197022
3602,OR,Gilliam,"Condon Wind Project, phase I",2001.0,MWT600,0.6,60.0,47.0,-120.244476,45.231968,45.449592,-120.197022
3603,OR,Gilliam,"Condon Wind Project, phase I",2001.0,MWT600,0.6,60.0,47.0,-120.272888,45.269794,45.449592,-120.197022
3604,OR,Gilliam,"Condon Wind Project, phase I",2001.0,MWT600,0.6,60.0,47.0,-120.281982,45.248695,45.449592,-120.197022
3605,OR,Gilliam,"Condon Wind Project, phase I",2001.0,MWT600,0.6,60.0,47.0,-120.282486,45.282696,45.449592,-120.197022
3606,OR,Gilliam,"Condon Wind Project, phase I",2001.0,MWT600,0.6,60.0,47.0,-120.255531,45.227207,45.449592,-120.197022
3607,OR,Gilliam,"Condon Wind Project, phase I",2001.0,MWT600,0.6,60.0,47.0,-120.292488,45.243893,45.449592,-120.197022
3608,OR,Gilliam,"Condon Wind Project, phase I",2001.0,MWT600,0.6,60.0,47.0,-120.256218,45.233505,45.449592,-120.197022
3609,OR,Gilliam,"Condon Wind Project, phase I",2001.0,MWT600,0.6,60.0,47.0,-120.242958,45.229683,45.449592,-120.197022
3610,OR,Gilliam,"Condon Wind Project, phase I",2001.0,MWT600,0.6,60.0,47.0,-120.244438,45.234512,45.449592,-120.197022
3611,OR,Gilliam,"Condon Wind Project, phase I",2001.0,MWT600,0.6,60.0,47.0,-120.281487,45.247494,45.449592,-120.197022
3612,OR,Gilliam,"Condon Wind Project, phase I",2001.0,MWT600,0.6,60.0,47.0,-120.278885,45.272694,45.449592,-120.197022
3613,OR,Gilliam,"Condon Wind Project, phase I",2001.0,MWT600,0.6,60.0,47.0,-120.273384,45.251194,45.449592,-120.197022
3614,OR,Gilliam,"Condon Wind Project, phase I",2001.0,MWT600,0.6,60.0,47.0,-120.272888,45.268593,45.449592,-120.197022
3615,OR,Gilliam,"Condon Wind Project, phase I",2001.0,MWT600,0.6,60.0,47.0,-120.254684,45.226089,45.449592,-120.197022
3616,OR,Gilliam,"Condon Wind Project, phase I",2001.0,MWT600,0.6,60.0,47.0,-120.272987,45.272392,45.449592,-120.197022
3617,OR,Gilliam,"Condon Wind Project, phase I",2001.0,MWT600,0.6,60.0,47.0,-120.282486,45.249992,45.449592,-120.197022
3618,OR,Gilliam,"Condon Wind Project, phase I",2001.0,MWT600,0.6,60.0,47.0,-120.279388,45.274094,45.449592,-120.197022
3619,OR,Gilliam,"Condon Wind Project, phase I",2001.0,MWT600,0.6,60.0,47.0,-120.256187,45.230923,45.449592,-120.197022
3620,OR,Gilliam,"Condon Wind Project, phase I",2001.0,MWT600,0.6,60.0,47.0,-120.272888,45.265995,45.449592,-120.197022
3621,OR,Gilliam,"Condon Wind Project, phase I",2001.0,MWT600,0.6,60.0,47.0,-120.282883,45.283894,45.449592,-120.197022
3622,OR,Gilliam,"Condon Wind Project, phase I",2001.0,MWT600,0.6,60.0,47.0,-120.279785,45.275295,45.449592,-120.197022
3623,OR,Gilliam,"Condon Wind Project, phase I",2001.0,MWT600,0.6,60.0,47.0,-120.293182,45.245094,45.449592,-120.197022
3624,OR,Gilliam,"Condon Wind Project, phase I",2001.0,MWT600,0.6,60.0,47.0,-120.280685,45.277695,45.449592,-120.197022
3625,OR,Gilliam,"Condon Wind Project, phase I",2001.0,MWT600,0.6,60.0,47.0,-120.28109,45.278996,45.449592,-120.197022
3626,OR,Gilliam,"Condon Wind Project, phase I",2001.0,MWT600,0.6,60.0,47.0,-120.254082,45.224899,45.449592,-120.197022
3627,OR,Gilliam,"Condon Wind Project, phase I",2001.0,MWT600,0.6,60.0,47.0,-120.281982,45.281395,45.449592,-120.197022
3628,OR,Gilliam,"Condon Wind Project, phase I",2001.0,MWT600,0.6,60.0,47.0,-120.273384,45.252495,45.449592,-120.197022
3629,OR,Gilliam,"Condon Wind Project, phase I",2001.0,MWT600,0.6,60.0,47.0,-120.280884,45.245792,45.449592,-120.197022
3630,OR,Gilliam,"Condon Wind Project, phase I",2001.0,MWT600,0.6,60.0,47.0,-120.256187,45.22966,45.449592,-120.197022
3631,OR,Gilliam,"Condon Wind Project, phase I",2001.0,MWT600,0.6,60.0,47.0,-120.272888,45.267296,45.449592,-120.197022
3632,OR,Gilliam,"Condon Wind Project, phase I",2001.0,MWT600,0.6,60.0,47.0,-120.272987,45.271095,45.449592,-120.197022
3633,OR,Gilliam,"Condon Wind Project, phase I",2001.0,MWT600,0.6,60.0,47.0,-120.243866,45.23077,45.449592,-120.197022
3634,OR,Gilliam,"Condon Wind Project, phase I",2001.0,MWT600,0.6,60.0,47.0,-120.293983,45.246193,45.449592,-120.197022
3635,OR,Gilliam,"Condon Wind Project, phase I",2001.0,MWT600,0.6,60.0,47.0,-120.280289,45.276493,45.449592,-120.197022
3636,OR,Gilliam,"Condon Wind Project, phase I",2001.0,MWT600,0.6,60.0,47.0,-120.256226,45.234756,45.449592,-120.197022
3637,OR,Gilliam,"Condon Wind Project, phase I",2001.0,MWT600,0.6,60.0,47.0,-120.281586,45.280193,45.449592,-120.197022
3638,OR,Gilliam,"Condon Wind Project, phase I",2001.0,MWT600,0.6,60.0,47.0,-120.244453,45.233276,45.449592,-120.197022
3639,OR,Gilliam,"Condon Wind Project, phase I",2001.0,MWT600,0.6,60.0,47.0,-120.256157,45.228382,45.449592,-120.197022
3640,OR,Gilliam,"Condon Wind Project, phase I",2001.0,MWT600,0.6,60.0,47.0,-120.273384,45.248695,45.449592,-120.197022
3641,OR,Gilliam,"Condon Wind Project, phase I",2001.0,MWT600,0.6,60.0,47.0,-120.294785,45.247395,45.449592,-120.197022
3642,OR,Gilliam,"Condon Wind Project, phase II",2002.0,MWT600,0.6,60.0,47.0,-120.272484,45.285095,45.449592,-120.197022
3643,OR,Gilliam,"Condon Wind Project, phase II",2002.0,MWT600,0.6,60.0,47.0,-120.255486,45.308395,45.449592,-120.197022
3644,OR,Gilliam,"Condon Wind Project, phase II",2002.0,MWT600,0.6,60.0,47.0,-120.289055,45.296936,45.449592,-120.197022
3645,OR,Gilliam,"Condon Wind Project, phase II",2002.0,MWT600,0.6,60.0,47.0,-120.270767,45.277611,45.449592,-120.197022
3646,OR,Gilliam,"Condon Wind Project, phase II",2002.0,MWT600,0.6,60.0,47.0,-120.264587,45.304195,45.449592,-120.197022
3647,OR,Gilliam,"Condon Wind Project, phase II",2002.0,MWT600,0.6,60.0,47.0,-120.289032,45.29821,45.449592,-120.197022
3648,OR,Gilliam,"Condon Wind Project, phase II",2002.0,MWT600,0.6,60.0,47.0,-120.273987,45.297195,45.449592,-120.197022
3649,OR,Gilliam,"Condon Wind Project, phase II",2002.0,MWT600,0.6,60.0,47.0,-120.264282,45.302895,45.449592,-120.197022
3650,OR,Gilliam,"Condon Wind Project, phase II",2002.0,MWT600,0.6,60.0,47.0,-120.255882,45.304592,45.449592,-120.197022
3651,OR,Gilliam,"Condon Wind Project, phase II",2002.0,MWT600,0.6,60.0,47.0,-120.274689,45.299694,45.449592,-120.197022
3652,OR,Gilliam,"Condon Wind Project, phase II",2002.0,MWT600,0.6,60.0,47.0,-120.28653,45.286106,45.449592,-120.197022
3653,OR,Gilliam,"Condon Wind Project, phase II",2002.0,MWT600,0.6,60.0,47.0,-120.264885,45.305492,45.449592,-120.197022
3654,OR,Gilliam,"Condon Wind Project, phase II",2002.0,MWT600,0.6,60.0,47.0,-120.289063,45.293125,45.449592,-120.197022
3655,OR,Gilliam,"Condon Wind Project, phase II",2002.0,MWT600,0.6,60.0,47.0,-120.28904,45.294399,45.449592,-120.197022
3656,OR,Gilliam,"Condon Wind Project, phase II",2002.0,MWT600,0.6,60.0,47.0,-120.256485,45.298294,45.449592,-120.197022
3657,OR,Gilliam,"Condon Wind Project, phase II",2002.0,MWT600,0.6,60.0,47.0,-120.27021,45.275112,45.449592,-120.197022
3658,OR,Gilliam,"Condon Wind Project, phase II",2002.0,MWT600,0.6,60.0,47.0,-120.267387,45.287994,45.449592,-120.197022
3659,OR,Gilliam,"Condon Wind Project, phase II",2002.0,MWT600,0.6,60.0,47.0,-120.265182,45.306694,45.449592,-120.197022
3660,OR,Gilliam,"Condon Wind Project, phase II",2002.0,MWT600,0.6,60.0,47.0,-120.272186,45.283894,45.449592,-120.197022
3661,OR,Gilliam,"Condon Wind Project, phase II",2002.0,MWT600,0.6,60.0,47.0,-120.271088,45.278893,45.449592,-120.197022
3662,OR,Gilliam,"Condon Wind Project, phase II",2002.0,MWT600,0.6,60.0,47.0,-120.265488,45.307995,45.449592,-120.197022
3663,OR,Gilliam,"Condon Wind Project, phase II",2002.0,MWT600,0.6,60.0,47.0,-120.288818,45.29187,45.449592,-120.197022
3664,OR,Gilliam,"Condon Wind Project, phase II",2002.0,MWT600,0.6,60.0,47.0,-120.287979,45.289776,45.449592,-120.197022
3665,OR,Gilliam,"Condon Wind Project, phase II",2002.0,MWT600,0.6,60.0,47.0,-120.271683,45.281395,45.449592,-120.197022
3666,OR,Gilliam,"Condon Wind Project, phase II",2002.0,MWT600,0.6,60.0,47.0,-120.272888,45.293392,45.449592,-120.197022
3667,OR,Gilliam,"Condon Wind Project, phase II",2002.0,MWT600,0.6,60.0,47.0,-120.274384,45.298393,45.449592,-120.197022
3668,OR,Gilliam,"Condon Wind Project, phase II",2002.0,MWT600,0.6,60.0,47.0,-120.267784,45.289295,45.449592,-120.197022
3669,OR,Gilliam,"Condon Wind Project, phase II",2002.0,MWT600,0.6,60.0,47.0,-120.268188,45.290493,45.449592,-120.197022
3670,OR,Gilliam,"Condon Wind Project, phase II",2002.0,MWT600,0.6,60.0,47.0,-120.256088,45.302094,45.449592,-120.197022
3671,OR,Gilliam,"Condon Wind Project, phase II",2002.0,MWT600,0.6,60.0,47.0,-120.255585,45.307095,45.449592,-120.197022
3672,OR,Gilliam,"Condon Wind Project, phase II",2002.0,MWT600,0.6,60.0,47.0,-120.255684,45.305893,45.449592,-120.197022
3673,OR,Gilliam,"Condon Wind Project, phase II",2002.0,MWT600,0.6,60.0,47.0,-120.273285,45.294693,45.449592,-120.197022
3674,OR,Gilliam,"Condon Wind Project, phase II",2002.0,MWT600,0.6,60.0,47.0,-120.287483,45.288532,45.449592,-120.197022
3675,OR,Gilliam,"Condon Wind Project, phase II",2002.0,MWT600,0.6,60.0,47.0,-120.273582,45.295895,45.449592,-120.197022
3676,OR,Gilliam,"Condon Wind Project, phase II",2002.0,MWT600,0.6,60.0,47.0,-120.256386,45.299496,45.449592,-120.197022
3677,OR,Gilliam,"Condon Wind Project, phase II",2002.0,MWT600,0.6,60.0,47.0,-120.255989,45.303295,45.449592,-120.197022
3678,OR,Gilliam,"Condon Wind Project, phase II",2002.0,MWT600,0.6,60.0,47.0,-120.2705,45.276356,45.449592,-120.197022
3679,OR,Gilliam,"Condon Wind Project, phase II",2002.0,MWT600,0.6,60.0,47.0,-120.271385,45.280094,45.449592,-120.197022
3680,OR,Gilliam,"Condon Wind Project, phase II",2002.0,MWT600,0.6,60.0,47.0,-120.271889,45.282593,45.449592,-120.197022
3681,OR,Gilliam,"Condon Wind Project, phase II",2002.0,MWT600,0.6,60.0,47.0,-120.28701,45.287334,45.449592,-120.197022
3682,OR,Gilliam,"Condon Wind Project, phase II",2002.0,MWT600,0.6,60.0,47.0,-120.289024,45.29567,45.449592,-120.197022
3683,OR,Gilliam,"Condon Wind Project, phase II",2002.0,MWT600,0.6,60.0,47.0,-120.256187,45.300793,45.449592,-120.197022
3684,CA,Kern,Coram (Tehachapi 3),2004.0,GE 1.5-70.5,1.5,65.0,70.5,-118.322021,35.057533,35.369809,-118.941786
3685,CA,Kern,Coram Energy LLC,2005.0,GE 1.7-77,1.5,65.0,77.0,-118.344086,35.061497,35.369809,-118.941786
3686,CA,Kern,Coram Energy LLC,2005.0,EW 1.5S,1.5,,,-118.324791,35.065594,35.369809,-118.941786
3687,CA,Kern,Coram Energy LLC,2005.0,GE 1.7-77,1.5,65.0,77.0,-118.348091,35.061596,35.369809,-118.941786
3688,CA,Kern,Coram Energy LLC,2005.0,GE 1.7-77,1.5,65.0,77.0,-118.340416,35.064247,35.369809,-118.941786
3689,CA,Kern,Coram Energy LLC,2005.0,GE 1.7-77,1.5,65.0,77.0,-118.342789,35.063293,35.369809,-118.941786
3690,CA,Kern,Coram Energy LLC,2005.0,GE 1.7-77,1.5,65.0,77.0,-118.351791,35.060993,35.369809,-118.941786
3691,CA,Kern,Coram Energy LLC,2005.0,GE 1.7-77,1.5,65.0,77.0,-118.349915,35.061588,35.369809,-118.941786
3692,CA,Kern,Coram Energy LLC,2005.0,,,,,-118.326485,35.061096,35.369809,-118.941786
3693,CA,Monterey,Correctional Training Facility,2018.0,GE1.7-100,1.7,80.0,100.0,-121.381569,36.466167,36.614681,-121.646692
3694,WY,Laramie,Corriedale Wind Energy Project,2020.0,GE2.82-127,2.82,89.0,127.0,-105.037292,41.107056,41.153937,-104.771336
3695,WY,Laramie,Corriedale Wind Energy Project,2020.0,GE2.82-127,2.82,89.0,127.0,-104.985046,41.119568,41.153937,-104.771336
3696,WY,Laramie,Corriedale Wind Energy Project,2020.0,GE2.82-127,2.82,89.0,127.0,-104.956314,41.097359,41.153937,-104.771336
3697,WY,Laramie,Corriedale Wind Energy Project,2020.0,GE2.82-127,2.82,89.0,127.0,-104.961159,41.103035,41.153937,-104.771336
3698,WY,Laramie,Corriedale Wind Energy Project,2020.0,GE2.82-127,2.82,89.0,127.0,-105.031662,41.11235,41.153937,-104.771336
3699,WY,Laramie,Corriedale Wind Energy Project,2020.0,GE2.82-127,2.82,89.0,127.0,-104.975693,41.099236,41.153937,-104.771336
3700,WY,Laramie,Corriedale Wind Energy Project,2020.0,GE2.82-127,2.82,89.0,127.0,-105.01017,41.12352,41.153937,-104.771336
3701,WY,Laramie,Corriedale Wind Energy Project,2020.0,GE2.82-127,2.82,89.0,127.0,-105.016045,41.105778,41.153937,-104.771336
3702,WY,Laramie,Corriedale Wind Energy Project,2020.0,GE2.82-127,2.82,89.0,127.0,-105.012619,41.110493,41.153937,-104.771336
3703,WY,Laramie,Corriedale Wind Energy Project,2020.0,GE2.82-127,2.82,89.0,127.0,-105.006645,41.128662,41.153937,-104.771336
3704,WY,Laramie,Corriedale Wind Energy Project,2020.0,GE2.82-127,2.82,89.0,127.0,-104.977776,41.103588,41.153937,-104.771336
3705,WY,Laramie,Corriedale Wind Energy Project,2020.0,GE2.82-127,2.82,89.0,127.0,-104.951401,41.094601,41.153937,-104.771336
3706,WY,Laramie,Corriedale Wind Energy Project,2020.0,GE2.82-127,2.82,89.0,127.0,-104.984009,41.1133,41.153937,-104.771336
3707,WY,Laramie,Corriedale Wind Energy Project,2020.0,GE2.82-127,2.82,89.0,127.0,-105.01339,41.119167,41.153937,-104.771336
3708,WY,Laramie,Corriedale Wind Energy Project,2020.0,GE2.82-127,2.82,89.0,127.0,-105.006096,41.113152,41.153937,-104.771336
3709,WY,Laramie,Corriedale Wind Energy Project,2020.0,GE2.82-127,2.82,89.0,127.0,-104.958595,41.106915,41.153937,-104.771336
3710,WY,Laramie,Corriedale Wind Energy Project,2020.0,GE2.82-127,2.82,89.0,127.0,-105.002258,41.11644,41.153937,-104.771336
3711,WY,Laramie,Corriedale Wind Energy Project,2020.0,GE2.82-127,2.82,89.0,127.0,-104.993881,41.123455,41.153937,-104.771336
3712,WY,Laramie,Corriedale Wind Energy Project,2020.0,GE2.82-127,2.82,89.0,127.0,-104.989845,41.127125,41.153937,-104.771336
3713,WY,Laramie,Corriedale Wind Energy Project,2020.0,GE2.82-127,2.82,89.0,127.0,-104.998047,41.119415,41.153937,-104.771336
3714,WY,Laramie,Corriedale Wind Energy Project,2020.0,GE2.82-127,2.82,89.0,127.0,-104.992378,41.11097,41.153937,-104.771336
3715,CO,Kit Carson,Crossing Trails,2021.0,V150-4.3,4.3,105.0,150.0,-102.844139,39.041317,39.310418,-102.462031
3716,CO,Cheyenne,Crossing Trails,2021.0,V136-3.6,3.6,105.0,136.0,-102.811867,39.035564,38.817655,-102.470052
3717,CO,Kit Carson,Crossing Trails,2021.0,V150-4.3,4.3,105.0,150.0,-102.853363,39.092396,39.310418,-102.462031
3718,CO,Cheyenne,Crossing Trails,2021.0,V136-3.6,3.6,105.0,136.0,-102.79554,39.035515,38.817655,-102.470052
3719,CO,Cheyenne,Crossing Trails,2021.0,V136-3.6,3.6,105.0,136.0,-102.806618,39.035664,38.817655,-102.470052
3720,CO,Kit Carson,Crossing Trails,2021.0,V150-4.3,4.3,105.0,150.0,-102.849678,39.041279,39.310418,-102.462031
3721,CO,Kit Carson,Crossing Trails,2021.0,V150-4.3,4.3,105.0,150.0,-102.83049,39.07766,39.310418,-102.462031
3722,CO,Kit Carson,Crossing Trails,2021.0,V150-4.3,4.3,105.0,150.0,-102.86512,39.041256,39.310418,-102.462031
3723,CO,Cheyenne,Crossing Trails,2021.0,V136-3.6,3.6,105.0,136.0,-102.801369,39.035866,38.817655,-102.470052
3724,CO,Kit Carson,Crossing Trails,2021.0,V150-4.3,4.3,105.0,150.0,-102.821159,39.044792,39.310418,-102.462031
3725,CO,Kit Carson,Crossing Trails,2021.0,V150-4.3,4.3,105.0,150.0,-102.83857,39.075974,39.310418,-102.462031
3726,CO,Kit Carson,Crossing Trails,2021.0,V150-4.3,4.3,105.0,150.0,-102.819107,39.095413,39.310418,-102.462031
3727,CO,Kit Carson,Crossing Trails,2021.0,V150-4.3,4.3,105.0,150.0,-102.863792,39.089474,39.310418,-102.462031
3728,CO,Kit Carson,Crossing Trails,2021.0,V150-4.3,4.3,105.0,150.0,-102.860008,39.041271,39.310418,-102.462031
3729,CO,Kit Carson,Crossing Trails,2021.0,V150-4.3,4.3,105.0,150.0,-102.820007,39.077721,39.310418,-102.462031
3730,CO,Kit Carson,Crossing Trails,2021.0,V150-4.3,4.3,105.0,150.0,-102.810387,39.09584,39.310418,-102.462031
3731,CO,Kit Carson,Crossing Trails,2021.0,V150-4.3,4.3,105.0,150.0,-102.805077,39.095863,39.310418,-102.462031
3732,CO,Kit Carson,Crossing Trails,2021.0,V150-4.3,4.3,105.0,150.0,-102.858681,39.090935,39.310418,-102.462031
3733,CO,Kit Carson,Crossing Trails,2021.0,V150-4.3,4.3,105.0,150.0,-102.825233,39.077724,39.310418,-102.462031
3734,CO,Kit Carson,Crossing Trails,2021.0,V150-4.3,4.3,105.0,150.0,-102.854729,39.041267,39.310418,-102.462031
3735,CO,Cheyenne,Crossing Trails,2021.0,V136-3.6,3.6,105.0,136.0,-102.791695,39.033966,38.817655,-102.470052
3736,CO,Kit Carson,Crossing Trails,2021.0,V150-4.3,4.3,105.0,150.0,-102.824112,39.094246,39.310418,-102.462031
