bus,county,latitude,longitude,area[m^2],name,year,gentype,axis,azimuth[deg],tilt[deg],battery,capacity[MW],p_tech_sec
9xkgmv,Weld CO,40.258463,-104.824908,35236,"NSE Camber Solar PS6, LLC CSG",2022,PV,SINGLE_AXIS,180,,,2.0,c-si
9xkgmv,Weld CO,40.248779,-104.840389,56385,"NSE Camber Solar PS5, LLC (CSG)",2022,PV,SINGLE_AXIS,180,,,2.0,c-si
9xkgmv,Weld CO,40.419889,-104.894368,139934,Valley View Solar,2015,PV,SINGLE_AXIS,180,0.0,,4.0,thin-film
9xkgmv,Weld CO,40.22918,-105.029706,193358,SR Mavericks,2016,PV,SINGLE_AXIS,180,0.0,batteries,6.5,thin-film
9xkgmv,Larimer CO,40.843358,-105.015716,542747,Rawhide Prairie Solar Hybrid,2021,PV,SINGLE_AXIS,180,,batteries,22.0,c-si
9xkgmv,Boulder CO,39.982061,-105.061174,41595,"Lafayette Horizon Solar (CSG), LLC",2019,PV,SINGLE_AXIS,180,0.0,,1.6,thin-film
9xkgmv,Boulder CO,40.091008,-105.19086,128698,IBM Solar,2019,PV,SINGLE_AXIS,180,52.0,,8.1,c-si
9xkgmv,Grand CO,39.959937,-105.846908,21977,Tom Sifers Solar,2019,PV,SINGLE_AXIS,180,0.0,,1.0,c-si
9xkgmv,Jackson CO,40.812769,-106.289275,21593,Whiskey Hill Solar,2019,PV,SINGLE_AXIS,180,0.0,,1.0,c-si
9xkgmv,Larimer CO,40.865239,-105.013023,611223,"Bison Solar, LLC",2016,PV,SINGLE_AXIS,180,0.0,,32.4,c-si
9xkgmv,Larimer CO,40.591195,-105.146341,37465,"RV CSU Power, LLC",2009,PV,FIXED_TILT,180,0.0,,1.9,c-si
9xkgmv,Larimer CO,40.592789,-105.147513,65846,"RV CSU Power II, LLC",2010,PV,SINGLE_AXIS,180,25.0,,3.0,c-si
9xkgmv,Larimer CO,40.500535,-105.132059,27570,Coyote Ridge Community Solar,2017,PV,SINGLE_AXIS,180,0.0,,1.5,c-si
9xkgmv,Logan CO,40.631871,-103.195556,46615,Sterling PV 3,2014,PV,SINGLE_AXIS,180,0.0,,1.6,c-si
9xkgmv,Logan CO,40.613489,-103.150392,41687,Logan 1 Community Solar Array,2017,PV,SINGLE_AXIS,180,0.0,,1.7,c-si
9xkgmv,Boulder CO,40.048036,-105.180797,24632,City of Boulder WWTP,2010,PV,FIXED_TILT,180,30.0,,0.9,c-si
9xkgmv,Logan CO,40.666159,-103.131711,31919,Riverview Solar,2019,PV,SINGLE_AXIS,135,0.0,,1.5,c-si
9xkgmv,Logan CO,40.615154,-103.233934,10814,"NSE Camber Solar PS11, LLC (CSG)",2021,PV,SINGLE_AXIS,180,,,2.0,c-si
9xkgmv,Logan CO,40.61415,-103.233884,10320,"Mtn Solar 6, LLC (CSG)",2022,PV,SINGLE_AXIS,180,,,2.0,c-si
9xkgmv,Logan CO,40.612042,-103.233626,49210,"Pivot Solar 12, LLC (CSG)",2020,PV,SINGLE_AXIS,180,,,1.0,c-si
9xkgmv,Logan CO,40.614964,-103.155755,140743,"NSE Camber Solar PS13, LLC (CSG)",2022,PV,SINGLE_AXIS,180,,,2.0,c-si
9xkgmv,Weld CO,40.083582,-104.74621,392592,SR Jenkins Ft Lupton,2016,PV,SINGLE_AXIS,180,0.0,,13.0,thin-film
9xkgmv,Boulder CO,40.122748,-105.129801,18000,Jack's Solar Garden,2020,PV,SINGLE_AXIS,180,0.0,,1.0,c-si
c245ue,Gilliam OR,45.539739,-120.180952,4340146,Montague Solar,2019,PV,SINGLE_AXIS,180,,,162.0,
c245ue,Sherman OR,45.587263,-120.595798,336995,WyEast Solar,2018,PV,SINGLE_AXIS,180,0.0,,10.0,c-si
c26crp,Morrow OR,45.563623,-119.611107,1344443,Wheatridge Hybrid,2019,PV,SINGLE_AXIS,180,,batteries,50.0,c-si
c26crp,Kittitas WA,46.956129,-120.504644,90430,Camas Solar Project,2019,PV,SINGLE_AXIS,180,,,5.0,c-si
c26crp,Adams WA,46.98453,-118.615434,712104,Adams Nielson Solar,2018,PV,SINGLE_AXIS,180,,,19.2,c-si
c26crp,Benton WA,46.357566,-119.320144,60641,"Horn Rapids Solar, Storage and Training",2020,PV,FIXED_TILT,180,30.0,batteries,3.2,c-si
c26crp,Kittitas WA,46.961193,-120.481156,109455,Penstemon Solar Project,2022,PV,SINGLE_AXIS,180,,,5.0,c-si
c26crp,Umatilla OR,45.68081,-118.850601,125922,"NorWest Energy 9, LLC",2018,PV,FIXED_TILT,181,20.0,,6.0,c-si
c2r8x7,Beaverhead MT,45.232677,-112.753313,1719421,Apex Solar,2015,PV,SINGLE_AXIS,180,,,80.0,
c2r8x7,Lewis and Clark MT,46.696436,-112.065806,83896,"Green Meadow Solar, LLC",2017,PV,SINGLE_AXIS,180,0.0,,3.0,c-si
c2r8x7,Lewis and Clark MT,46.807779,-112.251318,95400,"Great Divide Solar, LLC",2017,PV,SINGLE_AXIS,180,0.0,,3.0,c-si
c82vu4,Cascade MT,47.547642,-111.249975,89193,"Black Eagle Solar, LLC",2017,PV,SINGLE_AXIS,180,0.0,,3.0,c-si
c82vu4,Golden Valley MT,46.291802,-108.935194,65395,"Magpie Solar, LLC",2017,PV,SINGLE_AXIS,180,0.0,,3.0,c-si
c82vu4,Sweet Grass MT,45.704084,-109.565342,59329,"River Bend Solar, LLC",2017,PV,SINGLE_AXIS,180,0.0,,2.0,c-si
c8h5zm,Big Horn MT,45.728739,-107.635556,107401,"South Mills Solar, LLC",2017,PV,SINGLE_AXIS,180,0.0,,3.0,c-si
c8h5zm,Yellowstone MT,45.875823,-108.655325,1645649,MTSUN,2020,PV,SINGLE_AXIS,180,,,80.0,
