Year,Month,State,Data Status,Residential Capacity (MW),Commercial Capacity (MW),Industrial Capacity (MW),Total Capacity (MW),Residential Generation (MWh),Commercial Generation (MWh),Industrial Generation (MWh),Total Generation (MWh)
2018,5,UT,Final,166.891,43.359,4.303,214.553,"30,740.285","8,188.620",811.921,"39,740.826"
2018,6,UT,Final,167.993,43.600,4.303,215.896,"30,935.114","8,266.634",809.527,"40,011.275"
2018,7,UT,Final,171.950,43.590,4.509,220.049,"31,944.536","8,303.696",856.583,"41,104.816"
2018,8,UT,Final,174.499,43.741,4.638,222.878,"30,956.532","7,773.665",841.898,"39,572.096"
2018,9,UT,Final,177.181,44.310,4.709,226.200,"29,149.490","7,331.016",790.574,"37,271.080"
2018,10,UT,Final,179.304,44.470,4.709,228.483,"27,051.553","6,696.911",726.433,"34,474.898"
2018,11,UT,Final,183.086,45.377,4.831,233.294,"21,778.055","5,361.478",588.047,"27,727.580"
2018,12,UT,Final,186.010,46.178,4.873,237.061,"18,404.275","4,476.261",495.293,"23,375.829"
2019,1,UT,Final,188.453,46.532,4.873,239.858,"19,822.227","4,813.348",526.009,"25,161.584"
2019,2,UT,Final,190.357,46.840,4.873,242.070,"20,524.019","4,995.292",539.237,"26,058.549"
2019,3,UT,Final,192.161,47.209,4.873,244.243,"30,055.784","7,351.994",779.677,"38,187.455"
2019,4,UT,Final,194.224,47.440,4.873,246.537,"32,438.354","8,147.466",834.369,"41,420.189"
2019,5,UT,Final,196.394,48.252,4.873,249.519,"36,197.483","8,953.161",919.473,"46,070.117"
2019,6,UT,Final,198.986,48.610,4.873,252.469,"36,603.339","9,043.927",916.761,"46,564.027"
2019,7,UT,Final,201.583,49.281,5.091,255.955,"37,470.056","9,247.579",967.147,"47,684.782"
2019,8,UT,Final,204.304,49.728,5.091,259.123,"36,340.214","8,922.884",924.127,"46,187.225"
2019,9,UT,Final,206.687,49.741,5.180,261.608,"33,949.945","8,217.593",869.649,"43,037.187"
2019,10,UT,Final,210.547,49.873,5.180,265.600,"31,856.864","7,595.317",799.092,"40,251.273"
2019,11,UT,Final,213.482,50.092,5.182,268.756,"25,451.848","5,904.246",630.772,"31,986.866"
2019,12,UT,Final,216.750,50.899,5.182,272.831,"21,506.493","4,965.335",526.700,"26,998.528"
2020,1,UT,Final,221.500,51.702,5.182,278.384,"23,348.763","5,414.615",559.363,"29,322.742"
2020,2,UT,Final,225.149,51.973,5.182,282.304,"25,351.148","5,879.433",593.910,"31,824.491"
2020,3,UT,Final,228.288,52.577,5.257,286.122,"35,757.544","8,311.368",841.116,"44,910.029"
2020,4,UT,Final,231.359,54.377,5.257,290.993,"38,833.391","9,280.326",900.119,"49,013.835"
2020,5,UT,Final,234.232,54.455,5.257,293.944,"43,253.325","10,251.366",991.929,"54,496.620"
2020,6,UT,Final,237.763,55.053,5.257,298.073,"43,709.407","10,366.029",989.004,"55,064.440"
2020,7,UT,Final,242.123,55.171,5.257,302.551,"45,051.440","10,471.320",998.682,"56,521.443"
2020,8,UT,Final,246.338,55.474,5.517,307.329,"43,818.494","9,968.684","1,001.456","54,788.633"
2020,9,UT,Final,248.216,55.385,5.478,309.079,"40,853.399","9,244.660",919.679,"51,017.738"
2020,10,UT,Final,254.833,56.970,5.478,317.281,"38,620.356","8,730.758",845.063,"48,196.178"
2020,11,UT,Final,259.932,57.890,5.478,323.300,"31,032.478","6,975.575",666.802,"38,674.856"
2020,12,UT,Final,259.545,56.840,6.056,322.441,"25,959.151","5,744.279",615.534,"32,318.964"
2021,1,UT,Final,269.245,58.835,6.203,334.283,"28,544.157","6,239.511",669.574,"35,453.241"
2021,2,UT,Final,276.364,59.856,6.203,342.423,"29,976.602","6,479.078",686.413,"37,142.092"
2021,3,UT,Final,280.958,60.844,6.203,348.005,"44,155.709","9,673.530",992.476,"54,821.715"
2021,4,UT,Final,285.469,61.191,6.203,352.863,"47,897.894","10,444.897","1,062.095","59,404.887"
2021,5,UT,Final,288.106,61.754,6.203,356.063,"53,276.098","11,656.420","1,170.427","66,102.945"
2021,6,UT,Final,292.610,62.709,6.230,361.549,"53,864.900","11,691.116","1,172.055","66,728.070"
2021,7,UT,Final,296.104,62.856,6.230,365.190,"55,021.770","11,868.717","1,183.525","68,074.012"
2021,8,UT,Final,300.467,63.107,6.230,369.804,"53,403.847","11,450.195","1,130.881","65,984.923"
2021,9,UT,Final,304.475,63.272,6.272,374.019,"50,138.623","10,612.593","1,052.980","61,804.196"
2021,10,UT,Final,307.635,63.712,6.272,377.619,"46,521.771","9,707.159",967.550,"57,196.480"
2021,11,UT,Final,313.872,64.011,6.272,384.155,"37,359.960","7,688.792",763.451,"45,812.203"
2021,12,UT,Final,317.884,64.427,6.272,388.583,"31,623.255","6,369.090",637.488,"38,629.834"
2022,1,UT,Final,321.406,64.578,6.272,392.256,"34,283.024","6,878.390",677.022,"41,838.436"
2022,2,UT,Final,327.470,64.872,6.298,398.640,"35,784.319","7,143.080",696.925,"43,624.325"
2022,3,UT,Final,333.697,65.063,6.298,405.058,"52,593.183","10,322.560","1,007.676","63,923.419"
2022,4,UT,Final,338.799,65.287,6.298,410.384,"57,055.621","11,113.008","1,078.362","69,246.991"
2022,5,UT,Final,343.844,66.192,6.298,416.334,"63,639.906","12,481.256","1,188.352","77,309.514"
2022,6,UT,Final,348.382,66.242,6.298,420.922,"64,200.056","12,486.995","1,184.848","77,871.900"
2022,7,UT,Final,354.966,66.878,6.516,428.360,"66,178.758","12,766.689","1,237.857","80,183.304"
2022,8,UT,Final,361.962,66.987,6.516,435.465,"64,500.807","12,164.832","1,182.796","77,848.435"
2022,9,UT,Final,366.378,71.007,6.516,443.901,"60,519.861","11,918.852","1,093.944","73,532.658"
2022,10,UT,Final,372.629,71.061,6.516,450.206,"56,741.759","10,936.482","1,005.190","68,683.430"
2022,11,UT,Final,378.508,71.133,6.810,456.451,"45,620.501","8,546.166",828.938,"54,995.605"
2022,12,UT,Final,385.204,73.442,6.810,465.456,"38,592.779","7,335.107",692.171,"46,620.057"
2018,1,CO,Final,208.589,122.565,1.289,332.443,"20,853.783","14,471.152",151.393,"35,476.328"
2018,2,CO,Final,212.558,124.004,1.289,337.851,"21,771.973","14,623.766",151.501,"36,547.240"
2018,3,CO,Final,214.629,122.433,1.316,338.378,"32,408.435","19,819.014",203.599,"52,431.048"
2018,4,CO,Final,215.579,122.592,1.304,339.475,"34,031.118","20,949.911",215.635,"55,196.663"
2018,5,CO,Final,217.282,122.624,1.357,341.263,"36,205.440","22,482.972",243.911,"58,932.323"
2018,6,CO,Final,218.623,122.619,1.364,342.606,"37,570.569","22,434.299",246.416,"60,251.284"
2018,7,CO,Final,221.358,122.692,1.384,345.434,"37,789.869","21,898.095",247.247,"59,935.211"
2018,8,CO,Final,223.014,122.725,1.387,347.126,"35,566.398","20,647.199",233.080,"56,446.677"
2018,9,CO,Final,224.405,122.757,1.398,348.560,"33,534.586","19,083.910",221.969,"52,840.465"
2018,10,CO,Final,226.263,122.802,1.379,350.444,"28,602.863","17,109.956",203.259,"45,916.077"
2018,11,CO,Final,227.946,122.837,1.381,352.164,"24,192.721","14,937.222",169.618,"39,299.562"
2018,12,CO,Final,233.053,122.965,1.477,357.495,"23,067.348","13,655.038",164.469,"36,886.855"
2019,1,CO,Final,233.536,123.411,1.299,358.246,"23,620.462","14,273.099",154.382,"38,047.943"
2019,2,CO,Final,234.978,123.492,1.303,359.773,"24,542.177","14,480.673",154.575,"39,177.426"
2019,3,CO,Final,240.740,123.888,1.369,365.997,"34,863.593","19,030.536",212.663,"54,106.792"
2019,4,CO,Final,242.478,124.010,1.369,367.857,"37,748.611","20,299.766",226.810,"58,275.187"
2019,5,CO,Final,244.320,124.103,1.369,369.792,"40,914.502","21,946.021",246.423,"63,106.946"
2019,6,CO,Final,246.022,124.414,1.369,371.805,"42,911.645","22,245.106",247.233,"65,403.984"
2019,7,CO,Final,248.180,124.461,1.370,374.011,"43,849.247","22,054.167",244.252,"66,147.666"
2019,8,CO,Final,250.265,124.501,1.373,376.139,"41,598.882","20,816.320",230.500,"62,645.702"
2019,9,CO,Final,252.606,124.575,1.374,378.555,"38,819.090","19,604.334",218.407,"58,641.831"
2019,10,CO,Final,255.201,124.754,1.374,381.329,"32,000.253","17,888.908",203.474,"50,092.635"
2019,11,CO,Final,256.982,124.797,1.374,383.153,"25,639.946","14,642.267",170.927,"40,453.141"
2019,12,CO,Final,260.286,125.014,1.377,386.677,"24,066.524","13,115.636",154.263,"37,336.424"
2020,1,CO,Final,265.660,123.950,1.286,390.896,"27,735.755","13,673.021",152.991,"41,561.767"
2020,2,CO,Final,267.780,123.975,1.311,393.066,"27,233.228","14,215.020",161.617,"41,609.865"
2020,3,CO,Final,270.188,124.049,1.314,395.551,"38,258.581","18,801.708",204.874,"57,265.163"
2020,4,CO,Final,276.278,124.606,1.806,402.690,"41,629.986","19,971.285",303.699,"61,904.969"
2020,5,CO,Final,280.597,124.969,1.807,407.373,"48,342.187","22,215.467",329.309,"70,886.962"
2020,6,CO,Final,285.384,125.229,1.807,412.420,"48,282.298","22,179.643",328.540,"70,790.480"
2020,7,CO,Final,289.979,126.231,1.808,418.018,"48,316.154","21,778.350",321.707,"70,416.211"
2020,8,CO,Final,293.507,129.214,1.835,424.556,"45,897.214","21,366.351",308.565,"67,572.130"
2020,9,CO,Final,301.255,130.649,1.840,433.744,"42,916.595","20,287.917",294.395,"63,498.908"
2020,10,CO,Final,308.270,132.918,1.826,443.014,"39,869.084","18,969.656",275.342,"59,114.082"
2020,11,CO,Final,315.279,133.174,1.858,450.311,"34,646.401","16,225.807",239.429,"51,111.637"
2020,12,CO,Final,320.454,133.730,1.868,456.052,"30,229.195","14,506.553",217.663,"44,953.411"
2021,1,CO,Final,331.276,136.931,10.064,478.271,"35,315.024","15,977.757","1,241.786","52,534.567"
2021,2,CO,Final,339.005,139.567,10.065,488.637,"36,334.677","16,261.242","1,234.379","53,830.298"
2021,3,CO,Final,343.116,139.498,10.065,492.679,"48,373.079","21,303.457","1,603.888","71,280.424"
2021,4,CO,Final,355.004,141.028,10.363,506.395,"54,213.317","23,160.554","1,751.983","79,125.855"
2021,5,CO,Final,359.776,141.098,10.371,511.245,"58,853.065","25,029.429","1,901.909","85,784.402"
2021,6,CO,Final,485.694,168.352,10.371,664.417,"84,161.840","30,234.288","1,898.909","116,295.036"
2021,7,CO,Final,493.081,168.706,10.371,672.158,"84,602.907","29,935.383","1,875.676","116,413.966"
2021,8,CO,Final,501.210,169.393,10.371,680.974,"85,079.542","28,611.934","1,774.624","115,466.099"
2021,9,CO,Final,504.753,175.167,10.376,690.296,"78,820.028","27,625.065","1,675.428","108,120.521"
2021,10,CO,Final,516.341,175.331,10.443,702.115,"68,708.627","25,660.297","1,579.640","95,948.564"
2021,11,CO,Final,521.930,178.460,11.019,711.409,"60,276.931","22,074.097","1,407.228","83,758.256"
2021,12,CO,Final,527.483,183.452,11.101,722.036,"55,669.004","20,646.198","1,289.578","77,604.780"
2022,1,CO,Final,532.078,183.633,11.343,727.054,"58,524.933","21,936.868","1,400.585","81,862.386"
2022,2,CO,Final,541.486,184.534,11.551,737.571,"60,605.392","22,339.504","1,418.041","84,362.937"
2022,3,CO,Final,550.773,184.952,11.544,747.269,"81,628.323","28,845.958","1,835.314","112,309.595"
2022,4,CO,Final,559.018,185.102,11.836,755.956,"92,367.484","31,628.326","1,989.237","125,985.048"
2022,5,CO,Final,568.096,185.617,11.912,765.625,"98,575.375","34,113.327","2,170.666","134,859.368"
2022,6,CO,Final,577.751,185.948,11.912,775.611,"99,607.437","33,983.232","2,169.439","135,760.107"
2022,7,CO,Final,590.545,185.831,12.513,788.889,"100,867.745","33,341.305","2,251.386","136,460.436"
2022,8,CO,Final,601.680,187.279,13.256,802.215,"98,278.209","31,827.410","2,251.246","132,356.864"
2022,9,CO,Final,611.528,188.057,12.992,812.577,"88,379.526","29,850.460","2,082.894","120,312.880"
2022,10,CO,Final,618.070,191.723,13.335,823.128,"87,029.927","28,300.566","1,999.804","117,330.298"
2022,11,CO,Final,628.104,196.849,13.102,838.055,"72,639.233","24,234.365","1,668.520","98,542.118"
2022,12,CO,Final,647.316,201.839,13.596,862.751,"67,567.299","22,331.374","1,576.718","91,475.391"
2018,1,OR,Final,68.597,58.109,10.085,136.791,"3,436.373","3,012.359",576.758,"7,025.489"
2018,2,OR,Final,69.849,58.231,10.095,138.175,"5,225.653","4,571.169",845.941,"10,642.763"
2018,3,OR,Final,71.342,58.705,10.099,140.146,"7,733.860","6,458.462","1,167.012","15,359.334"
2018,4,OR,Final,72.863,59.342,10.102,142.307,"9,826.893","8,046.431","1,459.751","19,333.075"
2018,5,OR,Final,73.622,59.744,10.186,143.552,"11,646.792","9,572.760","1,649.809","22,869.361"
2018,6,OR,Final,74.491,60.868,10.190,145.549,"12,143.615","9,979.026","1,707.539","23,830.180"
2018,7,OR,Final,75.018,61.841,10.253,147.112,"13,870.063","11,350.262","1,923.012","27,143.337"
2018,8,OR,Final,76.046,62.408,10.255,148.709,"12,789.154","10,539.501","1,821.809","25,150.464"
2018,9,OR,Final,76.899,63.432,10.277,150.608,"11,299.694","9,295.068","1,591.032","22,185.794"
2018,10,OR,Final,77.666,63.766,10.279,151.711,"7,956.063","6,717.811","1,138.822","15,812.695"
2018,11,OR,Final,78.553,64.232,10.283,153.068,"4,289.477","3,497.986",592.909,"8,380.371"
2018,12,OR,Final,79.415,64.688,10.495,154.598,"3,514.834","2,923.133",506.961,"6,944.927"
2019,1,OR,Final,81.643,59.068,10.699,151.410,"4,211.773","3,172.358",615.157,"7,999.288"
2019,2,OR,Final,82.186,59.389,10.702,152.277,"6,010.661","4,683.515",898.915,"11,593.091"
2019,3,OR,Final,83.027,59.521,10.706,153.254,"9,699.432","6,870.758","1,240.392","17,810.582"
2019,4,OR,Final,84.085,59.799,10.707,154.591,"11,547.276","8,914.962","1,549.098","22,011.336"
2019,5,OR,Final,85.060,60.556,10.712,156.328,"13,774.845","9,797.510","1,738.077","25,310.433"
2019,6,OR,Final,85.970,61.074,10.714,157.758,"14,610.099","10,267.461","1,798.651","26,676.211"
2019,7,OR,Final,87.361,61.698,10.715,159.774,"16,037.244","11,407.227","2,011.441","29,455.912"
2019,8,OR,Final,88.393,62.184,10.800,161.377,"15,410.867","10,348.635","1,920.993","27,680.494"
2019,9,OR,Final,89.579,62.723,10.804,163.106,"12,985.766","8,940.653","1,675.241","23,601.660"
2019,10,OR,Final,91.193,64.298,10.806,166.297,"9,407.998","7,075.880","1,202.117","17,685.995"
2019,11,OR,Final,92.809,65.555,10.808,169.172,"5,117.742","3,528.738",626.581,"9,273.062"
2019,12,OR,Final,94.403,66.195,10.813,171.411,"4,080.637","2,895.653",524.403,"7,500.694"
2020,1,OR,Final,95.890,67.219,10.815,173.924,"4,809.153","3,458.721",622.757,"8,890.630"
2020,2,OR,Final,97.152,67.692,10.817,175.661,"7,813.688","5,615.935",941.700,"14,371.323"
2020,3,OR,Final,98.368,68.521,10.830,177.719,"10,909.792","7,658.738","1,255.844","19,824.375"
2020,4,OR,Final,99.815,69.960,10.831,180.606,"13,768.619","9,391.624","1,567.738","24,727.981"
2020,5,OR,Final,101.219,70.227,10.859,182.305,"15,513.088","11,040.694","1,762.853","28,316.636"
2020,6,OR,Final,102.616,70.430,10.908,183.954,"16,355.891","11,484.659","1,832.824","29,673.374"
2020,7,OR,Final,104.174,71.038,10.905,186.117,"18,634.950","12,770.248","2,048.056","33,453.253"
2020,8,OR,Final,104.897,71.204,10.906,187.007,"17,973.653","12,354.899","1,940.537","32,269.089"
2020,9,OR,Final,106.563,70.880,10.908,188.351,"15,001.000","10,040.340","1,692.140","26,733.479"
2020,10,OR,Final,108.726,71.468,10.911,191.105,"11,093.265","7,563.274","1,215.544","19,872.083"
2020,11,OR,Final,111.174,72.076,11.117,194.367,"5,832.858","3,823.898",644.000,"10,300.756"
2020,12,OR,Final,111.978,72.231,11.121,195.330,"5,038.730","3,316.553",538.845,"8,894.128"
2021,1,OR,Final,114.851,73.442,11.059,199.352,"5,974.032","3,915.958",635.587,"10,525.577"
2021,2,OR,Final,117.044,74.102,11.061,202.207,"8,908.229","5,804.289",928.651,"15,641.170"
2021,3,OR,Final,118.974,74.426,11.064,204.464,"13,064.229","8,241.502","1,281.202","22,586.933"
2021,4,OR,Final,121.802,75.632,11.065,208.499,"17,278.479","10,546.687","1,600.241","29,425.407"
2021,5,OR,Final,124.338,76.223,11.067,211.628,"19,408.022","11,989.970","1,795.110","33,193.102"
2021,6,OR,Final,127.494,76.905,11.128,215.527,"20,758.021","12,476.774","1,868.320","35,103.114"
2021,7,OR,Final,130.414,77.431,11.129,218.974,"23,706.767","13,981.737","2,089.126","39,777.630"
2021,8,OR,Final,133.295,78.360,11.255,222.910,"22,669.375","13,331.709","2,002.510","38,003.595"
2021,9,OR,Final,136.480,78.753,11.275,226.508,"19,982.514","11,774.569","1,749.226","33,506.309"
2021,10,OR,Final,139.677,79.394,11.344,230.415,"14,279.595","8,263.288","1,263.458","23,806.341"
2021,11,OR,Final,143.216,79.671,11.532,234.419,"7,666.290","4,282.685",673.258,"12,622.234"
2021,12,OR,Final,147.746,80.235,11.513,239.494,"6,584.607","3,621.726",562.212,"10,768.546"
2022,1,OR,Final,151.105,80.699,12.392,244.196,"8,191.347","4,413.738",708.659,"13,313.744"
2022,2,OR,Final,154.455,80.923,12.459,247.837,"12,269.501","6,545.452","1,043.827","19,858.780"
2022,3,OR,Final,158.946,81.404,12.460,252.810,"17,336.142","8,879.253","1,439.835","27,655.230"
2022,4,OR,Final,181.137,90.716,13.775,285.628,"24,793.351","12,671.315","1,978.778","39,443.443"
2022,5,OR,Final,186.927,91.162,13.758,291.847,"28,812.182","14,377.942","2,217.421","45,407.545"
2022,6,OR,Final,192.528,92.083,13.759,298.370,"30,526.519","14,983.967","2,293.538","47,804.023"
2022,7,OR,Final,199.474,92.785,13.759,306.018,"36,022.353","16,837.147","2,572.047","55,431.547"
2022,8,OR,Final,186.471,84.602,12.446,283.519,"31,952.084","14,566.885","2,210.314","48,729.283"
2022,9,OR,Final,193.386,85.882,13.006,292.274,"28,670.267","12,685.738","2,010.176","43,366.181"
2022,10,OR,Final,199.443,86.215,13.028,298.686,"20,938.636","9,131.095","1,436.386","31,506.117"
2022,11,OR,Final,205.956,87.091,13.029,306.076,"11,443.538","4,798.197",748.172,"16,989.907"
2022,12,OR,Final,213.980,88.906,13.210,316.096,"9,932.845","4,049.078",636.546,"14,618.469"
2018,1,ID,Final,11.531,2.883,0.132,14.546,775.400,192.239,9.260,976.899
2018,2,ID,Final,12.138,2.924,0.132,15.194,"1,104.073",266.258,12.480,"1,382.811"
2018,3,ID,Final,12.941,2.945,0.296,16.182,"1,795.158",409.175,42.400,"2,246.733"
2018,4,ID,Final,13.740,2.978,0.459,17.177,"2,223.248",486.461,75.974,"2,785.682"
2018,5,ID,Final,14.743,3.081,0.459,18.283,"2,646.329",559.687,84.280,"3,290.295"
2018,6,ID,Final,15.815,3.135,0.459,19.409,"2,859.897",575.134,85.021,"3,520.053"
2018,7,ID,Final,16.764,3.198,0.459,20.421,"3,222.775",626.468,90.132,"3,939.375"
2018,8,ID,Final,17.861,3.260,0.542,21.663,"3,295.993",611.081,102.206,"4,009.280"
2018,9,ID,Final,18.869,3.249,0.594,22.712,"3,102.757",539.673,99.746,"3,742.176"
2018,10,ID,Final,19.817,3.323,0.595,23.735,"2,828.363",473.021,86.702,"3,388.086"
2018,11,ID,Final,20.993,3.499,0.594,25.086,"1,903.915",312.357,54.655,"2,270.927"
2018,12,ID,Final,22.123,3.494,0.676,26.293,"1,415.396",221.413,44.209,"1,681.019"
2019,1,ID,Final,23.283,3.492,0.676,27.451,"1,563.185",233.659,47.425,"1,844.268"
2019,2,ID,Final,24.094,3.509,1.081,28.684,"2,186.558",320.138,102.207,"2,608.904"
2019,3,ID,Final,25.186,3.497,1.448,30.131,"3,497.755",487.764,207.416,"4,192.936"
2019,4,ID,Final,26.302,3.462,1.445,31.209,"4,259.806",566.601,239.177,"5,065.584"
2019,5,ID,Final,27.712,3.545,1.448,32.705,"4,977.603",644.988,265.875,"5,888.466"
2019,6,ID,Final,28.912,3.558,1.448,33.918,"5,231.597",653.570,268.216,"6,153.383"
2019,7,ID,Final,30.451,3.557,1.448,35.456,"5,854.273",696.977,284.340,"6,835.589"
2019,8,ID,Final,31.784,3.660,1.652,37.096,"5,865.455",686.544,311.520,"6,863.519"
2019,9,ID,Final,32.993,3.676,1.753,38.422,"5,428.279",611.290,294.369,"6,333.938"
2019,10,ID,Final,34.528,3.757,1.753,40.038,"4,932.753",536.063,255.444,"5,724.260"
2019,11,ID,Final,36.200,3.858,1.753,41.811,"3,291.454",345.389,161.296,"3,798.139"
2019,12,ID,Final,37.992,4.170,2.004,44.166,"2,429.695",264.873,131.059,"2,825.627"
2020,1,ID,Final,39.435,4.274,2.085,45.794,"2,645.417",285.052,146.273,"3,076.742"
2020,2,ID,Final,40.360,4.329,2.085,46.774,"3,789.168",407.376,204.175,"4,400.719"
2020,3,ID,Final,41.384,4.382,2.492,48.258,"5,744.341",611.247,356.963,"6,712.551"
2020,4,ID,Final,42.201,4.571,2.492,49.264,"6,833.566",748.712,412.477,"7,994.756"
2020,5,ID,Final,43.128,4.571,2.574,50.273,"7,746.992",832.572,472.627,"9,052.191"
2020,6,ID,Final,44.077,4.748,2.574,51.399,"7,975.996",872.937,476.786,"9,325.719"
2020,7,ID,Final,45.127,4.754,2.657,52.538,"8,675.517",931.516,521.747,"10,128.780"
2020,8,ID,Final,45.998,4.777,2.904,53.679,"8,488.240",895.946,547.611,"9,931.797"
2020,9,ID,Final,46.669,4.971,3.827,55.467,"7,678.948",827.020,642.574,"9,148.542"
2020,10,ID,Final,47.723,4.974,3.827,56.524,"6,821.844",711.392,557.589,"8,090.825"
2020,11,ID,Final,49.021,5.011,5.077,59.109,"4,460.901",450.530,467.133,"5,378.563"
2020,12,ID,Final,49.896,5.068,5.751,60.715,"3,196.650",320.137,375.951,"3,892.738"
2021,1,ID,Final,51.454,5.257,5.751,62.462,"3,460.086",348.712,403.152,"4,211.949"
2021,2,ID,Final,52.397,5.313,5.833,63.543,"4,759.918",481.714,551.166,"5,792.797"
2021,3,ID,Final,53.490,5.482,5.845,64.817,"7,435.087",759.406,837.004,"9,031.498"
2021,4,ID,Final,54.662,5.528,5.845,66.035,"8,856.280",902.169,967.377,"10,725.826"
2021,5,ID,Final,55.754,5.657,5.845,67.256,"10,019.157","1,026.768","1,073.182","12,119.107"
2021,6,ID,Final,57.365,5.693,5.845,68.903,"10,384.198","1,043.421","1,082.636","12,510.256"
2021,7,ID,Final,58.848,5.697,5.840,70.385,"11,314.824","1,115.776","1,146.758","13,577.357"
2021,8,ID,Final,60.769,5.698,5.840,72.307,"11,217.912","1,067.485","1,101.198","13,386.595"
2021,9,ID,Final,62.616,5.745,6.253,74.614,"10,305.924",952.916,"1,049.955","12,308.795"
2021,10,ID,Final,64.284,6.124,11.163,81.571,"9,192.559",869.723,"1,626.327","11,688.609"
2021,11,ID,Final,66.222,6.557,16.181,88.960,"6,022.886",583.486,"1,488.794","8,095.166"
2021,12,ID,Final,67.113,6.637,16.264,90.014,"4,305.918",420.373,"1,062.960","5,789.251"
2022,1,ID,Final,69.950,6.670,16.512,93.132,"4,726.460",446.420,"1,157.049","6,329.929"
2022,2,ID,Final,71.974,6.794,16.512,95.280,"6,561.583",620.446,"1,559.715","8,741.745"
2022,3,ID,Final,73.941,6.751,16.491,97.183,"10,297.708",941.002,"2,361.118","13,599.828"
2022,4,ID,Final,76.166,6.763,16.492,99.421,"12,348.853","1,106.515","2,729.371","16,184.739"
2022,5,ID,Final,78.706,6.768,16.508,101.982,"14,148.590","1,230.720","3,030.905","18,410.216"
2022,6,ID,Final,83.022,6.768,16.508,106.298,"15,033.575","1,242.524","3,057.617","19,333.716"
2022,7,ID,Final,84.169,6.986,16.507,107.662,"16,185.614","1,368.888","3,241.319","20,795.820"
2022,8,ID,Final,86.918,7.085,16.563,110.566,"16,049.760","1,329.002","3,123.053","20,501.815"
2022,9,ID,Final,90.540,7.082,16.590,114.212,"14,899.932","1,177.492","2,785.547","18,862.971"
2022,10,ID,Final,93.563,7.127,16.590,117.280,"13,369.426","1,015.907","2,417.140","16,802.474"
2022,11,ID,Final,97.629,7.276,16.590,121.495,"8,862.047",648.842,"1,526.427","11,037.316"
2022,12,ID,Final,100.518,7.581,16.590,124.689,"6,453.231",479.979,"1,084.280","8,017.490"
2018,1,WY,Final,2.022,0.985,0.213,3.220,177.674,84.832,15.554,278.060
2018,2,WY,Final,2.134,0.986,0.213,3.333,212.754,97.114,18.673,328.541
2018,3,WY,Final,2.216,0.986,0.213,3.415,310.455,138.155,27.278,475.889
2018,4,WY,Final,2.373,0.988,0.213,3.574,376.438,159.646,33.809,569.893
2018,5,WY,Final,2.478,0.988,0.213,3.679,433.126,176.484,37.499,647.109
2018,6,WY,Final,2.516,0.989,0.213,3.718,442.230,178.026,38.234,658.491
2018,7,WY,Final,2.575,0.996,0.213,3.784,472.627,187.865,40.669,701.161
2018,8,WY,Final,2.599,0.996,0.213,3.808,451.588,177.593,38.174,667.356
2018,9,WY,Final,2.862,0.997,0.213,4.072,448.455,159.353,34.042,641.850
2018,10,WY,Final,2.917,0.998,0.213,4.128,398.085,138.689,29.703,566.478
2018,11,WY,Final,3.020,0.999,0.213,4.232,304.419,99.815,20.309,424.542
2018,12,WY,Final,3.222,1.008,0.234,4.464,267.529,80.128,16.663,364.320
2019,1,WY,Final,3.410,1.230,0.234,4.874,311.690,104.608,17.441,433.739
2019,2,WY,Final,3.512,1.233,0.234,4.979,357.340,119.859,20.816,498.015
2019,3,WY,Final,3.590,1.236,0.234,5.060,507.730,171.596,30.310,709.636
2019,4,WY,Final,3.670,1.295,0.234,5.199,581.540,208.680,37.236,827.456
2019,5,WY,Final,3.626,1.297,0.234,5.157,632.195,231.213,41.284,904.692
2019,6,WY,Final,3.857,1.297,0.234,5.388,676.854,233.279,42.031,952.164
2019,7,WY,Final,3.950,1.299,0.234,5.483,721.751,244.920,44.626,"1,011.297"
2019,8,WY,Final,4.098,1.301,0.234,5.633,708.792,231.686,41.926,982.403
2019,9,WY,Final,4.322,1.322,0.234,5.878,675.575,211.139,37.411,924.125
2019,10,WY,Final,4.480,1.335,0.234,6.049,608.655,185.308,32.636,826.599
2019,11,WY,Final,4.586,1.335,0.234,6.155,462.916,132.793,22.444,618.153
2019,12,WY,Final,4.773,1.339,0.234,6.346,400.357,105.527,16.663,522.547
2020,1,WY,Final,5.193,1.336,0.276,6.805,487.347,114.001,22.024,623.371
2020,2,WY,Final,5.332,1.336,0.276,6.944,568.023,134.959,26.415,729.396
2020,3,WY,Final,5.474,1.336,0.276,7.086,779.153,185.832,36.613,"1,001.598"
2020,4,WY,Final,5.671,1.377,0.276,7.324,899.873,222.003,44.107,"1,165.983"
2020,5,WY,Final,5.890,1.377,0.276,7.543,"1,026.950",245.576,48.765,"1,321.291"
2020,6,WY,Final,6.017,1.377,0.276,7.670,"1,056.087",247.696,49.588,"1,353.372"
2020,7,WY,Final,6.089,1.386,0.276,7.751,"1,108.941",261.199,52.407,"1,422.548"
2020,8,WY,Final,6.272,1.393,0.276,7.941,"1,080.503",248.006,49.268,"1,377.776"
2020,9,WY,Final,6.418,1.386,0.276,8.080,"1,003.804",221.343,44.102,"1,269.249"
2020,10,WY,Final,6.652,1.386,0.276,8.314,907.721,192.418,38.496,"1,138.635"
2020,11,WY,Final,6.878,1.386,0.276,8.540,702.219,138.074,26.918,867.211
2020,12,WY,Final,6.706,1.233,0.234,8.173,576.474,97.263,16.663,690.400
