,state,county,latitude_gen,longitude_gen,area[m^2],name,year,gentype,axis,azimuth[deg],tilt[deg],battery,capacity[MW],latitude_county,longitude_county,geohash
175,CA,Tulare,35.815506,-119.451019,493186,Atwell Island,2013,PV,fixed-tilt,180.0,18.0,,20.2,36.254134,-119.23454,9q713t
176,CA,Riverside,33.818886,-115.389389,11995765,"Desert Sunlight 300, LLC",2014,PV,fixed-tilt,120.0,22.0,,313.7,33.799274,-117.076969,9mvgw4
177,CA,Imperial,33.083042,-115.468666,1312735,Solar Gen 2 Solar Facility,2014,PV,single-axis,90.0,,,155.1,32.841599,-115.540049,9mvgw4
178,CA,Fresno,36.37817,-120.123962,271465,Westside Solar Station,2011,PV,fixed-tilt,180.0,25.0,,15.0,36.743848,-119.765291,9q6tde
179,CA,Imperial,33.246208,-115.497093,382874,"Imperial Valley Solar Company 1, LLC",2012,PV,fixed-tilt,180.0,30.0,,23.0,32.841599,-115.540049,9mvgw4
180,CA,San Bernardino,34.547943,-117.44014,139299,Adelanto Solar Project,2012,PV,fixed-tilt,180.0,30.0,,10.0,34.190969,-117.359766,9qhkxd
181,CA,Fresno,36.424538,-120.343079,469938,Cantua Solar Station,2012,PV,fixed-tilt,180.0,25.0,,20.0,36.743848,-119.765291,9qd2ds
182,CA,Fresno,36.527916,-120.311974,235191,Giffen,2012,PV,fixed-tilt,180.0,25.0,,10.0,36.743848,-119.765291,9qd2ds
183,CA,Tulare,35.899235,-119.439537,1684438,Alpaugh 50,2012,PV,single-axis,0.0,0.0,,50.0,36.254134,-119.23454,9q713t
184,CA,Tulare,35.909054,-119.426903,214424,Alpaugh North,2012,PV,single-axis,0.0,0.0,,20.0,36.254134,-119.23454,9q713t
185,CA,Kern,35.229507,-118.193428,124781,Pine Tree Solar Project,2013,PV,fixed-tilt,180.0,30.0,,8.5,35.369809,-118.941786,9qhh0n
186,CA,San Bernardino,34.172176,-116.154091,323372,SEPV 8,2013,PV,single-axis,180.0,,,12.0,34.190969,-117.359766,9qj152
187,CA,San Bernardino,34.189892,-116.091637,255267,SEPV9 Power Plant,2013,PV,single-axis,180.0,,,8.5,34.190969,-117.359766,9qj152
188,CA,Kings,36.163406,-119.650314,562406,Guernsey Solar Station,2013,PV,single-axis,90.0,0.0,,20.0,36.252657,-119.726922,9q6tde
189,CA,Kings,36.221313,-119.829948,678972,"RE Kansas South, LLC",2013,PV,single-axis,0.0,0.0,,20.0,36.252657,-119.726922,9q6tde
190,CA,Kings,36.142132,-119.572922,572356,Corcoran Solar,2013,PV,single-axis,0.0,0.0,,20.0,36.252657,-119.726922,9q6tde
191,CA,Imperial,32.746948,-115.71212,3347406,Campo Verde Solar,2013,PV,fixed-tilt,180.0,25.0,,147.4,32.841599,-115.540049,9mvffm
192,CA,Kern,34.930923,-118.333778,2210755,"Catalina Solar, LLC",2012,PV,fixed-tilt,178.0,20.0,,110.0,35.369809,-118.941786,9q5sgb
193,CA,San Luis Obispo,35.317455,-119.925659,4540803,California Valley Solar Ranch,2013,PV,single-axis,90.0,0.0,,250.0,35.341822,-120.665804,9q713t
194,CA,Kings,35.980694,-120.102348,694586,"Sand Drag, LLC",2011,PV,fixed-tilt,180.0,25.0,,19.0,36.252657,-119.726922,9q6tde
195,CA,Sacramento,38.450119,-121.164253,29197,"Sacramento Soleil, LLC",2008,PV,fixed-tilt,205.0,45.0,,1.0,38.568337,-121.381235,9qcf5u
196,CA,Fresno,36.678879,-119.797539,44540,La Joya Del Sol,2012,PV,single-axis,90.0,,,1.5,36.743848,-119.765291,9qdbm8
197,CA,Sacramento,38.515354,-121.401009,69878,Depot Park Solar System,2010,PV,single-axis,90.0,,,3.0,38.568337,-121.381235,9qcem3
198,CA,Sacramento,38.561256,-121.259186,18548,FAA NorCal TRACON,2012,PV,single-axis,90.0,0.0,,1.0,38.568337,-121.381235,9qcem3
199,CA,Riverside,33.59705,-114.571953,13490,Venable Solar 2,2015,PV,fixed-tilt,198.0,20.0,,1.5,33.799274,-117.076969,9qndpr
200,CA,Riverside,33.598564,-114.571678,39818,Venable Solar 1,2015,PV,fixed-tilt,198.0,20.0,,1.5,33.799274,-117.076969,9qndpr
201,CA,Tulare,36.505253,-119.540115,63991,Kingsburg Solar,2013,PV,fixed-tilt,180.0,20.0,,3.7,36.254134,-119.23454,9qdbm8
202,CA,Tulare,36.265953,-119.128349,57857,Exeter Solar,2014,PV,fixed-tilt,180.0,20.0,,3.5,36.254134,-119.23454,9qdbm8
203,CA,San Joaquin,38.135937,-121.148811,46875,Bear Creek Solar,2014,PV,single-axis,180.0,20.0,,1.5,37.924541,-121.302289,9qcbq0
204,CA,San Joaquin,38.121372,-121.141251,34393,Kettleman Solar Project,2014,PV,single-axis,180.0,20.0,,1.0,37.924541,-121.302289,9qcbq0
205,CA,Alameda,37.633717,-122.139709,43424,City of Hayward WWTP,2010,PV,single-axis,180.0,0.0,,1.6,37.706599,-122.098766,9q9jk9
206,CA,Riverside,33.891071,-116.543137,78292,"Garnet Solar Generation Station I, LLC",2014,PV,single-axis,0.0,0.0,,4.0,33.799274,-117.076969,9qj152
207,CA,Tuolumne,37.890377,-120.52581,44261,Sonora 1,2013,PV,single-axis,0.0,0.0,,1.5,37.972006,-120.325224,9qcbq0
208,CA,Sacramento,38.644085,-121.172447,24358,Intel Folsom,2010,PV,single-axis,205.0,12.0,,1.0,38.568337,-121.381235,9qcggm
209,CA,Los Angeles,34.780018,-118.427361,5544553,AV Solar Ranch One,2014,PV,fixed-tilt,180.0,25.0,,241.5,34.067886,-118.24599,9q5sgb
210,CA,San Diego,33.291626,-116.353821,514184,Solar Borrego I,2013,PV,single-axis,45.0,45.0,,26.0,32.884418,-117.112348,9qj152
211,CA,Kern,35.299591,-118.848846,1703174,Regulus Solar Project,2014,PV,single-axis,0.0,0.0,,60.0,35.369809,-118.941786,9q713t
212,CA,Sacramento,38.36483,-121.412766,404740,SMUD at Grundman,2011,PV,fixed-tilt,210.0,20.0,,18.0,38.568337,-121.381235,9qcem3
213,CA,Madera,36.942734,-120.15889,38593,City of Madera WWTP,2009,PV,dual-axis,180.0,,,1.0,37.037074,-120.009796,9qd9xh
214,CA,Sacramento,38.613438,-121.163208,38449,Aerojet I,2009,PV,single-axis,225.0,45.0,,3.0,38.568337,-121.381235,9qcggm
215,CA,Kern,35.634281,-117.651581,202780,Naval Air Weapons Station China Lake,2012,PV,single-axis,0.0,0.0,,11.1,35.369809,-118.941786,9qhkxd
216,CA,San Luis Obispo,35.557911,-120.681908,49470,Vintner Solar,2014,PV,single-axis,180.0,20.0,,1.5,35.341822,-120.665804,9q613c
217,CA,Riverside,33.591465,-114.745087,555075,"Solar Blythe, LLC",2009,PV,fixed-tilt,180.0,24.0,,21.0,33.799274,-117.076969,9qndpr
218,CA,San Benito,36.629772,-120.891312,3272893,Panoche Valley Solar Farm,2018,PV,single-axis,0.0,,,140.0,36.843074,-121.402614,9qd2ds
219,CA,Sacramento,38.609425,-121.169853,58630,Aerojet II,2010,PV,single-axis,225.0,45.0,,2.7,38.568337,-121.381235,9qcggm
220,CA,Tulare,35.875427,-119.452469,536844,White River Solar,2013,PV,single-axis,0.0,0.0,,20.0,36.254134,-119.23454,9q713t
221,CA,Riverside,33.701519,-114.75563,7251029,McCoy Solar Energy Project Hybrid,2016,PV,single-axis,0.0,0.0,batteries,270.6,33.799274,-117.076969,9qndpr
222,CA,Sacramento,38.34787,-121.1119,1739195,"Rancho Seco Solar II, LLC",2020,PV,fixed-tilt,210.0,20.0,,160.0,38.568337,-121.381235,9qcf5u
223,CA,Fresno,36.78363,-119.713173,12623,Gap Pacific Distribution Center,2008,PV,single-axis,90.0,,,1.2,36.743848,-119.765291,9qd9xh
224,CA,Riverside,33.565266,-114.903854,18014,Chuckawalla Valley State Prison,2006,PV,fixed-tilt,180.0,20.0,,0.9,33.799274,-117.076969,9mvgw4
225,CA,Tulare,36.028652,-119.075829,109317,Solar Photovoltaic Project #42,2012,PV,fixed-tilt,180.0,25.0,,5.0,36.254134,-119.23454,9q713t
226,CA,San Francisco,37.750828,-122.483521,47445,Sunset Reservoir North Basin,2010,PV,fixed-tilt,180.0,6.0,,4.5,37.760569,-122.436499,9q8yyc
227,CA,Stanislaus,37.858418,-120.895416,40364,Robert O Schulz Solar Farm,2009,PV,dual-axis,180.0,,,1.3,37.618447,-120.955882,9qcbq0
228,CA,Riverside,33.908672,-116.56015,85218,North Palm Springs 4A,2012,PV,single-axis,225.0,45.0,,4.0,33.799274,-117.076969,9qj152
229,CA,Riverside,33.666084,-114.656906,32527,Palo Verde College,2009,PV,single-axis,0.0,30.0,,1.2,33.799274,-117.076969,9qndpr
230,CA,Kern,35.048908,-118.16391,4603,"RE Rio Grande Solar, LLC",2013,PV,single-axis,90.0,,,5.0,35.369809,-118.941786,9qhh0n
231,CA,Kern,34.907639,-117.920593,28966,Edwards Air Force Base,2011,PV,single-axis,180.0,20.0,,3.0,35.369809,-118.941786,9qhh0n
232,CA,Kings,36.141987,-119.581688,385978,Corcoran Solar 2,2015,PV,single-axis,0.0,0.0,,19.8,36.252657,-119.726922,9q6tde
233,CA,Los Angeles,34.61227,-117.939583,309763,SEPV Palmdale East,2015,PV,single-axis,90.0,,,10.0,34.067886,-118.24599,9qhh0n
234,CA,Kings,36.221973,-119.910355,612370,"RE Kent South, LLC",2014,PV,single-axis,180.0,45.0,,19.4,36.252657,-119.726922,9q6tde
235,CA,Imperial,33.116482,-116.00161,583260,Seville 1,2015,PV,single-axis,180.0,,,20.0,32.841599,-115.540049,9mvffm
236,CA,Imperial,33.109169,-116.002991,813391,Seville 2,2015,PV,single-axis,180.0,,,30.0,32.841599,-115.540049,9mvffm
237,CA,Madera,37.120529,-120.324509,447630,Adera Solar,2015,PV,fixed-tilt,180.0,25.0,,20.0,37.037074,-120.009796,9qd9xh
238,CA,Stanislaus,37.367123,-121.149864,546819,"Frontier Solar, LLC",2016,PV,single-axis,180.0,,,20.0,37.618447,-120.955882,9q9fy1
239,CA,Kings,36.21822,-119.80423,2005790,Henrietta Solar Project,2016,PV,single-axis,90.0,,,102.0,36.252657,-119.726922,9q6tde
240,CA,Kings,36.240337,-119.915245,2965683,"RE Mustang, LLC",2016,PV,single-axis,0.0,0.0,batteries,100.0,36.252657,-119.726922,9q6tde
241,CA,Fresno,36.393475,-120.23996,1633012,Five Points Solar Park,2016,PV,single-axis,180.0,,,60.0,36.743848,-119.765291,9q6tde
242,CA,Tulare,35.831024,-119.049591,280869,Tropico Solar PV Plant,2016,PV,single-axis,90.0,,,14.0,36.254134,-119.23454,9q713t
243,CA,Tulare,35.822189,-119.039787,688146,Nicolis Solar PV Plant,2016,PV,single-axis,90.0,,,20.0,36.254134,-119.23454,9q713t
244,CA,Tulare,35.855438,-119.068504,474176,CED Ducor 1,2016,PV,single-axis,0.0,0.0,,20.0,36.254134,-119.23454,9q713t
245,CA,Fresno,36.876816,-120.667732,415699,Oro Loma,2017,PV,single-axis,0.0,0.0,,20.0,36.743848,-119.765291,9qd2ds
246,CA,Kings,35.996052,-120.151901,382739,CED Avenal,2017,PV,single-axis,0.0,0.0,,15.8,36.252657,-119.726922,9q6tde
247,CA,Fresno,36.554382,-120.339149,562087,Giffen Solar Park,2017,PV,single-axis,180.0,,,20.0,36.743848,-119.765291,9qd2ds
248,CA,Fresno,36.54837,-120.345673,239655,Aspiration G,2017,PV,single-axis,90.0,,,9.0,36.743848,-119.765291,9qd2ds
249,CA,Monterey,35.871853,-120.331581,3112814,"CA Flats Solar 130, LLC",2017,PV,single-axis,180.0,,,130.0,36.614681,-121.646692,9q6tde
250,CA,Santa Barbara,34.901577,-119.590942,951940,"Cuyama Solar, LLC",2017,PV,single-axis,90.0,,,40.0,34.645128,-120.1029,9q713t
251,CA,Kern,34.829704,-118.4795,3067334,RE Astoria 2,2016,PV,single-axis,0.0,0.0,,75.0,35.369809,-118.941786,9q5sgb
252,CA,Los Angeles,34.716572,-118.291832,108960,Lancaster Dry Farm Ranch B,2014,PV,single-axis,90.0,,,5.0,34.067886,-118.24599,9qhh0n
253,CA,Los Angeles,34.723656,-118.293793,51106,Summer Solar A2,2014,PV,fixed-tilt,193.0,25.0,,1.5,34.067886,-118.24599,9qhh0n
254,CA,Los Angeles,34.728798,-118.296379,199780,Summer North Solar,2014,PV,fixed-tilt,193.0,25.0,,6.5,34.067886,-118.24599,9qhh0n
255,CA,Los Angeles,34.727222,-118.313873,504272,Western Antelope Blue Sky B,2016,PV,single-axis,90.0,,,20.0,34.067886,-118.24599,9qhh0n
256,CA,Los Angeles,34.726624,-118.302391,793259,Elevation Solar C,2016,PV,single-axis,90.0,,,40.0,34.067886,-118.24599,9qhh0n
257,CA,Los Angeles,34.698238,-118.337646,429006,Sierra Solar Greenworks,2015,PV,fixed-tilt,193.0,25.0,,20.0,34.067886,-118.24599,9qhh0n
258,CA,Los Angeles,34.689781,-118.328484,656136,"TA-Acacia, LLC",2014,PV,single-axis,180.0,60.0,,19.7,34.067886,-118.24599,9qhh0n
259,CA,Kern,35.020439,-118.278366,569869,SEPV Mojave West,2016,PV,single-axis,90.0,,,20.0,35.369809,-118.941786,9q5sgb
260,CA,Los Angeles,34.725449,-118.308754,198609,Western Antelope Dry Ranch,2016,PV,single-axis,90.0,,,10.0,34.067886,-118.24599,9qhh0n
261,CA,Los Angeles,34.613609,-117.936188,70344,SEPV 18,2016,PV,single-axis,90.0,,,2.0,34.067886,-118.24599,9qhh0n
262,CA,Kern,35.608788,-119.844429,389390,Blackwell Solar Park,2019,PV,single-axis,0.0,,,20.0,35.369809,-118.941786,9q713t
263,CA,Los Angeles,34.696331,-118.062523,21088,Lancaster Baptist Church,2011,PV,single-axis,180.0,20.0,,1.0,34.067886,-118.24599,9qhh0n
264,CA,Los Angeles,34.712864,-118.290512,47905,Rodeo Solar C2,2014,PV,fixed-tilt,193.0,25.0,,1.5,34.067886,-118.24599,9qhh0n
265,CA,Los Angeles,34.711914,-118.291985,24851,Rodeo Solar D2,2014,PV,fixed-tilt,193.0,25.0,,1.5,34.067886,-118.24599,9qhh0n
266,CA,San Diego,33.233067,-117.001488,102751,Valley Center 2,2013,PV,single-axis,0.0,45.0,,5.0,32.884418,-117.112348,9mudw2
267,CA,San Bernardino,34.544533,-117.192795,20010,"Otoe Solar Power Generation Station 1, LLC",2013,PV,fixed-tilt,198.0,20.0,,1.5,34.190969,-117.359766,9qhkxd
268,CA,Los Angeles,34.701057,-118.124893,16000,Kettering Solar 1,2014,PV,fixed-tilt,180.0,5.0,,1.0,34.067886,-118.24599,9qhh0n
269,CA,Kern,35.145836,-118.887207,345018,Orion Solar I,2014,PV,single-axis,90.0,,,12.0,35.369809,-118.941786,9q713t
270,CA,San Benito,36.831898,-121.404083,37230,"Enerparc CA1, LLC",2014,PV,fixed-tilt,200.0,28.0,,1.5,36.843074,-121.402614,9q92vz
271,CA,San Bernardino,34.550339,-117.192741,49408,"Navajo Solar Power Generation Station 1, LLC",2013,PV,single-axis,90.0,,,1.5,34.190969,-117.359766,9qhkxd
272,CA,Kings,36.148209,-119.589127,449602,Corcoran Solar 3,2016,PV,single-axis,0.0,0.0,,21.2,36.252657,-119.726922,9q6tde
273,CA,San Bernardino,34.583382,-117.341454,39717,Expressway Solar B,2014,PV,fixed-tilt,193.0,25.0,,2.0,34.190969,-117.359766,9qhkxd
274,CA,Sonoma,38.77491,-123.017883,28302,Cloverdale Solar I,2014,PV,fixed-tilt,180.0,25.0,,1.5,38.412281,-122.720368,9qben2
275,CA,San Bernardino,34.496395,-117.144173,40550,"Powhatan Solar Power Generation Station 1, LLC",2013,PV,single-axis,90.0,,,1.5,34.190969,-117.359766,9qhe90
276,CA,San Diego,33.011589,-116.874756,111465,Ramona 2,2013,PV,single-axis,0.0,45.0,,5.0,32.884418,-117.112348,9mudw2
277,CA,Los Angeles,34.708935,-118.129738,23011,Division 2,2014,PV,fixed-tilt,180.0,5.0,,1.0,34.067886,-118.24599,9qhh0n
278,CA,Contra Costa,38.00172,-121.703674,24844,California PV Energy at ISD WWTP,2014,PV,fixed-tilt,168.0,30.0,,1.0,37.93501,-122.024961,9qc26h
279,CA,Los Angeles,34.721409,-118.311249,239257,North Lancaster Ranch,2016,PV,fixed-tilt,180.0,25.0,,20.0,34.067886,-118.24599,9qhh0n
280,CA,Kern,35.148876,-118.885277,299602,Orion Solar II,2014,PV,single-axis,90.0,,,8.0,35.369809,-118.941786,9q713t
281,CA,San Bernardino,34.584614,-117.342224,41889,Expressway Solar C2,2014,PV,fixed-tilt,193.0,25.0,,1.5,34.190969,-117.359766,9qhkxd
282,CA,San Bernardino,34.582291,-117.341621,35635,Expressway Solar A,2014,PV,fixed-tilt,193.0,25.0,,2.0,34.190969,-117.359766,9qhkxd
283,CA,Kings,36.129463,-119.541756,634193,"CID Solar, LLC",2014,PV,single-axis,180.0,45.0,,19.8,36.252657,-119.726922,9q6tde
284,CA,Fresno,36.585163,-120.379234,5232355,"Great Valley Solar Portfolio Holdings, LLC",2018,PV,single-axis,0.0,0.0,,200.0,36.743848,-119.765291,9qd2ds
285,CA,San Bernardino,35.585564,-115.43457,4538817,Stateline Solar,2016,PV,fixed-tilt,180.0,25.0,,299.5,34.190969,-117.359766,9qqk6u
286,CA,Fresno,36.578026,-120.405678,6694260,RE Tranquillity,2016,PV,single-axis,90.0,,batteries,205.3,36.743848,-119.765291,9qd2ds
287,CA,Kern,35.415836,-119.62941,497879,"Rio Bravo Solar 1, LLC",2016,PV,single-axis,180.0,,,19.5,35.369809,-118.941786,9q713t
288,CA,Kern,35.416023,-119.638252,497758,Pumpjack Solar I,2015,PV,single-axis,180.0,,,20.0,35.369809,-118.941786,9q713t
289,CA,Kern,35.619049,-119.568939,518004,"Wildwood Solar I, LLC",2015,PV,single-axis,180.0,,,20.0,35.369809,-118.941786,9q713t
290,CA,Kern,35.125679,-119.2425,495014,"Algonquin SKIC 20 Solar, LLC",2015,PV,single-axis,180.0,,,22.0,35.369809,-118.941786,9q713t
291,CA,Kern,35.323326,-118.82045,292174,Woodmere Solar Farm,2015,PV,single-axis,90.0,,,15.0,35.369809,-118.941786,9q713t
292,CA,Kern,35.247032,-118.034775,678687,Beacon Solar Plant Site 5,2017,PV,single-axis,180.0,60.0,,36.0,35.369809,-118.941786,9qhh0n
293,CA,Kern,35.251896,-118.02507,968727,Hecate Energy Beacon Solar 4,2016,PV,single-axis,90.0,,,50.0,35.369809,-118.941786,9qhh0n
294,CA,Kern,35.266567,-118.015305,1225167,Hecate Energy Beacon Solar 1,2017,PV,single-axis,90.0,,,56.0,35.369809,-118.941786,9qhh0n
295,CA,Kern,35.260677,-117.997475,898395,Beacon Solar Plant Site 2,2017,PV,single-axis,180.0,60.0,,45.0,35.369809,-118.941786,9qhh0n
296,CA,Kern,35.251659,-117.956573,2329555,Springbok Solar Farm 1,2016,PV,single-axis,90.0,,,105.0,35.369809,-118.941786,9qhh0n
297,CA,Kern,35.248543,-118.009056,1217175,Hecate Energy Beacon Solar 3,2016,PV,single-axis,90.0,,,56.0,35.369809,-118.941786,9qhh0n
298,CA,Kern,35.24881,-117.973625,2994264,Springbok Solar Farm 2,2016,PV,single-axis,90.0,,,155.0,35.369809,-118.941786,9qhh0n
299,CA,Los Angeles,34.600018,-117.949059,98912,Little Rock Pham Solar,2015,PV,single-axis,180.0,15.0,,3.0,34.067886,-118.24599,9qhh0n
300,CA,Los Angeles,34.77906,-118.191078,70076,Lancaster WAD B,2017,PV,single-axis,90.0,,,3.0,34.067886,-118.24599,9qhh0n
301,CA,San Bernardino,34.042263,-117.361809,14491,"Colton Solar Two, LLC",2015,PV,single-axis,90.0,,,1.0,34.190969,-117.359766,9qh3ky
302,CA,San Bernardino,34.094021,-117.319138,34843,"Colton Solar One, LLC",2015,PV,fixed-tilt,180.0,1.0,,2.5,34.190969,-117.359766,9qh3ky
303,CA,San Bernardino,34.765217,-117.323349,46558,"Mitchell Solar, LLC",2014,PV,single-axis,45.0,0.0,,1.5,34.190969,-117.359766,9qhkxd
304,CA,San Bernardino,34.766754,-117.323334,46163,"Rudy Solar, LLC",2014,PV,single-axis,45.0,0.0,,1.5,34.190969,-117.359766,9qhkxd
305,CA,San Bernardino,34.768036,-117.323326,30397,"Madelyn Solar, LLC",2014,PV,single-axis,45.0,0.0,,1.0,34.190969,-117.359766,9qhkxd
306,CA,Los Angeles,34.708324,-118.12854,20052,Division 1,2014,PV,fixed-tilt,180.0,15.0,,1.5,34.067886,-118.24599,9qhh0n
307,CA,Los Angeles,34.70187,-118.124825,10176,Kettering Solar 2,2014,PV,fixed-tilt,180.0,15.0,,1.0,34.067886,-118.24599,9qhh0n
308,CA,Kern,34.982067,-117.892044,28742,EAFB-North Base,2012,PV,single-axis,180.0,25.0,,1.1,35.369809,-118.941786,9qhh0n
309,CA,San Bernardino,34.474056,-117.563431,29896,SCE-Snowline-Duncan Road (North),2014,PV,single-axis,0.0,0.0,,1.5,34.190969,-117.359766,9qhkxd
310,CA,San Bernardino,34.413448,-117.469589,29744,SCE-Snowline-White Road (South),2014,PV,single-axis,0.0,0.0,,1.5,34.190969,-117.359766,9qhe90
311,CA,San Bernardino,34.415768,-117.469788,29748,SCE-Snowline-White Rd (Central),2014,PV,single-axis,0.0,0.0,,1.5,34.190969,-117.359766,9qhe90
312,CA,San Bernardino,34.418022,-117.46981,29834,SCE-Snowline-White Road (North),2014,PV,single-axis,0.0,0.0,,1.5,34.190969,-117.359766,9qhe90
313,CA,Kern,35.315151,-118.988304,33762,Bakersfield 111,2015,PV,single-axis,180.0,0.0,,1.4,35.369809,-118.941786,9q713t
314,CA,Los Angeles,34.132313,-118.699524,18662,Las Virgenes Municipal Water District,2014,PV,single-axis,117.0,0.0,,1.0,34.067886,-118.24599,9q5dy2
315,CA,San Benito,36.862423,-121.428902,52361,"Hollister Solar, LLC",2014,PV,single-axis,180.0,25.0,,1.5,36.843074,-121.402614,9q92vz
316,CA,Kings,36.306671,-119.630287,53796,Hanford 1 and 2,2014,PV,fixed-tilt,180.0,20.0,,3.0,36.252657,-119.726922,9qdbm8
317,CA,Imperial,33.165623,-115.531883,530209,Calipatria Solar Farm,2016,PV,single-axis,90.0,,,20.0,32.841599,-115.540049,9mvgw4
318,CA,Fresno,36.127567,-120.142067,359003,Westlands Solar PV Farm,2014,PV,single-axis,180.0,,,18.0,36.743848,-119.765291,9q6tde
319,CA,Kings,36.1362,-119.560555,386338,"Cottonwood Solar, LLC (City of Corcoran)",2015,PV,single-axis,180.0,45.0,,12.0,36.252657,-119.726922,9q6tde
320,CA,Kern,35.218914,-119.081123,595953,"RE Old River One, LLC",2014,PV,single-axis,180.0,45.0,,19.6,35.369809,-118.941786,9q713t
321,CA,Kings,36.244427,-119.827988,639527,"RE Kansas Solar, LLC",2014,PV,single-axis,180.0,45.0,,20.0,36.252657,-119.726922,9q6tde
322,CA,Fresno,36.613281,-120.383492,607643,"RE Adams East, LLC",2014,PV,single-axis,180.0,45.0,,19.0,36.743848,-119.765291,9qd2ds
323,CA,Kern,35.623013,-119.854256,921006,Lost Hills/Blackwell,2015,PV,single-axis,90.0,,,32.0,35.369809,-118.941786,9q713t
324,CA,Tulare,35.81509,-119.459679,496755,Atwell Island West Solar,2015,PV,single-axis,0.0,0.0,,20.0,36.254134,-119.23454,9q713t
325,CA,Merced,36.927662,-120.807159,554705,Vega Solar,2015,PV,single-axis,90.0,,,20.0,37.274812,-120.628944,9q9fy1
326,CA,Kern,35.727085,-119.905586,260252,Coronal Lost Hills,2015,PV,single-axis,90.0,,,20.0,35.369809,-118.941786,9q6tde
327,CA,Kern,35.450699,-119.127029,491967,"Shafter Solar, LLC",2015,PV,single-axis,0.0,0.0,,20.0,35.369809,-118.941786,9q713t
328,CA,Kern,34.92268,-118.361946,662706,"Catalina Solar 2, LLC",2015,PV,single-axis,180.0,45.0,,18.4,35.369809,-118.941786,9q5sgb
329,CA,Kern,35.590714,-119.576134,454172,"Cottonwood Solar, LLC (Goose Lake)",2015,PV,single-axis,180.0,45.0,,12.0,35.369809,-118.941786,9q713t
330,CA,Kings,36.058914,-119.945549,684929,Kettleman Solar-Centaurus,2015,PV,single-axis,180.0,,,20.0,36.252657,-119.726922,9q6tde
331,CA,Imperial,33.25264,-115.497803,392624,"Imperial Valley Solar Co (IVSC) 2, LLC",2015,PV,fixed-tilt,180.0,25.0,,20.0,32.841599,-115.540049,9mvgw4
332,CA,Fresno,36.72736,-120.414696,1819693,North Star Solar,2015,PV,single-axis,90.0,,,62.5,36.743848,-119.765291,9qd2ds
333,CA,Riverside,33.741196,-117.011101,363034,"AP North Lake I, LP",2015,PV,single-axis,180.0,0.0,,20.0,33.799274,-117.076969,9qh8k2
334,CA,Riverside,33.974419,-117.408104,86215,Tequesquite Landfill Solar PV Project,2015,PV,fixed-tilt,180.0,8.0,,7.5,33.799274,-117.076969,9qh3ky
335,CA,Contra Costa,38.019463,-121.864372,313232,"Columbia Solar Energy, LLC",2015,PV,fixed-tilt,203.0,20.0,,19.2,37.93501,-122.024961,9qc26h
336,CA,Kern,35.112312,-119.326744,527772,"Maricopa West Solar PV, LLC",2015,PV,single-axis,180.0,45.0,,20.0,35.369809,-118.941786,9q713t
337,CA,Solano,38.520096,-121.740349,213888,UC Davis South Campus,2015,PV,single-axis,180.0,,,13.0,38.236295,-122.067272,9qc63x
338,CA,Merced,37.120708,-121.038841,1376162,Quinto Solar PV Project,2015,PV,single-axis,0.0,0.0,,105.1,37.274812,-120.628944,9q9fy1
339,CA,Kern,35.728104,-119.896812,371861,Morelos del Sol,2015,PV,single-axis,90.0,,,15.0,35.369809,-118.941786,9q6tde
340,CA,Los Angeles,34.603161,-117.93663,125497,Lancaster Little Rock,2014,PV,fixed-tilt,180.0,25.0,,5.0,34.067886,-118.24599,9qhh0n
341,CA,Monterey,36.708225,-121.76899,24227,Monterey Regional Water Pollution Control Agency,2010,PV,single-axis,195.0,26.0,,1.0,36.614681,-121.646692,9q92vz
342,CA,Sacramento,38.55479,-121.417091,13758,Sacramento Fairbain Water Treatment Plant,2013,PV,single-axis,180.0,10.0,,1.0,38.568337,-121.381235,9qcem3
343,CA,Tulare,36.20446,-119.417946,56691,Tulare 1 and 2,2014,PV,fixed-tilt,180.0,20.0,,3.0,36.254134,-119.23454,9qdbm8
344,CA,Solano,38.301003,-121.965195,25896,North Bay Solar 1,2013,PV,single-axis,90.0,,,1.0,38.236295,-122.067272,9qc63x
345,CA,Shasta,41.031567,-121.423973,80156,Shasta Solar Farm,2014,PV,single-axis,90.0,,,3.0,40.578348,-122.300147,9r321k
346,CA,Fresno,36.667408,-119.416725,60055,2081 Terzian Solar Project,2014,PV,dual-axis,180.0,,,1.2,36.743848,-119.765291,9qdbm8
347,CA,Sutter,39.291775,-121.66996,30713,2127 Harris Solar Project,2014,PV,single-axis,90.0,,,1.3,39.137197,-121.643973,9r1867
348,CA,Merced,37.351231,-120.507362,41711,2097 Helton Solar Project,2014,PV,single-axis,90.0,,,1.5,37.274812,-120.628944,9q9fy1
349,CA,Solano,38.400028,-121.962906,13669,Vacaville,2007,PV,fixed-tilt,90.0,30.0,,1.0,38.236295,-122.067272,9qc63x
350,CA,Contra Costa,37.972282,-121.720345,4717,CSD 2-Freedom High,2013,PV,fixed-tilt,182.0,15.0,,1.1,37.93501,-122.024961,9qc26h
351,CA,Contra Costa,37.920586,-121.755783,1561,CSD 2-Heritage High,2013,PV,fixed-tilt,102.0,10.0,,1.3,37.93501,-122.024961,9qc26h
352,CA,Tulare,36.318417,-119.213989,61169,Farmersville,2014,PV,fixed-tilt,180.0,20.0,,4.5,36.254134,-119.23454,9qdbm8
