Substation ID,Substation Name,Alias,Status,Owner,Map Owner,Map Part,Engineering ID,12kV T 32kV,110kV To 161kV,Highest_kV,Postal City,County,Zip Code,State,Comments,33kV To 92kV,220kV To 287kV,345kV To 500kV
"SS0244","Giffen"," ","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Cantua Creek","Fresno","93608","CA"," ","YES","",""
"SS0246","Hammonds"," ","Operational","PG&E","PG&E","M"," ","","YES","110kV to 161kV","Firebaugh","Fresno","93622","CA"," ","","",""
"SS0247","Helm"," ","Operational","PG&E","PG&E","L"," ","","","220kV to 287kV","San Joaquin","Fresno","93660","CA"," ","YES","YES",""
"SS0248","Herndon"," ","Operational","PG&E","PG&E","M"," ","","YES","220kV to 287kV","Fresno","Fresno","93722","CA"," ","","YES",""
"SS0249","Huron"," ","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Huron","Fresno","93234","CA"," ","YES","",""
"SS0252","Kerman"," ","Operational","PG&E","PG&E","M"," ","","","33kV to 92kV","Kerman","Fresno","93630","CA"," ","YES","",""
"SS0253","Kearney (New)"," ","Operational","PG&E","PG&E","M"," ","","","220kV to 287kV","Fresno","Fresno","93706","CA"," ","YES","YES",""
"SS0254","Kearney (Old)"," ","Operational","PG&E","PG&E","M"," ","","","33kV to 92kV","Fresno","Fresno","93706","CA"," ","YES","",""
"SS0255","Kings River"," ","Operational","PG&E","PG&E","M"," ","","YES","110kV to 161kV","Kings Canyon National Pk","Fresno","93633","CA"," ","","",""
"SS0256","Kingsburg"," ","Operational","PG&E","PG&E","L"," ","","YES","110kV to 161kV","Kingsburg","Fresno","93631","CA"," ","YES","",""
"SS0259","Malaga"," ","Operational","PG&E","PG&E","M"," ","","YES","110kV to 161kV","Fresno","Fresno","93725","CA"," ","","",""
"SS0260","Manchester"," ","Operational","PG&E","PG&E","M"," ","","YES","110kV to 161kV","Fresno","Fresno","93726","CA"," ","","",""
"SS0261","Mc Call"," ","Operational","PG&E","PG&E","L"," ","","YES","220kV to 287kV","Fowler","Fresno","93625","CA"," ","","YES",""
"SS0262","Mc Mullin"," ","Operational","PG&E","PG&E","L"," ","","","220kV to 287kV","Fresno","Fresno","93706","CA"," ","","YES",""
"SS0263","Mendota"," ","Operational","PG&E","PG&E","M"," ","","YES","110kV to 161kV","Mendota","Fresno","93640","CA"," ","YES","",""
"SS0264","Mendota-Biomass"," ","Operational","Other","Other","M"," ","","","33kV to 92kV","Mendota","Fresno","93640","CA"," ","YES","",""
"SS0265","Oro Loma"," ","Operational","PG&E","PG&E","M"," ","","YES","110kV to 161kV","Firebaugh","Fresno","93622","CA"," ","YES","",""
"SS0266","Bowles"," ","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Fresno","Fresno","93725","CA"," ","YES","",""
"SS0267","Panoche"," ","Operational","PG&E","PG&E","L"," ","","YES","220kV to 287kV","Firebaugh","Fresno","93622","CA"," ","YES","YES",""
"SS0268","Parlier"," ","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Parlier","Fresno","93648","CA"," ","YES","",""
"SS0269","Piedra"," ","Operational","Other","Other","M"," ","","YES","110kV to 161kV","Sanger","Fresno","93657","CA"," ","","",""
"SS0271","Rainbow"," ","Operational","PG&E","PG&E","M"," ","","YES","110kV to 161kV","Sanger","Fresno","93657","CA"," ","","",""
"SS0272","Reedley"," ","Operational","PG&E","PG&E","L"," ","","YES","110kV to 161kV","Reedley","Fresno","93654","CA"," ","YES","",""
"SS0273","San Joaquin"," ","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","San Joaquin","Fresno","93660","CA"," ","YES","",""
"SS0274","Sand Creek"," ","Operational","PG&E","PG&E","M"," ","","","33kV to 92kV","Orosi","Tulare","93647","CA"," ","YES","",""
"SS0275","Sanger"," ","Operational","PG&E","PG&E","M"," ","","YES","110kV to 161kV","Sanger","Fresno","93657","CA"," ","YES","",""
"SS0276","Schindler"," ","Operational","PG&E","PG&E","L"," ","","YES","110kV to 161kV","Huron","Fresno","93234","CA"," ","YES","",""
"SS0277","Stroud"," ","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Huron","Fresno","93234","CA"," ","YES","",""
"SS0278","Tivy Valley"," ","Operational","PG&E","PG&E","M"," ","","","33kV to 92kV","Sanger","Fresno","93657","CA"," ","YES","",""
"SS0279","Air Products"," ","Operational","Other","Other","M"," ","","YES","110kV to 161kV","Fresno","Fresno","93725","CA"," ","","",""
"SS0280","Wahtoke"," ","Operational","PG&E","PG&E","L"," ","","YES","110kV to 161kV","Reedley","Fresno","93654","CA"," ","","",""
"SS0281","Wesix"," ","Operational","WAPA","WAPA","L"," ","","","33kV to 92kV","Tranquillity","Fresno","93668","CA"," ","YES","",""
"SS0282","West Fresno"," ","Operational","PG&E","PG&E","M"," ","","YES","110kV to 161kV","Fresno","Fresno","93706","CA"," ","","",""
"SS0283","Westlands 16 Ra"," ","Operational","Other","Other","L"," ","","YES","110kV to 161kV","Coalinga","Fresno","93210","CA"," ","YES","",""
"SS0284","Westlands 18 Ra"," ","Operational","Other","Other","L"," ","","","33kV to 92kV","Coalinga","Fresno","93210","CA"," ","YES","",""
"SS0287","Woodward"," ","Operational","PG&E","PG&E","M"," ","","YES","110kV to 161kV","Clovis","Fresno","93619","CA"," ","","",""
"SS0294","Camp 10"," ","Operational","SCE","SCE","M"," ","","","220kV to 287kV","Shaver Lake","Fresno","93664","CA"," ","YES","YES",""
"SS0297","Line Creek"," ","Operational","SCE","SCE","M"," ","","","33kV to 92kV","Shaver Lake","Fresno","93664","CA"," ","YES","",""
"SS0298","Portal","LUNAR","Operational","SCE","SCE","M"," ","","","33kV to 92kV","Shaver Lake","Fresno","93664","CA"," ","YES","",""
"SS0300","Pitman"," ","Operational","SCE","SCE","M"," ","","","33kV to 92kV","Shaver Lake","Fresno","93664","CA"," ","YES","",""
"SS0303","De Francesco"," ","Operational","PG&E","PG&E","M"," ","","YES","110kV to 161kV","Firebaugh","Fresno","93622","CA"," ","","",""
"SS0304","Gates Wellhead"," ","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Huron","Fresno","93234","CA"," ","YES","",""
"SS0305","Jacinto"," ","Operational","PG&E","PG&E","U"," ","","","33kV to 92kV","Glenn","Glenn","95943","CA"," ","YES","",""
"SS0306","Capay"," ","Operational","PG&E","PG&E","U"," ","","","33kV to 92kV","Orland","Glenn","95963","CA"," ","YES","",""
"SS0307","Elk Creek"," ","Operational","PG&E","PG&E","U"," ","","","33kV to 92kV","Elk Creek","Glenn","95939","CA"," ","YES","",""
"SS0308","Glenn"," ","Operational","PG&E","PG&E","U"," ","","","220kV to 287kV","Orland","Glenn","95963","CA"," ","YES","YES",""
"SS0309","Headgate"," ","Operational","PG&E","PG&E","U"," ","","","33kV to 92kV","Orland","Glenn","95963","CA"," ","YES","",""
"SS0310","Logan Creek"," ","Operational","PG&E","PG&E","U"," ","","","220kV to 287kV","Willows","Glenn","95988","CA"," ","","YES",""
"SS0311","Orland B"," ","Operational","PG&E","PG&E","U"," ","","","33kV to 92kV","Orland","Glenn","95963","CA"," ","YES","",""
"SS0312","Provident"," ","Operational","PG&E","PG&E","U"," ","","","33kV to 92kV","Glenn","Glenn","95943","CA"," ","YES","",""
"SS0313","Willows A"," ","Operational","PG&E","PG&E","U"," ","","","33kV to 92kV","Willows","Glenn","95988","CA"," ","YES","",""
"SS0314","Stony Gorge"," ","Operational","PG&E","PG&E","U"," ","","","33kV to 92kV","Elk Creek","Glenn","95939","CA"," ","YES","",""
"SS0315","Ultra Power (Blue Lake)"," ","Operational","PG&E","PG&E","U"," ","","","33kV to 92kV","Arcata","Humboldt","95521","CA"," ","YES","",""
"SS0317","Arcata"," ","Operational","PG&E","PG&E","U"," ","","","110kV to 161kV","Arcata","Humboldt","95521","CA"," ","","",""
"SS0318","Big Lagoon"," ","Operational","PG&E","PG&E","U"," ","","","33kV to 92kV","Trinidad","Humboldt","95570","CA"," ","YES","",""
"SS0319","Blue Chip Milling"," ","Operational","Other","Other","U"," ","","","33kV to 92kV","Mckinleyville","Humboldt","95519","CA"," ","YES","",""
"SS0320","Blue Lake"," ","Operational","PG&E","PG&E","U"," ","","","110kV to 161kV","Arcata","Humboldt","95521","CA"," ","YES","",""
"SS0321","Bridgeville"," ","Operational","PG&E","PG&E","U"," ","","YES","110kV to 161kV","Bridgeville","Humboldt","95526","CA"," ","YES","",""
"SS0322","Carlotta"," ","Operational","PG&E","PG&E","U"," ","","","33kV to 92kV","Kneeland","Humboldt","95549","CA"," ","YES","",""
"SS0324","Eel River"," ","Operational","PG&E","PG&E","U"," ","","","33kV to 92kV","Ferndale","Humboldt","95536","CA"," ","YES","",""
"SS0325","Fairhaven"," ","Operational","PG&E","PG&E","U"," ","","","33kV to 92kV","Samoa","Humboldt","95564","CA"," ","YES","",""
"SS0326","Louisiana Pacific (Samoa)","FAIRHAVEN POWER","Operational","Other","Other","U"," ","","","33kV to 92kV","Samoa","Humboldt","95564","CA"," ","YES","",""
"SS0327","Fort Seward"," ","Operational","PG&E","PG&E","U"," ","","","33kV to 92kV","Blocksburg","Humboldt","95514","CA"," ","YES","",""
"SS0328","Fruitland"," ","Operational","PG&E","PG&E","U"," ","","","33kV to 92kV","Myers Flat","Humboldt","95554","CA"," ","YES","",""
"SS0329","Garberville"," ","Operational","PG&E","PG&E","U"," ","","","33kV to 92kV","Garberville","Humboldt","95542","CA"," ","YES","",""
"SS0330","Harris"," ","Operational","PG&E","PG&E","U"," ","","","33kV to 92kV","Eureka","Humboldt","95503","CA"," ","YES","",""
"SS0331","Hoopa"," ","Operational","PG&E","PG&E","U"," ","","","33kV to 92kV","Hoopa","Humboldt","95546","CA"," ","YES","",""
"SS0332","Humboldt"," ","Operational","PG&E","PG&E","U"," ","","YES","110kV to 161kV","Eureka","Humboldt","95503","CA"," ","YES","",""
"SS0333","Humboldt Bay"," ","Operational","PG&E","PG&E","U"," ","","","110kV to 161kV","Eureka","Humboldt","95503","CA"," ","YES","",""
"SS0334","Janes Creek"," ","Operational","PG&E","PG&E","U"," ","","","33kV to 92kV","Arcata","Humboldt","95521","CA"," ","YES","",""
"SS0335","Sierra Pacific Lumber"," ","Operational","Other","Other","U"," ","","","33kV to 92kV","Arcata","Humboldt","95521","CA"," ","YES","",""
"SS0336","Maple Creek"," ","Operational","PG&E","PG&E","U"," ","","YES","110kV to 161kV","Korbel","Humboldt","95550","CA"," ","YES","",""
"SS0337","Newburg"," ","Operational","PG&E","PG&E","U"," ","","","33kV to 92kV","Fortuna","Humboldt","95540","CA"," ","YES","",""
"SS0338","Windmaster"," ","Operational","Other","Other","M"," ","","","220kV to 287kV","Byron","Contra Costa","94514","CA"," ","","YES",""
"SS0339","Pacific Lumber"," ","Operational","Other","Other","U"," ","","","33kV to 92kV","Scotia","Humboldt","95565","CA"," ","YES","",""
"SS0340","Ridge Cabin"," ","Closed","PG&E","PG&E","U"," ","","","33kV to 92kV","Korbel","Humboldt","95550","CA","Closed per new pg&e map dated 04/99","YES","",""
"SS0341","Rio Dell"," ","Operational","PG&E","PG&E","U"," ","","","33kV to 92kV","Rio Dell","Humboldt","95562","CA"," ","YES","",""
"SS0342","Russ Ranch"," ","Operational","PG&E","PG&E","U"," ","","","110kV to 161kV","Korbel","Humboldt","95550","CA"," ","YES","",""
"SS0343","Mrip","SIMPSON PAPER (SAN JOAQUIN)","Operational","Other","Other","M"," ","","YES","110kV to 161kV","Ripon","San Joaquin","95366","CA"," ","","",""
"SS0344","Trinidad"," ","Operational","PG&E","PG&E","U"," ","","","33kV to 92kV","Trinidad","Humboldt","95570","CA"," ","YES","",""
"SS0345","Willow Creek"," ","Operational","PG&E","PG&E","U"," ","","","33kV to 92kV","Willow Creek","Humboldt","95573","CA"," ","YES","",""
"SS0346","Alamorio"," ","Operational","IID","IID","L"," ","","","33kV to 92kV","Brawley","Imperial","92227","CA"," ","YES","",""
"SS0347","Anza"," ","Operational","IID","IID","L"," ","","","33kV to 92kV","Thermal","Imperial","92274","CA"," ","YES","",""
"SS0348","Bard"," ","Operational","IID","IID","L"," ","","","33kV to 92kV","Winterhaven","Imperial","92283","CA"," ","YES","",""
"SS0349","Barret"," ","Operational","IID","IID","L"," ","","","33kV to 92kV","Winterhaven","Imperial","92283","CA"," ","YES","",""
"SS0350","Bombay"," ","Operational","IID","IID","L"," ","","","33kV to 92kV","Niland","Imperial","92257","CA"," ","YES","",""
"SS0353","Calexico"," ","Operational","IID","IID","L"," ","","","33kV to 92kV","Calexico","Imperial","92231","CA"," ","YES","",""
"SS0354","Calipatria"," ","Operational","IID","IID","L"," ","","","33kV to 92kV","Calipatria","Imperial","92233","CA"," ","YES","",""
"SS0355","Central"," ","Operational","IID","IID","L"," ","","","33kV to 92kV","El Centro","Imperial","92243","CA"," ","YES","",""
"SS0356","Dahlia"," ","Operational","IID","IID","L"," ","","","33kV to 92kV","El Centro","Imperial","92243","CA"," ","YES","",""
"SS0360","Desert Shores"," ","Operational","IID","IID","L"," ","","","33kV to 92kV","Thermal","Imperial","92274","CA"," ","YES","",""
"SS0361","Dixieland"," ","Operational","IID","IID","L"," ","","","33kV to 92kV","Thermal","Imperial","92274","CA"," ","YES","",""
"SS0373","El Centro"," ","Operational","IID","IID","L"," ","","YES","220kV to 287kV","El Centro","Imperial","92243","CA"," ","YES","YES",""
"SS0376","Euclid"," ","Operational","IID","IID","L"," ","","","33kV to 92kV","Imperial","Imperial","92251","CA"," ","YES","",""
"SS0381","Goldfields"," ","Operational","IID","IID","L"," ","","","33kV to 92kV","Winterhaven","Imperial","92283","CA"," ","YES","",""
"SS0382","Goldmine"," ","Operational","IID","IID","L"," ","","YES","110kV to 161kV","Winterhaven","Imperial","92283","CA"," ","YES","",""
"SS0384","Heber"," ","Operational","IID","IID","L"," ","","","33kV to 92kV","El Centro","Imperial","92243","CA"," ","YES","",""
"SS0385","Highline"," ","Operational","IID","IID","L"," ","","","220kV to 287kV","Holtville","Imperial","92250","CA"," ","YES","YES",""
"SS0386","Holly Sugar"," ","Operational","IID","IID","L"," ","","","33kV to 92kV","Brawley","Imperial","92227","CA"," ","YES","",""
"SS0387","Holtville"," ","Operational","IID","IID","L"," ","","","33kV to 92kV","Holtville","Imperial","92250","CA"," ","YES","",""
"SS0388","Imperial Valley"," ","Operational","IID","IID","L"," ","","","33kV to 92kV","Imperial","Imperial","92251","CA"," ","YES","",""
"SS0389","Imperial Valley"," ","Operational","SDG&E","SDG&E","L"," ","","YES","345kV to 500kV","Thermal","Imperial","92274","CA"," ","","YES","YES"
"SS0390","El Segundo"," ","Operational","SCE","SCE","L"," ","","","220kV to 287kV","El Segundo","Los Angeles","90245","CA"," ","YES","YES",""
"SS0391","Mesquite"," ","Operational","IID","IID","L"," ","","","33kV to 92kV","Imperial","Imperial","92251","CA"," ","YES","",""
"SS0392","Midway"," ","Operational","IID","IID","L"," ","","","220kV to 287kV","Calipatria","Imperial","92233","CA"," ","YES","YES",""
"SS0393","No Mans Land"," ","Operational","IID","IID","L"," ","","","33kV to 92kV","Winterhaven","Imperial","92283","CA"," ","YES","",""
"SS0394","Drop 2"," ","Operational","IID","IID","L"," ","","","33kV to 92kV","Winterhaven","Imperial","92283","CA"," ","YES","",""
"SS0395","Drop 1"," ","Operational","IID","IID","L"," ","","","33kV to 92kV","Winterhaven","Imperial","92283","CA"," ","YES","",""
"SS0396","Araz"," ","Operational","IID","IID","L"," ","","YES","110kV to 161kV","Winterhaven","Imperial","92283","CA"," ","","",""
"SS0397","Navy Base"," ","Operational","IID","IID","L"," ","","","33kV to 92kV","El Centro","Imperial","92243","CA"," ","YES","",""
"SS0398","Niland"," ","Operational","IID","IID","L"," ","","YES","110kV to 161kV","Calipatria","Imperial","92233","CA"," ","YES","",""
"SS0400","Oakley"," ","Operational","IID","IID","L"," ","","","33kV to 92kV","Brawley","Imperial","92227","CA"," ","YES","",""
"SS0403","Perry"," ","Operational","IID","IID","L"," ","","","33kV to 92kV","Calexico","Imperial","92231","CA"," ","YES","",""
"SS0404","Knob","Knob USBR","Operational","WAPA","WAPA","L"," ","","YES","110kV to 161kV","Winterhaven","Imperial","92283","CA"," ","","",""
"SS0406","Plaster City"," ","Operational","IID","IID","L"," ","","","33kV to 92kV","Thermal","Imperial","92274","CA"," ","YES","",""
"SS0407","Pruett"," ","Operational","IID","IID","L"," ","","","33kV to 92kV","Calexico","Imperial","92231","CA"," ","YES","",""
"SS0408","Brawley"," ","Operational","IID","IID","L"," ","","","33kV to 92kV","Brawley","Imperial","92227","CA"," ","YES","",""
"SS0410","Salton City"," ","Operational","IID","IID","L"," ","","","33kV to 92kV","Thermal","Imperial","92274","CA"," ","YES","",""
"SS0412","Seeley"," ","Operational","IID","IID","L"," ","","","33kV to 92kV","El Centro","Imperial","92243","CA"," ","YES","",""
"SS0413","Silsbee"," ","Operational","IID","IID","L"," ","","","33kV to 92kV","El Centro","Imperial","92243","CA"," ","YES","",""
"SS0414","Superstition"," ","Operational","IID","IID","L"," ","","","33kV to 92kV","Imperial","Imperial","92251","CA"," ","YES","",""
"SS0415","Valley"," ","Operational","IID","IID","L"," ","","","33kV to 92kV","El Centro","Imperial","92243","CA"," ","YES","",""
"SS0416","Verde"," ","Operational","IID","IID","L"," ","","","33kV to 92kV","Holtville","Imperial","92250","CA"," ","YES","",""
"SS0420","Westmorland"," ","Operational","IID","IID","L"," ","","","33kV to 92kV","Westmorland","Imperial","92281","CA"," ","YES","",""
"SS0421","Winterhaven"," ","Operational","IID","IID","L"," ","","","33kV to 92kV","Winterhaven","Imperial","92283","CA"," ","YES","",""
"SS0440","Deep Springs"," ","Closed","SCE","SCE","M"," ","","","33kV to 92kV","Big Pine","Inyo","93513","CA","Closed per new sc&e map 01-99","YES","",""
"SS0441","Haiwee"," ","Operational","SCE","SCE","L"," ","","YES","110kV to 161kV","Ridgecrest","Inyo","93555","CA"," ","YES","",""
"SS0442","Lone Pine"," ","Operational","SCE","SCE","M"," ","","YES","110kV to 161kV","Lone Pine","Inyo","93545","CA"," ","","",""
"SS0443","Morgan"," ","Operational","SCE","SCE","M"," ","","","33kV to 92kV","Bishop","Inyo","93514","CA"," ","YES","",""
"SS0444","Mt. Tom"," ","Operational","SCE","SCE","M"," ","","","33kV to 92kV","Bishop","Inyo","93514","CA"," ","YES","",""
"SS0451","Roberts"," ","Closed","SCE","SCE","M"," ","","","33kV to 92kV","Bishop","Inyo","93514","CA","Closed per new sc&e map 01-99","YES","",""
"SS0455","Berrenda A"," ","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Lost Hills","Kern","93249","CA"," ","YES","",""
"SS0456","Berrenda C"," ","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Lost Hills","Kern","93249","CA"," ","YES","",""
"SS0457","Castaic"," ","Operational","Other","Other","L"," ","","","33kV to 92kV","Frazier Park","Kern","93225","CA"," ","YES","",""
"SS0458","Cawelo B"," ","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Bakersfield","Kern","93308","CA"," ","YES","",""
"SS0459","Cawelo C"," ","Operational","PG&E","PG&E","L"," ","","YES","110kV to 161kV","Bakersfield","Kern","93308","CA"," ","","",""
"SS0460","Emidio Mobil"," ","Operational","Other","Other","L"," ","","","33kV to 92kV","Bakersfield","Kern","93313","CA"," ","YES","",""
"SS0461","Kernwater"," ","Operational","PG&E","PG&E","L"," ","","YES","110kV to 161kV","Bakersfield","Kern","93308","CA"," ","","",""
"SS0462","Lebec"," ","Operational","SCE","SCE","L"," ","","","220kV to 287kV","Rosamond","Kern","93560","CA"," ","YES","YES",""
"SS0463","Lost Hills"," ","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Lost Hills","Kern","93249","CA"," ","YES","",""
"SS0464","Petrol"," ","Operational","PG&E","PG&E","L"," ","","YES","110kV to 161kV","Bakersfield","Kern","93308","CA"," ","YES","",""
"SS0465","Valpredo"," ","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Bakersfield","Kern","93313","CA"," ","YES","",""
"SS0466","Pacific Pipeline","WARREN","Operational","Other","Other","L"," ","","","33kV to 92kV","Lebec","Kern","93243","CA"," ","YES","",""
"SS0470","Antelope"," ","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Lost Hills","Kern","93249","CA"," ","YES","",""
"SS0471","Arco"," ","Operational","PG&E","PG&E","L"," ","","","220kV to 287kV","Lost Hills","Kern","93249","CA"," ","YES","YES",""
"SS0472","Arvin"," ","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Arvin","Kern","93203","CA"," ","YES","",""
"SS0473","Arvin-Edison"," ","Operational","Other","Other","L"," ","","YES","110kV to 161kV","Bakersfield","Kern","93307","CA"," ","","",""
"SS0474","Bakersfield"," ","Operational","PG&E","PG&E","L"," ","","","220kV to 287kV","Bakersfield","Kern","93301","CA"," ","YES","YES",""
"SS0475","Blackwell"," ","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Lost Hills","Kern","93249","CA"," ","YES","",""
"SS0476","Cadet"," ","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Taft","Kern","93268","CA"," ","YES","",""
"SS0477","Carnation Dairy"," ","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Bakersfield","Kern","93313","CA"," ","YES","",""
"SS0478","Carneras"," ","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Lost Hills","Kern","93249","CA"," ","YES","",""
"SS0479","Celeron"," ","Operational","Other","Other","L"," ","","","33kV to 92kV","Mc Kittrick","Kern","93251","CA"," ","YES","",""
"SS0480","Chalk","CHALK CLIFF","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Maricopa","Kern","93252","CA"," ","YES","",""
"SS0481","Charca"," ","Operational","PG&E","PG&E","L"," ","","YES","110kV to 161kV","Wasco","Kern","93280","CA"," ","","",""
"SS0482","Columbus"," ","Operational","PG&E","PG&E","L"," ","","YES","110kV to 161kV","Bakersfield","Kern","93306","CA"," ","YES","",""
"SS0483","Copus"," ","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Bakersfield","Kern","93311","CA"," ","YES","",""
"SS0484","Cymric"," ","Operational","Other","Other","L"," ","","YES","110kV to 161kV","Mc Kittrick","Kern","93251","CA"," ","","",""
"SS0485","Devils Den"," ","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Lost Hills","Kern","93249","CA"," ","YES","",""
"SS0486","Dexel"," ","Operational","Other","Other","L"," ","","YES","110kV to 161kV","Bakersfield","Kern","93308","CA"," ","","",""
"SS0487","Discovery"," ","Operational","Other","Other","L"," ","","YES","110kV to 161kV","Bakersfield","Kern","93308","CA"," ","","",""
"SS0488","Double C"," ","Operational","Other","Other","L"," ","","YES","110kV to 161kV","Bakersfield","Kern","93308","CA"," ","","",""
"SS0489","Eisen","EISEN BOLTHOUSE FARMS","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Bakersfield","Kern","93307","CA"," ","YES","",""
"SS0490","Elk Hills"," ","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Taft","Kern","93268","CA"," ","YES","",""
"SS0491","Famoso"," ","Operational","PG&E","PG&E","L"," ","","YES","110kV to 161kV","Mc Farland","Kern","93250","CA"," ","YES","",""
"SS0492","Fellows"," ","Operational","PG&E","PG&E","L"," ","","YES","110kV to 161kV","Fellows","Kern","93224","CA"," ","","",""
"SS0493","Frito Lay"," ","Operational","Other","Other","L"," ","","YES","110kV to 161kV","Bakersfield","Kern","93314","CA"," ","","",""
"SS0494","Fruitvale"," ","Operational","PG&E","PG&E","L"," ","","YES","110kV to 161kV","Bakersfield","Kern","93308","CA"," ","","",""
"SS0495","Ganso"," ","Operational","PG&E","PG&E","L"," ","","YES","110kV to 161kV","Wasco","Kern","93280","CA"," ","YES","",""
"SS0496","Gardner"," ","Operational","Other","Other","L"," ","","","33kV to 92kV","Taft","Kern","93268","CA"," ","YES","",""
"SS0497","Goose Lake"," ","Operational","PG&E","PG&E","L"," ","","YES","110kV to 161kV","Lost Hills","Kern","93249","CA"," ","","",""
"SS0498","Grapevine"," ","Operational","Other","Other","L"," ","","","33kV to 92kV","Lebec","Kern","93243","CA"," ","YES","",""
"SS0499","Kelley"," ","Operational","Other","Other","L"," ","","","33kV to 92kV","Frazier Park","Kern","93225","CA"," ","YES","",""
"SS0502","Kern Front"," ","Operational","PG&E","PG&E","L"," ","","YES","110kV to 161kV","Bakersfield","Kern","93308","CA"," ","","",""
"SS0503","Kernridge"," ","Operational","PG&E","PG&E","L"," ","","YES","110kV to 161kV","Mc Kittrick","Kern","93251","CA"," ","YES","",""
"SS0504","Lakeview"," ","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Bakersfield","Kern","93313","CA"," ","YES","",""
"SS0505","Lamont"," ","Operational","PG&E","PG&E","L"," ","","YES","110kV to 161kV","Bakersfield","Kern","93307","CA"," ","","",""
"SS0506","Lerdo"," ","Operational","PG&E","PG&E","L"," ","","YES","110kV to 161kV","Bakersfield","Kern","93308","CA"," ","YES","",""
"SS0507","Texaco Usa Inc.","TEXACO (LOST HILLS)","Operational","Other","Other","L"," ","","","33kV to 92kV","Lost Hills","Kern","93249","CA"," ","YES","",""
"SS0508","Magunden"," ","Operational","PG&E","PG&E","L"," ","","YES","220kV to 287kV","Bakersfield","Kern","93306","CA"," ","YES","YES",""
"SS0509","Maricopa"," ","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Taft","Kern","93268","CA"," ","YES","",""
"SS0510","Mc Farland"," ","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Mc Farland","Kern","93250","CA"," ","YES","",""
"SS0511","Sysquoc"," ","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Mc Kittrick","Kern","93251","CA"," ","YES","",""
"SS0512","Midsun"," ","Operational","Other","Other","L"," ","","YES","110kV to 161kV","Fellows","Kern","93224","CA"," ","","",""
"SS0513","Midway"," ","Operational","PG&E","PG&E","L"," ","","YES","345kV to 500kV","Buttonwillow","Kern","93206","CA"," ","","YES","YES"
"SS0514","Mobil"," ","Operational","Other","Other","L"," ","","","33kV to 92kV","Fellows","Kern","93224","CA"," ","YES","",""
"SS0515","Moco"," ","Operational","Other","Other","L"," ","","","33kV to 92kV","Maricopa","Kern","93252","CA"," ","YES","",""
"SS0516","Mt. Poso"," ","Operational","Other","Other","L"," ","","YES","110kV to 161kV","Bakersfield","Kern","93308","CA"," ","","",""
"SS0518","Norco"," ","Operational","PG&E","PG&E","L"," ","","YES","110kV to 161kV","Tupman","Kern","93276","CA"," ","","",""
"SS0520","Old River"," ","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Bakersfield","Kern","93313","CA"," ","YES","",""
"SS0521","Panama"," ","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Bakersfield","Kern","93307","CA"," ","YES","",""
"SS0522","Petro Lewis"," ","Operational","Other","Other","L"," ","","","33kV to 92kV","Lost Hills","Kern","93249","CA"," ","YES","",""
"SS0524","Ultra Power (Ogle)"," ","Operational","Other","Other","L"," ","","YES","110kV to 161kV","Bakersfield","Kern","93308","CA"," ","","",""
"SS0525","Rio Bravo"," ","Operational","PG&E","PG&E","L"," ","","YES","110kV to 161kV","Bakersfield","Kern","93314","CA"," ","","",""
"SS0526","Rio Bravo Hydro"," ","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Bakersfield","Kern","93306","CA"," ","YES","",""
"SS0527","Rose"," ","Operational","Other","Other","L"," ","","","33kV to 92kV","Arvin","Kern","93203","CA"," ","YES","",""
"SS0528","Rosedale"," ","Operational","PG&E","PG&E","L"," ","","YES","110kV to 161kV","Bakersfield","Kern","93308","CA"," ","","",""
