Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Technology,Prime Mover,Operating Month,Operating Year,Nameplate Capacity (MW),Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Nameplate Reactive Power Rating,Storage Technology 1,Storage Technology 2,Storage Technology 3,Storage Technology 4,Storage Enclosure Type,Arbitrage,Frequency Regulation,Load Following,Ramping / Spinning Reserve,Co-Located Renewable Firming,Transmission and Distribution Deferral,System Peak Shaving,Load Management,Voltage or Reactive Power Support,Backup Power,Excess Wind and Solar Generation,Year,geohash,match_dist_km
17609,Southern California Edison Co,56472,Grapeland Hybrid,CA,San Bernardino,BA1,OP,Batteries,BA,12,2016,10.0,10.0,10.0,10.0,6.0,LIB,,,,BL,N,Y,,Y,N,N,,,,,,2020,9qh3ky,9.56
17609,Southern California Edison Co,56475,Center Hybrid,CA,Los Angeles,BA1,OP,Batteries,BA,12,2016,10.0,10.0,10.0,10.0,6.0,LIB,,,,BL,N,Y,,Y,N,N,,,,,,2020,9q5bwz,8.56
56918,University of California San Diego,57584,University of California San Diego Hybrid,CA,San Diego,BS1,OP,Batteries,BA,12,2015,2.5,2.5,2.5,2.5,2.5,LIB,,,,CS,,,Y,,,,Y,Y,,,,2020,9mudw2,13.84
58544,Sierra Nevada Brewing Co,58585,Sierra Nevada Brewing Co Hybrid,CA,Butte,BESS,OP,Batteries,BA,2,2017,0.5,1.0,0.5,0.5,0.5,LIB,,,,OT,,,,,,,Y,,,,Y,2020,9r13pb,23.76
15473,Public Service Co of NM,58899,Prosperity Energy Storage Facility Hybrid,NM,Bernalillo,GEN-2,OP,Batteries,BA,9,2011,0.8,1.3,0.5,0.5,0.8,PBB,,,,CS,Y,,,,,,Y,Y,,,Y,2020,9wdb95,255.53
14328,Pacific Gas & Electric Co.,59256,Vaca Dixon Battery Storage System,CA,Solano,BAT1,OP,Batteries,BA,1,2013,2.0,14.0,2.0,2.0,2.5,NAB,,,,CS,Y,Y,,Y,,,,,,,,2020,9qc63x,1.49
14328,Pacific Gas & Electric Co.,59257,Yerba Buena,CA,Santa Clara,YB1,OP,Batteries,BA,11,2013,4.0,28.0,4.0,4.0,5.0,NAB,,,,CS,Y,Y,,Y,,,,,,Y,,2020,9q97v8,9.32
17609,Southern California Edison Co,59661,Tehachapi Energy Storage Project,CA,Kern,TSP1,OP,Batteries,BA,4,2016,8.0,32.0,8.0,8.0,4.0,LIB,,,,BL,N,N,,Y,N,,,,,,,2020,9q5zqv,20.36
17470,PUD 1 of Snohomish County,60016,MESA 1,WA,Snohomish,A,OP,Batteries,BA,7,2015,1.0,0.5,1.0,1.0,0.9,LIB,,,,CS,Y,,,,,,Y,Y,,,,2020,c2967d,44.1
17470,PUD 1 of Snohomish County,60016,MESA 1,WA,Snohomish,B,OP,Batteries,BA,2,2016,1.0,0.5,1.0,1.0,0.9,LIB,,,,CS,Y,,,,,,Y,Y,,,,2020,c2967d,44.1
60947,Tesla Inc.,60231,Genentech-Oceanside Hybrid,CA,San Diego,BA1,OP,Batteries,BA,4,2016,2.0,2.0,1.0,1.0,1.0,LIB,,,,CS,,,,,,,,Y,,Y,Y,2020,9mumuf,29.84
60038,Silicon Valley Clean Water,60249,Silicon Valley Clean Water,CA,San Mateo,BES,OP,Batteries,BA,11,2020,1.0,2.0,1.0,1.0,1.0,LIB,,,,CS,,,,,,,Y,,,,,2020,9q9jb9,8.93
15248,Portland General Electric Co,60441,Salem Smart Power Center,OR,Marion,SSPC,SB,Batteries,BA,8,2013,5.0,1.3,5.0,5.0,5.0,LIB,,,,BL,,Y,,,Y,,Y,Y,,,,2020,9rb6wg,97.06
15500,Puget Sound Energy Inc,60444,Glacier Battery Storage,WA,Whatcom,GLA,OP,Batteries,BA,9,2016,2.0,4.4,2.0,2.0,2.0,LIB,,,,CT,Y,Y,Y,Y,,,Y,,,Y,,2020,c2c10y,65.7
60278,64KT 8me LLC,60491,Springbok 3 Solar Farm Hybrid,CA,Kern,SB3BS,OP,Batteries,BA,7,2019,1.5,1.5,1.5,1.5,1.5,LIB,,,,CT,,Y,,,,,,,Y,,Y,2020,9q5zqv,20.51
60336,SDGE Batteries,60565,Borrego Springs Energy Storage,CA,San Diego,SES1,OP,Batteries,BA,12,2012,0.5,1.5,0.5,0.5,1.5,LIB,,,,CS,N,,,,,,Y,,,,,2020,9qj152,76.1
60336,SDGE Batteries,60565,Borrego Springs Energy Storage,CA,San Diego,SES2,OP,Batteries,BA,2,2014,1.0,3.0,1.0,1.0,1.5,LIB,,,,CS,,,,,,,Y,,,Y,,2020,9qj152,76.1
60336,SDGE Batteries,60566,Pala Energy Storage Yard,CA,San Diego,SES1,OP,Batteries,BA,12,2012,0.5,1.5,0.5,0.5,1.5,LIB,,,,CS,,,,,,,Y,,,,,2020,9mumuf,41.31
60336,SDGE Batteries,60566,Pala Energy Storage Yard,CA,San Diego,SES2,OP,Batteries,BA,8,2015,1.0,2.0,1.0,1.0,1.5,LIB,,,,CS,,,,,,,Y,,,,,2020,9mumuf,41.31
60336,SDGE Batteries,60567,Ortega Highway Energy Storage,CA,Orange,SES1,OP,Batteries,BA,5,2015,1.0,3.0,1.0,1.0,2.0,LIB,,,,CS,,,,,,,Y,Y,,Y,,2020,9mumuf,21.4
60336,SDGE Batteries,60567,Ortega Highway Energy Storage,CA,Orange,SES2,OP,Batteries,BA,10,2015,1.0,3.0,1.0,1.0,2.0,LIB,,,,CS,,,,,,,Y,Y,,Y,,2020,9mumuf,21.4
60336,SDGE Batteries,60568,Canyon Crest Academy,CA,San Diego,SES,OP,Batteries,BA,10,2014,1.0,3.0,1.0,1.0,1.0,LIB,,,,CS,,,,,,,Y,Y,,Y,,2020,9mudw2,20.11
16609,San Diego Gas & Electric Co,60569,El Cajon Energy Storage,CA,San Diego,SES,OP,Batteries,BA,2,2017,7.5,30.0,7.5,7.5,7.5,LIB,,,,CS,Y,,,,,,,,,Y,,2020,9mudw2,8.72
16609,San Diego Gas & Electric Co,60570,Escondido Energy Storage,CA,San Diego,SES,OP,Batteries,BA,3,2017,30.0,120.0,30.0,30.0,30.0,LIB,,,,CS,Y,,,,,,,,,Y,Y,2020,9mudw2,37.94
17609,Southern California Edison Co,60661,Mira Loma Energy Storage Facility,CA,San Bernardino,013A,OP,Batteries,BA,12,2016,10.0,40.0,10.0,10.0,3.3,LIB,,,,CS,Y,Y,Y,Y,,Y,Y,Y,Y,,,2020,9qh3ky,0.4
17609,Southern California Edison Co,60661,Mira Loma Energy Storage Facility,CA,San Bernardino,013B,OP,Batteries,BA,12,2016,10.0,40.0,10.0,10.0,3.3,LIB,,,,CS,Y,Y,Y,Y,,Y,Y,Y,Y,,,2020,9qh3ky,0.4
20323,"Wellhead Services, Inc",60698,Stanton Energy Reliability Center Hybrid,CA,Orange,BESS1,OP,Batteries,BA,8,2020,10.0,4.5,10.0,10.0,,LIB,,,,CS,,Y,Y,Y,,,,,,,,2020,9mupsy,13.97
20323,"Wellhead Services, Inc",60698,Stanton Energy Reliability Center Hybrid,CA,Orange,BESS2,OP,Batteries,BA,8,2020,10.0,4.5,10.0,10.0,,LIB,,,,CS,,Y,Y,Y,,,,,,,,2020,9mupsy,13.97
61198,esVolta LP,60760,Millikan BESS,CA,Orange,PE101,OP,Batteries,BA,12,2016,2.0,8.0,2.0,2.0,2.0,LIB,,,,BL,Y,Y,,,,,,,,,,2020,9mupsy,7.29
7294,City of Glendale - (CA),60974,Glendale Battery Energy Storage System,CA,Los Angeles,2BESS,OP,Batteries,BA,10,2017,2.0,1.0,1.0,2.0,2.0,LIB,,,,CS,,,,,,Y,,,,,,2020,9q5fm0,3.2
60633,"Iron Horse Battery Storage, LLC",60996,Iron Horse Battery Storage Hybrid,AZ,Pima,BA1,OP,Batteries,BA,4,2017,10.0,10.0,10.0,10.0,10.0,LIB,,,,CS,,Y,,,,,,,,,Y,2020,9w01f3,263.94
60723,VRF Battery Plant,61107,Vanadium Redox Flow Battery Plant,CA,San Diego,VRF,OP,Batteries,BA,6,2017,2.0,8.0,2.0,2.0,2.3,FLB,,,,CS,,Y,Y,,Y,,Y,Y,Y,,,2020,9muccv,0.61
60834,Pima Energy Storage System,61197,Pima Energy Storage System,AZ,Pima,PIMA,OP,Batteries,BA,1,2017,10.0,2.5,8.0,10.0,2.9,LIB,,,,CS,,Y,,,,,,,,,,2020,9w01f3,240.81
11208,Los Angeles Department of Water & Power,61431,Beacon BESS 1,CA,Kern,BCNB1,OP,Batteries,BA,10,2018,20.0,10.0,20.0,20.0,15.0,LIB,,,,CS,,Y,,,Y,,,,Y,,Y,2020,9q5zqv,26.33
15466,Public Service Co of Colorado,61439,Panasonic Carport Solar Hybrid,CO,Adams,PANBS,OP,Batteries,BA,8,2017,1.0,2.2,1.0,1.0,1.0,LIB,,,,CS,Y,Y,,Y,,,,,,Y,Y,2020,9wve62,141.33
61277,"Vista Energy Storage, LLC",61661,Vista Energy Storage System ,CA,San Diego,VISTA,OP,Batteries,BA,6,2018,40.0,40.0,40.0,40.0,40.0,LIB,,,,BL,Y,Y,,Y,,,,,,,,2020,9mumuf,33.79
61295,"Pinal Central Energy Center, LLC",61678,Pinal Central Energy Center Hybrid,AZ,Pinal,BA1,OP,Batteries,BA,4,2018,10.0,40.0,10.0,10.0,10.0,LIB,,,,CS,,,,,,,Y,,,,Y,2020,9w01f3,154.12
61344,Advanced Microgrid Solutions,61721,HEBT WLA 1,CA,Orange,WLA01,OP,Batteries,BA,8,2019,1.0,6.9,1.0,1.0,1.0,LIB,,,,OT,Y,,,,,,Y,Y,,,,2020,9qh0rw,22.13
61344,Advanced Microgrid Solutions,61722,HEBT Irvine 1,CA,Orange,IRV01,OP,Batteries,BA,5,2018,1.0,6.5,1.0,1.0,1.0,LIB,,,,OT,,,,,,,Y,Y,,,,2020,9mupsy,5.77
61344,Advanced Microgrid Solutions,61722,HEBT Irvine 1,CA,Orange,IRV1W,OP,Batteries,BA,5,2018,4.5,27.0,4.5,4.5,4.5,LIB,,,,OT,,,,,,,Y,Y,,,,2020,9mupsy,5.77
61344,Advanced Microgrid Solutions,61723,HEBT Irvine 2,CA,Orange,IRV06,OP,Batteries,BA,8,2018,2.5,15.0,2.5,2.5,2.5,LIB,,,,OT,,,,,,,Y,Y,,,,2020,9mupsy,13.74
61344,Advanced Microgrid Solutions,61723,HEBT Irvine 2,CA,Orange,IRV2W,OP,Batteries,BA,2,2018,3.3,19.8,3.3,3.3,3.3,LIB,,,,OT,,,,,,,Y,Y,,,,2020,9mupsy,13.74
61420,ENGIE Storage Services NA LLC,61795,Pacific Union College BESS,CA,Napa,12649,OP,Batteries,BA,6,2020,1.0,2.0,1.0,1.0,1.0,LIB,,,,CS,Y,,,,,,,Y,,,,2020,9qben2,28.77
61482,"AES ES GILBERT, LLC",61861,AES ES GILBERT,AZ,Maricopa,SRP,OP,Batteries,BA,1,2019,10.0,40.0,10.0,10.0,10.0,LIB,,,,BL,Y,,,,,,,,,,,2020,9w01f3,80.18
803,Arizona Public Service Co,61913,Punkin Center Battery Storage,AZ,Gila,B1,OP,Batteries,BA,6,2018,2.0,8.0,2.0,2.0,2.2,LIB,,,,CS,,Y,,,,,,,,Y,,2020,9w01f3,102.24
61531,"Casa Mesa Wind, LLC",61925,Casa Mesa Wind Energy Center Hybrid,NM,Quay,CMNMB,OP,Batteries,BA,11,2018,1.0,1.0,1.0,1.0,12.5,LIB,,,,CS,,Y,,,,,,,,,Y,2020,9wve62,442.7
61872,Gavilan District College Solar Project,61993,Gavilan Community College Solar Project,CA,Santa Clara,GDCBA,OP,Batteries,BA,6,2019,0.5,0.5,0.2,0.3,0.3,LIB,,,,CS,,,,,,,,,,,Y,2020,9q97v8,27.86
61944,Goldman Sachs Renewable Power Group,61995,UC Merced Solar Hybrid,CA,Merced,UCMBA,OP,Batteries,BA,12,2018,0.5,0.9,0.5,0.5,0.5,LIB,,,,CS,N,,,,,,Y,,,,Y,2020,9q9fy1,62.8
19499,"United Power, Inc",62373,I25 Battery Storage,CO,Weld,I25BA,OP,Batteries,BA,12,2018,4.0,16.0,4.0,4.0,0.4,LIB,,,,CS,,,,,,,Y,,,,,2020,9xkgmv,147.03
61957,Kearny Mesa Storage LLC,62441,Kearny Mesa Storage LLC,CA,San Diego,U1,OP,Batteries,BA,2,2020,1.0,1.0,1.0,1.0,1.0,LIB,,,,CS,,,,,Y,,,,,,,2020,9mudw2,3.63
62876,"Department of the Army, Fort Carson",63022,Fort Carson Battery Energy Storage System,CO,El Paso,1,OP,Batteries,BA,12,2018,4.2,8.5,4.2,4.2,1.4,LIB,,,,CS,,,,,,,,Y,,,,2020,9wve62,24.77
63246,"EDF Renewables Distributed Solutions, Inc",63412,San Diego Zoo,CA,San Diego,SDZOO,OP,Batteries,BA,10,2019,1.0,4.0,1.0,1.0,1.6,LIB,,,,CS,N,,,,,,Y,,,,,2020,9mudw2,5.12
62856,"Forefront Power, LLC",63420,Fresno Bullard High School Hybrid,CA,Fresno,BA903,OP,Batteries,BA,3,2020,0.4,0.4,0.4,0.4,0.0,LIB,,,,CS,,,,,,,Y,,,,Y,2020,9qd9xh,10.76
62856,"Forefront Power, LLC",63421,Fresno Hoover High School Hybrid,CA,Fresno,BA291,OP,Batteries,BA,3,2020,0.2,0.2,0.2,0.2,0.0,LIB,,,,CS,,,,,,,Y,,,,Y,2020,9qd9xh,14.17
62856,"Forefront Power, LLC",63422,Fresno Sunnyside High School Hybrid,CA,Fresno,BA112,OP,Batteries,BA,12,2020,0.3,0.3,0.3,0.3,0.0,LIB,,,,CS,,,,,,,Y,,,,Y,2020,9qdbm8,15.55
60947,Tesla Inc.,63510,Walnut Unified School District Walnut HS Hybrid,CA,Los Angeles,ST1,OP,Batteries,BA,2,2020,0.5,0.5,0.1,0.1,0.1,LIB,,,,CS,,,,,,,,Y,,Y,Y,2020,9qh0rw,22.24
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63609,Allergan,CA,Orange,ALRGN,OP,Batteries,BA,7,2019,1.5,9.0,1.5,1.5,1.5,LIB,,,,OT,Y,,,,,,,Y,,,,2020,9mupsy,6.02
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63610,Baker,CA,Orange,BAKER,OP,Batteries,BA,4,2019,1.2,6.3,1.2,1.2,1.2,LIB,,,,OT,Y,,,,,,Y,,,,,2020,9qh0rw,21.51
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63611,CSU Long Beach,CA,Los Angeles,CSULB,OP,Batteries,BA,3,2017,2.5,15.0,2.5,2.5,2.5,LIB,,,,OT,Y,,,,,,Y,,,,,2020,9q5bwz,12.37
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63612,DATS,CA,Orange,DATS0,OP,Batteries,BA,4,2017,1.0,6.0,1.0,1.0,1.0,LIB,,,,OT,Y,,,,,,Y,,,,,2020,9mupsy,2.17
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63613,Downey,CA,Los Angeles,DOWNY,OP,Batteries,BA,12,2019,2.0,13.0,2.0,2.0,2.0,LIB,,,,OT,Y,,,,,,Y,,,,,2020,9q5bwz,6.14
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63614,LAWRP,CA,Orange,LAWRP,OP,Batteries,BA,4,2019,1.0,5.0,1.0,1.0,1.0,LIB,,,,OT,Y,,,,,,Y,,,,,2020,9mupsy,19.48
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63615,Long Beach Convention Center,CA,Los Angeles,LBCON,OP,Batteries,BA,4,2019,1.5,8.6,1.5,1.5,1.5,LIB,,,,OT,Y,,,,,,Y,,,,,2020,9q5bwz,12.83
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63616,OCSD,CA,Orange,OCSD1,OP,Batteries,BA,8,2019,4.9,32.6,4.9,4.9,4.9,LIB,,,,OT,Y,,,,,,Y,,,,,2020,9mupsy,2.78
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63617,SOCCD,CA,Orange,SOCCD,OP,Batteries,BA,6,2019,1.3,7.2,1.3,1.3,1.3,LIB,,,,OT,Y,,,,,,Y,,,,,2020,9mupsy,12.64
63512,"Gateway Energy Storage, LLC",63834,Gateway Energy Storage System,CA,San Diego,GTWAY,OP,Batteries,BA,7,2020,250.0,250.0,250.0,250.0,3.0,LIB,,,,BL,Y,,Y,Y,,,,,,,,2020,9muccv,14.01
20160,Energy Northwest,64198,"Horn Rapids Solar, Storage and Training",WA,Benton,HRBE,OP,Batteries,BA,12,2020,1.0,4.0,1.0,1.0,2.4,LIB,,,,CS,,,,,Y,,Y,,,,,2020,c26crp,40.14
62854,"Solar Star California LXXVIII, LLC",64601,County of San Diego COC Hybrid,CA,San Diego,ESS,OP,Batteries,BA,7,2020,0.4,1.0,0.4,0.4,1.0,LIB,,,,CS,,,,,,,,Y,,,Y,2020,9mudw2,5.55
64229,"SEPV Sierra, LLC",64611,SEPV Sierra,CA,Los Angeles,1,OP,Batteries,BA,4,2020,6.0,3.4,6.0,6.0,6.0,LIB,,,,CS,Y,,,Y,Y,,,Y,Y,,Y,2020,9qhh0n,27.26
16572,Salt River Project,141,Agua Fria,AZ,Maricopa,AFSB1,OP,Batteries,BA,9,2021,25.0,100.0,25.0,25.0,25.0,LIB,,,,OT,Y,,,,,,Y,,,,,2021,9w01f3,59.3
54802,Dynegy -Moss Landing LLC,260,Dynegy Moss Landing Power Plant Hybrid,CA,Monterey,BAT1,OP,Batteries,BA,5,2021,300.0,300.0,300.0,300.0,300.0,LIB,,,,BL,Y,Y,,,,,,,,,,2021,9q92vz,8.69
54802,Dynegy -Moss Landing LLC,260,Dynegy Moss Landing Power Plant Hybrid,CA,Monterey,BAT2,OP,Batteries,BA,5,2021,100.0,100.0,100.0,100.0,100.0,LIB,,,,BL,Y,Y,,,,,,,,,,2021,9q92vz,8.69
9216,Imperial Irrigation District,389,El Centro Hybrid,CA,Imperial,BESS,OP,Batteries,BA,10,2016,30.0,20.0,30.0,30.0,14.4,LIB,,,,BL,N,Y,Y,Y,N,,,,Y,,,2021,9mvffm,6.46
17609,Southern California Edison Co,6704,Pebbly Beach Generating Station Hybrid,CA,Los Angeles,NASB1,OP,Batteries,BA,8,2012,1.0,6.8,1.0,1.0,0.8,NAB,,,,CS,,,,Y,,,Y,Y,Y,,,2021,9mupsy,54.93
54736,"VESI Pomona Energy Storage, Inc.",50300,VESI Pomona,CA,Los Angeles,BESS1,OP,Batteries,BA,12,2016,20.0,20.0,20.0,20.0,20.0,LIB,,,,BL,,Y,Y,,,,,,,,,2021,9qh3ky,20.16
1752,Biola University,54296,Biola University Hybrid,CA,Los Angeles,BATT,OP,Batteries,BA,2,2018,0.3,0.5,0.3,0.3,0.3,LIB,,,,CS,,,,,,,Y,,,,,2021,9q5bwz,15.28
17609,Southern California Edison Co,56472,Grapeland Hybrid,CA,San Bernardino,BA1,OP,Batteries,BA,12,2016,10.0,10.0,10.0,10.0,6.0,LIB,,,,BL,N,Y,,Y,N,N,,,,,,2021,9qh3ky,9.56
17609,Southern California Edison Co,56475,Center Hybrid,CA,Los Angeles,BA1,OP,Batteries,BA,12,2016,10.0,10.0,10.0,10.0,6.0,LIB,,,,BL,N,Y,,Y,N,N,,,,,,2021,9q5bwz,8.56
56918,University of California San Diego,57584,University of California San Diego Hybrid,CA,San Diego,BS1,OP,Batteries,BA,12,2015,2.5,2.5,2.5,2.5,2.5,LIB,,,,CS,,,Y,,,,Y,Y,,,,2021,9mudw2,13.84
58451,"McCoy Solar, LLC",58462,McCoy Solar Energy Project Hybrid,CA,Riverside,MCST1,OP,Batteries,BA,7,2021,230.0,920.0,230.0,230.0,250.4,LIB,,,,CS,Y,Y,,Y,,,,Y,Y,,Y,2021,9qndpr,65.09
58544,Sierra Nevada Brewing Co,58585,Sierra Nevada Brewing Co Hybrid,CA,Butte,BESS,OP,Batteries,BA,2,2017,0.5,1.0,0.5,0.5,0.5,LIB,,,,OT,,,,,,,Y,,,,Y,2021,9r13pb,23.76
15473,Public Service Co of NM,58899,Prosperity Energy Storage Facility Hybrid,NM,Bernalillo,GEN-2,OP,Batteries,BA,9,2011,0.8,1.3,0.5,0.5,0.8,PBB,,,,CS,Y,,,,,,Y,Y,,,Y,2021,9wdb95,255.53
61944,Goldman Sachs Renewable Power LLC,59150,RE Mustang LLC,CA,Kings,BESS1,OP,Batteries,BA,10,2021,75.0,75.0,75.0,75.0,75.0,LIB,,,,CS,,,,,,,,,,,Y,2021,9q6tde,21.65
17650,Southern Power Co,59939,RE Tranquillity,CA,Fresno,BESS1,OP,Batteries,BA,11,2021,37.0,128.0,32.0,32.0,10.5,LIB,,,,CS,,Y,,Y,,,,Y,Y,,,2021,9qd2ds,11.88
59843,"Blythe Solar II, LLC",60092,"Blythe Solar II, LLC",CA,Riverside,BLST2,OP,Batteries,BA,3,2021,115.0,538.6,115.0,115.0,126.9,LIB,,,,CS,Y,Y,,Y,,,,Y,Y,,Y,2021,9qndpr,65.81
59842,"Blythe Solar 110, LLC",60093,"Blythe Solar 110, LLC",CA,Riverside,BES1,OP,Batteries,BA,6,2021,63.0,301.2,63.0,63.0,68.6,LIB,,,,CS,Y,Y,,Y,,,,Y,Y,,Y,2021,9qndpr,66.5
59844,"Blythe Solar III, LLC",60094,"Blythe Solar III, LLC Hybrid",CA,Riverside,BLST3,OP,Batteries,BA,5,2021,115.0,538.6,115.0,115.0,126.9,LIB,,,,CS,Y,Y,,Y,,,,Y,Y,,Y,2021,9qndpr,68.6
60947,Tesla Inc.,60231,Genentech-Oceanside Hybrid,CA,San Diego,BA1,OP,Batteries,BA,4,2016,2.0,2.0,1.0,1.0,1.0,LIB,,,,CS,,,,,,,,Y,,Y,Y,2021,9mumuf,29.84
17650,Southern Power Co,60233,RE Garland,CA,Kern,BESS1,OP,Batteries,BA,8,2021,45.0,176.0,44.0,44.0,14.5,LIB,,,,CS,,Y,,Y,,,,Y,Y,,,2021,9q5sgb,29.1
17650,Southern Power Co,60233,RE Garland,CA,Kern,BESS2,OP,Batteries,BA,12,2021,43.0,176.0,44.0,44.0,14.5,LIB,,,,CS,,Y,,Y,,,,Y,Y,,,2021,9q5sgb,29.1
60038,Silicon Valley Clean Water,60249,Silicon Valley Clean Water,CA,San Mateo,BES,OP,Batteries,BA,11,2020,1.0,2.0,1.0,1.0,1.0,LIB,,,,CS,,,,,,,Y,,,,,2021,9q9jb9,8.93
15248,Portland General Electric Co,60441,Salem Smart Power Center,OR,Marion,SSPC,SB,Batteries,BA,8,2013,5.0,1.3,5.0,5.0,5.0,LIB,,,,BL,,Y,,,Y,,Y,Y,,,,2021,9rb6wg,97.06
15500,Puget Sound Energy Inc,60444,Glacier Battery Storage,WA,Whatcom,GLA,OP,Batteries,BA,9,2016,2.0,4.4,2.0,2.0,2.0,LIB,,,,CT,Y,Y,Y,Y,,,Y,,,Y,,2021,c2c10y,65.7
60278,64KT 8me LLC,60491,Springbok 3 Solar Farm Hybrid,CA,Kern,SB3BS,OP,Batteries,BA,7,2019,1.5,1.5,1.5,1.5,1.5,LIB,,,,CT,,Y,,,,,,,Y,,Y,2021,9q5zqv,20.51
60336,SDGE Batteries,60565,Borrego Springs Energy Storage,CA,San Diego,SES2,OP,Batteries,BA,2,2014,1.0,3.0,1.0,1.0,1.5,LIB,,,,CS,,,,,,,Y,,,Y,Y,2021,9qj152,76.1
60336,SDGE Batteries,60566,Pala Energy Storage Yard,CA,San Diego,SES1,OP,Batteries,BA,12,2012,0.5,1.5,0.5,0.5,1.5,LIB,,,,CS,,,,,,,Y,,,,,2021,9mumuf,41.31
60336,SDGE Batteries,60567,Ortega Highway Energy Storage,CA,Orange,SES1,OP,Batteries,BA,5,2015,1.0,3.0,1.0,1.0,2.0,LIB,,,,CS,,,,,,,Y,Y,,Y,,2021,9mumuf,21.4
60336,SDGE Batteries,60568,Canyon Crest Academy,CA,San Diego,SES,OP,Batteries,BA,10,2014,1.0,3.0,1.0,1.0,1.0,LIB,,,,CS,,,,,,,Y,Y,,Y,Y,2021,9mudw2,20.11
16609,San Diego Gas & Electric Co,60569,El Cajon Energy Storage,CA,San Diego,SES,OP,Batteries,BA,2,2017,7.5,30.0,7.5,7.5,7.5,LIB,,,,CS,Y,,Y,Y,,,,,,N,,2021,9mudw2,8.72
16609,San Diego Gas & Electric Co,60570,Escondido Energy Storage,CA,San Diego,SES,OP,Batteries,BA,3,2017,30.0,120.0,30.0,30.0,30.0,LIB,,,,CS,Y,,Y,Y,,,,,,N,N,2021,9mudw2,37.94
61978,Convergent Energy and Power LP,60641,Henrietta D Energy Storage LLC,CA,Kings,HDES1,OP,Batteries,BA,11,2021,10.0,40.0,10.0,10.0,10.0,LIB,,,,CS,Y,Y,,,,,,,,,,2021,9q6tde,21.85
60387,"Townsite Solar, LLC",60654,Townsite Solar Project Hybrid,NV,Clark,GEN02,OP,Batteries,BA,12,2021,90.0,360.0,90.0,90.0,210.0,LIB,,,,CS,Y,Y,,Y,Y,,,,Y,,Y,2021,9qqk6u,4.42
17609,Southern California Edison Co,60661,Mira Loma Energy Storage Facility,CA,San Bernardino,013A,OP,Batteries,BA,12,2016,10.0,40.0,10.0,10.0,3.3,LIB,,,,CS,Y,Y,Y,Y,,Y,Y,Y,Y,,,2021,9qh3ky,0.4
17609,Southern California Edison Co,60661,Mira Loma Energy Storage Facility,CA,San Bernardino,013B,OP,Batteries,BA,12,2016,10.0,40.0,10.0,10.0,3.3,LIB,,,,CS,Y,Y,Y,Y,,Y,Y,Y,Y,,,2021,9qh3ky,0.4
20323,"Wellhead Services, Inc",60698,Stanton Energy Reliability Center Hybrid,CA,Orange,BESS1,OP,Batteries,BA,8,2020,10.0,4.5,10.0,10.0,0.0,LIB,,,,CS,,Y,Y,Y,,,,,,,,2021,9mupsy,13.97
20323,"Wellhead Services, Inc",60698,Stanton Energy Reliability Center Hybrid,CA,Orange,BESS2,OP,Batteries,BA,8,2020,10.0,4.5,10.0,10.0,0.0,LIB,,,,CS,,Y,Y,Y,,,,,,,,2021,9mupsy,13.97
61198,esVolta LP,60760,Millikan BESS,CA,Orange,PE101,OP,Batteries,BA,12,2016,2.0,8.0,2.0,2.0,2.0,LIB,,,,BL,Y,Y,,,,,,,,,,2021,9mupsy,7.29
7294,City of Glendale - (CA),60974,Glendale Battery Energy Storage System,CA,Los Angeles,2BESS,OP,Batteries,BA,10,2017,2.0,1.0,1.0,2.0,2.0,LIB,,,,CS,,,,,,Y,,,,,,2021,9q5fm0,3.2
60633,"Iron Horse Battery Storage, LLC",60996,Iron Horse Battery Storage Hybrid,AZ,Pima,BA1,OP,Batteries,BA,4,2017,10.0,2.5,10.0,10.0,10.0,LIB,,,,CS,,Y,,,,,,,,,Y,2021,9w01f3,263.94
56769,Consolidated Edison Development Inc.,61098,Battle Mountain Solar Project,NV,Humboldt,BMBS,OP,Batteries,BA,6,2021,25.0,25.0,25.0,25.0,0.8,LIB,,,,CS,,,,,,,,Y,Y,Y,Y,2021,9rkf69,52.47
60336,SDGE Batteries,61107,Vanadium Redox Flow Battery Plant,CA,San Diego,VRF,OP,Batteries,BA,6,2017,2.0,8.0,2.0,2.0,2.3,FLB,,,,CS,,Y,Y,,Y,,Y,Y,Y,Y,Y,2021,9muccv,0.61
60834,Pima Energy Storage System,61197,Pima Energy Storage System,AZ,Pima,PIMA,OP,Batteries,BA,1,2017,10.0,2.5,8.0,10.0,2.9,LIB,,,,CS,,Y,,,,,,,,,,2021,9w01f3,240.81
