Year,Month,Day,Hour,Minute,Air Temperature at 80m (°C),Surface Air Pressure (Pa),Wind Speed at 80m (m/s),Wind Direction at 80m (°),,
2020,3,27,15,0,2.45,85070,3.35,18.61,,
2020,3,27,16,0,3.91,84990,3.65,31.93,,
2020,3,27,17,0,4.7700000000000005,84960,3.9,38.14,,
2020,3,27,18,0,5.11,84950,3.46,45.36,,
2020,3,27,19,0,5.36,84880,4.05,55.2,,
2020,3,27,20,0,6.29,84760,3.49,66.53,,
2020,3,27,21,0,6.65,84590,5.5600000000000005,86.95,,
2020,3,27,22,0,6.07,84630,6.21,93.16,,
2020,3,27,23,0,6.43,84580,6.17,83.06,,
2020,3,28,0,0,5.9,84550,5.53,37.79,,
2020,3,28,1,0,3.45,84640,1.21,341.19,,
2020,3,28,2,0,1.33,84710,1.76,302.86,,
2020,3,28,3,0,1.1500000000000001,84780,10.42,342.63,,
2020,3,28,4,0,0.52,84830,12.19,347.07,,
2020,3,28,5,0,0.21,84720,12.26,354.46,,
2020,3,28,6,0,-0.18,84640,9.97,343.76,,
2020,3,28,7,0,-0.48,84620,11.47,334.77,,
2020,3,28,8,0,-0.28,84620,10.43,335.41,,
2020,3,28,9,0,0.1,84560,12.83,345.19,,
2020,3,28,10,0,-0.25,84630,17.54,336,,
2020,3,28,11,0,-0.36,84640,11.16,339.86,,
2020,3,28,12,0,-0.54,84720,14.18,334.95,,
2020,3,28,13,0,-0.35000000000000003,84760,16.05,334.65000000000003,,
2020,3,28,14,0,-0.28,84850,16.48,334.03000000000003,,
2020,3,28,15,0,-0.21,84950,17.38,333.86,,
2020,3,28,16,0,0.02,85110,17.54,331.84000000000003,,
2020,3,28,17,0,0.37,85210,16.92,332.02,,
2020,3,28,18,0,1.19,85220,13.57,330.49,,
2020,3,28,19,0,2.49,85240,13.05,323.77,,
2020,3,28,20,0,3.52,85250,11.870000000000001,327.09000000000003,,
2020,3,28,21,0,3.63,85170,9.49,317.56,,
2020,3,28,22,0,4.15,85230,7.640000000000001,310.81,,
2020,3,28,23,0,4.86,85280,8.52,323.79,,
2020,3,29,0,0,5.61,85340,7.3500000000000005,310.87,,
2020,3,29,1,0,6.2,85350,8.81,325.95,,
2020,3,29,2,0,5.68,85400,6.07,299.41,,
2020,3,29,3,0,6.18,85450,5.69,306.99,,
2020,3,29,4,0,5.43,85520,6.29,267.68,,
2020,3,29,5,0,5.62,85500,9.01,287.06,,
2020,3,29,6,0,6.140000000000001,85520,9.85,299.69,,
2020,3,29,7,0,5.48,85540,9.18,272.65,,
2020,3,29,8,0,5.34,85630,12.22,289.98,,
2020,3,29,9,0,4.45,85560,11.13,301.92,,
2020,3,29,10,0,4.21,85540,10.69,315.31,,
2020,3,29,11,0,4.25,85590,11.01,317.83,,
2020,3,29,12,0,3.34,85710,9.01,308.49,,
2020,3,29,13,0,3.19,85780,9,312.46,,
2020,3,29,14,0,3.0100000000000002,85870,8.42,313.08,,
2020,3,29,15,0,3.29,85870,8.32,312.94,,
2020,3,29,16,0,3.89,85880,10.120000000000001,311.52,,
2020,3,29,17,0,4.73,85880,6.48,312.11,,
2020,3,29,18,0,5.11,85860,1.06,257.84000000000003,,
2020,3,29,19,0,6.37,85860,1.92,24.45,,
2020,3,29,20,0,7.6000000000000005,85810,2.59,39.33,,
2020,3,29,21,0,8.48,85670,1.8900000000000001,97.08,,
2020,3,29,22,0,9.48,85710,1.56,185.66,,
2020,3,29,23,0,10.200000000000001,85710,6.28,204.45000000000002,,
2020,3,30,0,0,9.97,85660,5.8500000000000005,173.66,,
2020,3,30,1,0,9.8,85710,5.32,172.45000000000002,,
2020,3,30,2,0,9.69,85720,3.86,170.02,,
2020,3,30,3,0,9.65,85770,4.55,155.87,,
2020,3,30,4,0,9.31,85790,6.53,147.88,,
2020,3,30,5,0,8.44,85810,9.5,132.01,,
2020,3,30,6,0,7.86,85780,10.92,141.94,,
2020,3,30,7,0,6.640000000000001,85780,8.65,140.31,,
2020,3,30,8,0,5.8,85750,8.32,142.52,,
2020,3,30,9,0,6.3,85730,8.23,141.23,,
2020,3,30,10,0,6.41,85600,6.41,140.94,,
2020,3,30,11,0,5.28,85610,5.0200000000000005,145.68,,
2020,3,30,12,0,5.62,85530,1.32,239.1,,
2020,3,30,13,0,5.7,85540,1.69,200.75,,
2020,3,30,14,0,4.22,85610,3.54,106.56,,
2020,3,30,15,0,6.3,85620,3.6,203.38,,
2020,3,30,16,0,5.13,85620,4.63,189.47,,
2020,3,30,17,0,6.75,85680,4.93,96.14,,
2020,3,30,18,0,8.48,85640,4.41,47.5,,
2020,3,30,19,0,8.370000000000001,85620,6.05,41.68,,
2020,3,30,20,0,9.01,85630,5.18,33.04,,
2020,3,30,21,0,9.41,85570,5.1000000000000005,49.2,,
2020,3,30,22,0,9.36,85570,5.8100000000000005,63.43,,
2020,3,30,23,0,9.38,85550,6.47,74.8,,
2020,3,31,0,0,9.9,85560,5.3,102.11,,
2020,3,31,1,0,9.85,85710,1.79,251.61,,
2020,3,31,2,0,9.57,85720,1.57,210.84,,
2020,3,31,3,0,9.69,85690,2.0300000000000002,170.44,,
2020,3,31,4,0,8.49,85700,6.890000000000001,86.12,,
2020,3,31,5,0,7.68,85690,6.59,140.26,,
2020,3,31,6,0,7.41,85740,5.73,214.36,,
2020,3,31,7,0,8.31,85750,5.18,227.78,,
2020,3,31,8,0,8.89,85720,5.11,236.78,,
2020,3,31,9,0,8.47,85720,5.0600000000000005,259.61,,
2020,3,31,10,0,7.28,85700,4.54,285.04,,
2020,3,31,11,0,6.65,85740,7.4,294.27,,
2020,3,31,12,0,8.870000000000001,85720,12.39,280.89,,
2020,3,31,13,0,9.97,85700,10.42,271.69,,
2020,3,31,14,0,8.56,85740,8.68,246.63,,
2020,3,31,15,0,7.19,85740,9.120000000000001,242.22,,
2020,3,31,16,0,8.85,85750,7.5,238.49,,
2020,3,31,17,0,11.47,85640,7.16,248.01000000000002,,
2020,3,31,18,0,13.61,85520,7.3500000000000005,266.26,,
2020,3,31,19,0,15.38,85430,8.02,268.89,,
2020,3,31,20,0,16.23,85290,8.88,249.35,,
2020,3,31,21,0,16.740000000000002,85210,8.73,258,,
2020,3,31,22,0,17.18,85190,8.97,271.35,,
2020,3,31,23,0,16.89,85150,10.21,246.64000000000001,,
2020,4,1,0,0,15.99,85250,9.97,296.41,,
2020,4,1,1,0,16.32,85260,3.45,270.18,,
2020,4,1,2,0,16.18,85180,6.9,249.02,,
2020,4,1,3,0,16.2,85220,5.38,268.52,,
2020,4,1,4,0,14.16,85170,1.77,136.85,,
2020,4,1,5,0,14.530000000000001,85170,0.76,183,,
2020,4,1,6,0,11.93,85140,9.17,172,,
2020,4,1,7,0,10.71,85130,7.22,188.39000000000001,,
2020,4,1,8,0,10.18,85090,10.25,182.83,,
2020,4,1,9,0,9.84,84970,8.07,198.02,,
2020,4,1,10,0,9.69,84930,6.93,205.97,,
2020,4,1,11,0,9.370000000000001,84870,7.4,190.48,,
2020,4,1,12,0,11.13,84950,6.7700000000000005,182.71,,
2020,4,1,13,0,10.93,84870,6.09,184.61,,
2020,4,1,14,0,10.39,84890,6.72,187.61,,
2020,4,1,15,0,9.11,84990,6.88,197.58,,
2020,4,1,16,0,9.22,84910,5.58,208.78,,
2020,4,1,17,0,11.47,84880,5.28,202.27,,
2020,4,1,18,0,14,84810,5.96,191.07,,
2020,4,1,19,0,16.66,84690,8.72,197.91,,
2020,4,1,20,0,17.66,84640,9.05,197.09,,
2020,4,1,21,0,18.68,84520,8.05,185.76,,
2020,4,1,22,0,18.830000000000002,84560,7.24,213.55,,
2020,4,1,23,0,19.05,84470,9.91,174.79,,
2020,4,2,0,0,17.69,84580,9.44,16.98,,
2020,4,2,1,0,10.53,84740,16.18,38.63,,
2020,4,2,2,0,7.58,84900,15.860000000000001,47.99,,
2020,4,2,3,0,5.07,84980,16.15,49.85,,
2020,4,2,4,0,2.68,85090,15.52,32.35,,
2020,4,2,5,0,0.39,85050,15.030000000000001,26.55,,
2020,4,2,6,0,-1.25,84980,14.9,24.8,,
2020,4,2,7,0,-2.6,84950,13.13,24.85,,
2020,4,2,8,0,-3.67,85140,10.53,15.88,,
2020,4,2,9,0,-4.57,85120,10.33,9.35,,
2020,4,2,10,0,-5.21,85190,10.21,11.08,,
2020,4,2,11,0,-5.62,85240,11.07,10.56,,
2020,4,2,12,0,-5.95,85360,11.8,11.78,,
2020,4,2,13,0,-6.7700000000000005,85410,12.06,7.43,,
2020,4,2,14,0,-7.16,85520,12.780000000000001,5.66,,
2020,4,2,15,0,-7.71,85570,12.65,3.5300000000000002,,
2020,4,2,16,0,-7.37,85560,12.05,4.13,,
2020,4,2,17,0,-6.48,85580,11.040000000000001,1.49,,
2020,4,2,18,0,-4.76,85560,9.26,4.84,,
2020,4,2,19,0,-4.09,85560,9.4,10.57,,
2020,4,2,20,0,-3.67,85520,9.92,10.81,,
2020,4,2,21,0,-3.97,85550,9.16,1.29,,
2020,4,2,22,0,-5.04,85680,10.59,0.54,,
2020,4,2,23,0,-5.14,85700,9.34,357.22,,
2020,4,3,0,0,-6.640000000000001,85850,9.89,355.66,,
2020,4,3,1,0,-7.63,85880,10.1,349.28000000000003,,
2020,4,3,2,0,-9.72,85920,7.2,355.53000000000003,,
2020,4,3,3,0,-10.47,86020,8.18,351.12,,
2020,4,3,4,0,-11.11,86000,8.4,2.81,,
2020,4,3,5,0,-11.33,86010,7.62,357.27,,
2020,4,3,6,0,-11.790000000000001,86160,8.39,356.44,,
2020,4,3,7,0,-12.52,86160,8.24,347.83,,
2020,4,3,8,0,-12.91,86090,9.25,343.55,,
2020,4,3,9,0,-12.55,86090,8.38,334.07,,
2020,4,3,10,0,-12.530000000000001,86080,8.8,324.35,,
2020,4,3,11,0,-12.290000000000001,86110,9.13,317.51,,
2020,4,3,12,0,-10.31,86210,9.33,328.39,,
2020,4,3,13,0,-8.96,86200,8.02,323.64,,
2020,4,3,14,0,-8.44,86230,6.3100000000000005,313.68,,
2020,4,3,15,0,-7.68,86170,3.9,288.82,,
2020,4,3,16,0,-5.94,86170,3.73,275.7,,
2020,4,3,17,0,-4.97,86130,2.44,243.99,,
2020,4,3,18,0,-2.15,86110,1.08,297.96,,
2020,4,3,19,0,-0.39,86050,0.3,352.39,,
2020,4,3,20,0,1.23,86030,1.9100000000000001,87.02,,
2020,4,3,21,0,2.19,85880,2.67,155.16,,
2020,4,3,22,0,2.63,85820,3.2600000000000002,154.20000000000002,,
2020,4,3,23,0,2.99,85760,4.58,153.79,,
2020,4,4,0,0,3.13,85830,5.14,149.78,,
2020,4,4,1,0,2.7,85810,7.49,132.69,,
2020,4,4,2,0,1.93,85830,7.87,130.25,,
2020,4,4,3,0,0.74,85890,9.17,139.43,,
2020,4,4,4,0,-0.67,85860,11.75,142.71,,
2020,4,4,5,0,-1.3900000000000001,85850,12.59,150.52,,
2020,4,4,6,0,-2.29,85850,12.71,151.82,,
2020,4,4,7,0,-2.79,85800,11.31,155.95000000000002,,
2020,4,4,8,0,-3.1,85800,9.92,165.91,,
2020,4,4,9,0,-3.65,85760,10.46,171.12,,
2020,4,4,10,0,-3.7600000000000002,85770,10.3,178.51,,
2020,4,4,11,0,-3.74,85730,10.31,177.58,,
2020,4,4,12,0,-3.5500000000000003,85690,12.6,184.94,,
2020,4,4,13,0,-3.92,85770,12.49,187.59,,
2020,4,4,14,0,-3.73,85710,12.82,188.4,,
2020,4,4,15,0,-2.63,85640,11.69,189.78,,
2020,4,4,16,0,-0.46,85590,11.450000000000001,189.68,,
2020,4,4,17,0,2.52,85590,10.49,195.11,,
2020,4,4,18,0,5.3500000000000005,85490,9.200000000000001,196.25,,
2020,4,4,19,0,7.8100000000000005,85390,7.92,197.17000000000002,,
2020,4,4,20,0,9.98,85280,6.01,187.52,,
2020,4,4,21,0,11.56,85210,6.41,192.01,,
2020,4,4,22,0,12.26,85130,6.24,193.24,,
2020,4,4,23,0,13.09,85160,5.62,193.74,,
2020,4,5,0,0,13.26,85140,6.8,195.45000000000002,,
2020,4,5,1,0,13.280000000000001,85200,7.19,178.31,,
2020,4,5,2,0,12.6,85230,8.74,161.02,,
2020,4,5,3,0,9.35,85240,11.33,158.09,,
2020,4,5,4,0,7.51,85210,11.66,160.63,,
2020,4,5,5,0,6.13,85220,10.72,163.77,,
2020,4,5,6,0,5.19,85200,10.24,174.01,,
2020,4,5,7,0,4.5600000000000005,85180,10.57,177.27,,
2020,4,5,8,0,4.05,85200,10.040000000000001,178.25,,
2020,4,5,9,0,3.62,85200,10.65,182.41,,
2020,4,5,10,0,3.08,85160,11.17,176.84,,
2020,4,5,11,0,1.92,85180,11.41,166.82,,
2020,4,5,12,0,0.9500000000000001,85210,10.44,164.97,,
2020,4,5,13,0,0.05,85180,9.72,164.62,,
2020,4,5,14,0,0.01,85260,8.05,174.39000000000001,,
2020,4,5,15,0,2.09,85200,6.21,193.86,,
2020,4,5,16,0,4.88,85160,3.91,181.06,,
2020,4,5,17,0,8.82,85140,4.12,177.70000000000002,,
2020,4,5,18,0,12.290000000000001,85090,4.84,169.57,,
2020,4,5,19,0,14.36,84960,5.23,165.75,,
2020,4,5,20,0,16.31,84930,5.97,167.11,,
2020,4,5,21,0,17.7,84880,5.96,179.06,,
2020,4,5,22,0,18.32,84850,5.46,190.92000000000002,,
2020,4,5,23,0,18.95,84800,5.73,199.05,,
2020,4,6,0,0,18.76,84860,7.92,165.78,,
2020,4,6,1,0,17.91,84910,5.64,131.39000000000001,,
2020,4,6,2,0,15.870000000000001,84950,8.51,111.64,,
2020,4,6,3,0,13.67,84980,12.66,120.75,,
2020,4,6,4,0,11.53,85120,9.41,134.4,,
2020,4,6,5,0,9.8,85040,8.89,136.64000000000001,,
2020,4,6,6,0,8.13,85000,8.83,136.27,,
2020,4,6,7,0,7.24,85000,5.96,140.45000000000002,,
2020,4,6,8,0,5.94,84990,5.51,120.37,,
2020,4,6,9,0,5.3100000000000005,84930,4.7,122.48,,
2020,4,6,10,0,4.75,84960,1.21,300.09000000000003,,
2020,4,6,11,0,7.01,85030,5.19,270.06,,
2020,4,6,12,0,13.84,85120,3.91,278.42,,
2020,4,6,13,0,13.780000000000001,85100,3.09,256.75,,
2020,4,6,14,0,11.97,85140,2.81,222.84,,
2020,4,6,15,0,11.77,85200,3.36,242.15,,
2020,4,6,16,0,10.950000000000001,85240,4.38,234.81,,
2020,4,6,17,0,13.5,85160,4.72,231.39000000000001,,
2020,4,6,18,0,16.61,85140,5.23,224.33,,
2020,4,6,19,0,19.330000000000002,85080,7.42,220.4,,
2020,4,6,20,0,19.94,85020,9.11,223.20000000000002,,
2020,4,6,21,0,20.64,84950,8.5,196.42000000000002,,
2020,4,6,22,0,20.86,85020,6.48,212.51,,
2020,4,6,23,0,20.94,85000,10.15,201.68,,
2020,4,7,0,0,21.07,85000,9.49,231.94,,
2020,4,7,1,0,21.18,85000,4.2,227.79,,
2020,4,7,2,0,21.19,85010,5.22,247.75,,
2020,4,7,3,0,19.73,85200,4.84,245.48000000000002,,
2020,4,7,4,0,18.7,85220,3.61,152.25,,
2020,4,7,5,0,18.26,85090,3.38,326.33,,
2020,4,7,6,0,17.64,85130,6.3500000000000005,6.48,,
2020,4,7,7,0,18.11,85190,7.86,346.6,,
2020,4,7,8,0,16,85220,8.4,334.74,,
2020,4,7,9,0,12.73,85280,11.34,343.5,,
2020,4,7,10,0,11.76,85370,13.07,348.78000000000003,,
2020,4,7,11,0,10.96,85420,12.55,351.85,,
2020,4,7,12,0,12.44,85470,16.29,317.82,,
2020,4,7,13,0,13.46,85580,14.55,304.35,,
2020,4,7,14,0,13.32,85620,14.8,302.99,,
2020,4,7,15,0,13.370000000000001,85640,11.17,304.92,,
2020,4,7,16,0,14.620000000000001,85660,9.36,302.77,,
2020,4,7,17,0,16.330000000000002,85630,9.4,297.07,,
2020,4,7,18,0,17.25,85590,9.34,288.85,,
2020,4,7,19,0,18.150000000000002,85540,8.68,274.86,,
2020,4,7,20,0,19.14,85440,9.85,294.79,,
2020,4,7,21,0,20.01,85280,6.48,304.24,,
2020,4,7,22,0,20.39,85320,7.25,303.84000000000003,,
2020,4,7,23,0,20.580000000000002,85280,13.26,249.63,,
2020,4,8,0,0,20.7,85300,10.620000000000001,274.94,,
2020,4,8,1,0,19.84,85390,10.97,295.95,,
2020,4,8,2,0,19,85410,8.46,302.88,,
2020,4,8,3,0,18.27,85410,12.11,290.06,,
2020,4,8,4,0,16.96,85430,14.39,295.92,,
2020,4,8,5,0,17.19,85380,16.92,287.81,,
2020,4,8,6,0,14.68,85410,14.69,313.68,,
2020,4,8,7,0,13.93,85370,14.950000000000001,326.24,,
2020,4,8,8,0,13.26,85420,15.370000000000001,327.31,,
2020,4,8,9,0,12.08,85450,15.55,322.57,,
2020,4,8,10,0,11.1,85490,17.02,321.95,,
2020,4,8,11,0,10.72,85560,14.31,316.39,,
2020,4,8,12,0,10.370000000000001,85630,14.17,313.17,,
2020,4,8,13,0,9.72,85670,14.19,313.97,,
2020,4,8,14,0,9.18,85760,13.5,319.76,,
2020,4,8,15,0,10.61,85860,12.620000000000001,327.32,,
2020,4,8,16,0,10.88,85840,12.92,344.77,,
2020,4,8,17,0,10.43,85950,11.91,359.58,,
2020,4,8,18,0,11.23,86000,10.77,5.65,,
2020,4,8,19,0,12.17,85990,7.96,10.94,,
2020,4,8,20,0,12.9,85860,6.36,11.64,,
2020,4,8,21,0,13.19,85820,6.1000000000000005,18.26,,
2020,4,8,22,0,13.42,85810,6.37,12.450000000000001,,
2020,4,8,23,0,13.26,85820,6.28,9.17,,
2020,4,9,0,0,12.72,85840,4.39,18.830000000000002,,
2020,4,9,1,0,12.02,85880,6.99,29.22,,
2020,4,9,2,0,10.93,85850,6.19,47.14,,
2020,4,9,3,0,9.71,86070,6.47,53.99,,
2020,4,9,4,0,8.14,86100,6.71,46.72,,
2020,4,9,5,0,6.43,86080,5.15,41.61,,
2020,4,9,6,0,5.37,86130,6.11,39.79,,
2020,4,9,7,0,3.48,86080,6.59,44.88,,
2020,4,9,8,0,2.66,86070,7.3100000000000005,46.39,,
2020,4,9,9,0,1.93,86080,5.15,33.21,,
2020,4,9,10,0,1.53,86030,4.96,14.25,,
2020,4,9,11,0,1.32,86020,5.53,11.49,,
2020,4,9,12,0,0.42,86110,5.17,358.78000000000003,,
2020,4,9,13,0,0.24,86260,5.3500000000000005,4.19,,
2020,4,9,14,0,-0.26,86320,4.8,2.42,,
2020,4,9,15,0,1.78,86350,5.92,1.27,,
2020,4,9,16,0,3.0500000000000003,86330,5.54,348.61,,
2020,4,9,17,0,4.83,86280,5.23,339.90000000000003,,
2020,4,9,18,0,6.76,86200,4.64,346.54,,
2020,4,9,19,0,8.3,86090,5.24,351.09000000000003,,
2020,4,9,20,0,9.92,86010,6.0200000000000005,358.96,,
2020,4,9,21,0,10.53,85930,6.15,2.65,,
2020,4,9,22,0,11.01,85960,5.05,2.66,,
2020,4,9,23,0,11.33,85940,3.9,43.08,,
2020,4,10,0,0,10.93,85920,4.23,38.27,,
2020,4,10,1,0,10.53,85940,3.92,56.13,,
2020,4,10,2,0,10.02,85960,3.99,71.65,,
2020,4,10,3,0,9.07,85980,3.25,84.2,,
2020,4,10,4,0,6.2,85990,11.43,109.66,,
2020,4,10,5,0,3.5100000000000002,85960,11.82,131.47,,
2020,4,10,6,0,1.87,85940,10.74,143.19,,
2020,4,10,7,0,1.49,85910,10.32,158.54,,
2020,4,10,8,0,1.23,85790,9.21,165.22,,
2020,4,10,9,0,0.9,85740,9.1,168.94,,
2020,4,10,10,0,1.02,85610,10.56,172.91,,
2020,4,10,11,0,1.25,85580,10.92,173.86,,
2020,4,10,12,0,1.6300000000000001,85540,10.22,185.1,,
2020,4,10,13,0,2.54,85480,10.620000000000001,191.73000000000002,,
2020,4,10,14,0,2.6,85450,9.84,211.16,,
2020,4,10,15,0,4.82,85440,6.82,241.78,,
2020,4,10,16,0,9.040000000000001,85310,5.7700000000000005,249.99,,
2020,4,10,17,0,13.01,85300,4.16,246.11,,
2020,4,10,18,0,16.22,85210,2.87,250.94,,
2020,4,10,19,0,18.21,85170,2.31,248.55,,
2020,4,10,20,0,19.13,85020,6.49,257.84000000000003,,
2020,4,10,21,0,15.71,85130,4.3100000000000005,109.99000000000001,,
2020,4,10,22,0,15.81,84960,4.51,108.57000000000001,,
2020,4,10,23,0,18.48,84890,2.21,310.55,,
2020,4,11,0,0,18.64,84810,13.63,278.14,,
2020,4,11,1,0,18.46,84770,1.69,70.84,,
2020,4,11,2,0,16.55,84830,6.99,160.16,,
2020,4,11,3,0,14.69,85000,3.22,220.73000000000002,,
2020,4,11,4,0,13.86,84820,8.2,163.98,,
2020,4,11,5,0,15.11,84670,7.87,179.04,,
2020,4,11,6,0,12.72,84800,3.7600000000000002,135.25,,
2020,4,11,7,0,12.86,84810,9.26,181.63,,
2020,4,11,8,0,11.53,84760,7.44,194.05,,
2020,4,11,9,0,11.83,84770,5.24,248.02,,
2020,4,11,10,0,9.6,84720,12.01,313.32,,
2020,4,11,11,0,8.32,84770,13.38,319.89,,
2020,4,11,12,0,11.290000000000001,84760,15.17,301.28000000000003,,
2020,4,11,13,0,10.26,84820,15.06,304.49,,
2020,4,11,14,0,9.68,84810,12.83,310.51,,
2020,4,11,15,0,11.02,84810,9.92,311.57,,
2020,4,11,16,0,13.16,84860,7.5200000000000005,308.04,,
2020,4,11,17,0,14.39,84810,3.54,280.84000000000003,,
2020,4,11,18,0,15.46,84680,4.4,241.54,,
2020,4,11,19,0,16.580000000000002,84600,5.99,244.87,,
2020,4,11,20,0,17.69,84500,7.58,232.72,,
2020,4,11,21,0,18.54,84410,7.19,220.20000000000002,,
2020,4,11,22,0,18.8,84420,8.290000000000001,217.04,,
2020,4,11,23,0,18.12,84310,6.94,207.55,,
2020,4,12,0,0,17.31,84330,15.13,284.31,,
2020,4,12,1,0,13.780000000000001,84370,14.27,13.97,,
2020,4,12,2,0,9.24,84470,14.94,22.78,,
2020,4,12,3,0,5.0600000000000005,84630,16.79,11.16,,
2020,4,12,4,0,1.71,84720,15.870000000000001,20.59,,
2020,4,12,5,0,0.76,84710,16.13,27.28,,
2020,4,12,6,0,-0.85,84760,13.51,29.91,,
2020,4,12,7,0,-1.62,84790,11.870000000000001,26.64,,
2020,4,12,8,0,-2.69,84840,11.58,21.05,,
2020,4,12,9,0,-5.03,84960,15.15,6.01,,
2020,4,12,10,0,-6.44,84930,14.71,5.92,,
2020,4,12,11,0,-7.03,85110,17.240000000000002,3.31,,
2020,4,12,12,0,-7.58,85210,13.93,2.85,,
2020,4,12,13,0,-8.01,85330,14.92,6.42,,
2020,4,12,14,0,-8.08,85480,15.01,2.62,,
2020,4,12,15,0,-7.8100000000000005,85520,14.59,2.5,,
2020,4,12,16,0,-7.82,85650,14.31,6.8500000000000005,,
2020,4,12,17,0,-7.53,85720,13.94,10.4,,
2020,4,12,18,0,-7.5600000000000005,85650,12.98,5.92,,
2020,4,12,19,0,-7.05,85670,12.200000000000001,2.08,,
2020,4,12,20,0,-6.46,85720,11.03,1.43,,
2020,4,12,21,0,-6.08,85710,10.36,6.19,,
2020,4,12,22,0,-6,85700,9.31,10.41,,
2020,4,12,23,0,-5.8500000000000005,85720,7.3100000000000005,10.83,,
2020,4,13,0,0,-4.98,85720,6.42,343.41,,
2020,4,13,1,0,-5.66,85850,4.22,337.81,,
2020,4,13,2,0,-5.99,85830,3.41,31.04,,
2020,4,13,3,0,-6.07,85870,7.68,11.75,,
2020,4,13,4,0,-6.55,85950,4.55,35.42,,
2020,4,13,5,0,-7.48,86010,4.41,36.050000000000004,,
2020,4,13,6,0,-8.120000000000001,85960,2.99,28.6,,
2020,4,13,7,0,-8.13,86030,2.24,343.27,,
2020,4,13,8,0,-8.870000000000001,86010,4.71,335.44,,
2020,4,13,9,0,-8.44,85930,7.17,341.83,,
2020,4,13,10,0,-8.77,85970,7.3,339.43,,
2020,4,13,11,0,-9.33,86030,6.4,337.34000000000003,,
2020,4,13,12,0,-9.15,86150,5.13,321.87,,
2020,4,13,13,0,-9.450000000000001,86100,5.67,336.88,,
2020,4,13,14,0,-9.26,86180,4.62,336.65000000000003,,
2020,4,13,15,0,-8.370000000000001,86160,3.91,342.26,,
2020,4,13,16,0,-7.67,86150,3.39,349.96,,
2020,4,13,17,0,-7.18,86130,3.59,341.19,,
2020,4,13,18,0,-6.12,86120,4.66,351.92,,
2020,4,13,19,0,-4.98,86010,4.14,341.23,,
2020,4,13,20,0,-4.28,85970,4.44,293.81,,
2020,4,13,21,0,-3.47,85870,4.78,288.2,,
2020,4,13,22,0,-3.18,85830,4.13,286.84000000000003,,
2020,4,13,23,0,-3.11,85810,5.43,300.12,,
2020,4,14,0,0,-3.34,85890,5.22,311.72,,
2020,4,14,1,0,-3.5700000000000003,85970,2.93,299.5,,
2020,4,14,2,0,-4.1,86040,3.63,272.79,,
2020,4,14,3,0,-5.59,86150,2.64,42.730000000000004,,
2020,4,14,4,0,-4.8500000000000005,86200,3.5500000000000003,223.29,,
2020,4,14,5,0,-4.99,86060,5.37,235.47,,
2020,4,14,6,0,-5.0200000000000005,86090,5.63,246.6,,
2020,4,14,7,0,-5.86,86090,6.3,253.84,,
2020,4,14,8,0,-5.89,86100,5.14,271.63,,
2020,4,14,9,0,-5.97,86120,4.71,289.75,,
2020,4,14,10,0,-6.2,86130,4.66,301.13,,
2020,4,14,11,0,-6.6000000000000005,86080,5.8500000000000005,275.18,,
2020,4,14,12,0,-6.26,86220,6.99,258.95,,
2020,4,14,13,0,-5.79,86170,7.74,266.18,,
2020,4,14,14,0,-6.390000000000001,86130,6.63,249.74,,
2020,4,14,15,0,-4.09,86150,7.2,241.26,,
2020,4,14,16,0,-2.09,86030,10.59,269.78000000000003,,
2020,4,14,17,0,-0.89,85900,9.69,274.23,,
2020,4,14,18,0,0.6900000000000001,85870,10.290000000000001,286.12,,
2020,4,14,19,0,1.98,85740,10.39,282.82,,
2020,4,14,20,0,3.42,85670,10.46,284.91,,
2020,4,14,21,0,4.62,85600,10.13,288.25,,
2020,4,14,22,0,5.23,85530,10.96,284.51,,
2020,4,14,23,0,6.1000000000000005,85450,12.61,309.25,,
2020,4,15,0,0,5.61,85530,10.56,326.49,,
2020,4,15,1,0,5.09,85510,10.89,332.69,,
2020,4,15,2,0,3.79,85600,9.56,342.36,,
2020,4,15,3,0,2.96,85650,7.22,346.55,,
2020,4,15,4,0,2.84,85700,5,8.16,,
2020,4,15,5,0,0.01,85650,5.55,81.26,,
2020,4,15,6,0,-0.8,85660,4.49,102.36,,
2020,4,15,7,0,-1.56,85610,5.3500000000000005,114.11,,
2020,4,15,8,0,-1.76,85650,5.6000000000000005,137.34,,
2020,4,15,9,0,-1.56,85660,5.0200000000000005,157,,
2020,4,15,10,0,-1.43,85590,5.24,166.14000000000001,,
2020,4,15,11,0,-1.23,85470,7.46,175.26,,
2020,4,15,12,0,-0.42,85480,7.32,153.26,,
2020,4,15,13,0,-1.72,85510,6.55,163.35,,
2020,4,15,14,0,-1.04,85500,5.09,198.01,,
2020,4,15,15,0,1.07,85480,4.8100000000000005,227.35,,
2020,4,15,16,0,4.37,85420,4.8500000000000005,243.89000000000001,,
2020,4,15,17,0,6.1000000000000005,85400,6.37,264.9,,
2020,4,15,18,0,7.16,85350,8.52,267.29,,
2020,4,15,19,0,7.32,85360,8.540000000000001,272.68,,
2020,4,15,20,0,7.71,85310,5.87,309.14,,
2020,4,15,21,0,8.07,85390,7.5,303.81,,
2020,4,15,22,0,8.22,85370,4.38,277.36,,
2020,4,15,23,0,8.41,85310,5.37,283.28000000000003,,
2020,4,16,0,0,3.27,85590,7.36,280.95,,
2020,4,16,1,0,4.16,85590,10.85,5.09,,
